N	2gram	Vinokur_Ku_1	Myshleni
1	в том	30	42
2	том что	21	35
3	с помощью	7	31
4	таким образом	12	25
5	точки зрения	14	24
6	в этом	14	24
7	в качестве	7	21
8	и в	24	20
9	что в	17	19
10	заключается в	2	18
11	то же	8	16
12	то что	9	15
13	не только	10	15
14	что они	4	14
15	с другой	7	12
16	при этом	6	12
17	в их	3	12
18	потому что	23	12
19	может быть	13	12
20	в целом	4	11
21	так же	4	11
22	в его	12	11
23	с точки	9	11
24	этого слова	3	11
25	того что	9	10
26	в истории	3	10
27	так как	9	10
28	если мы	2	10
29	и то	3	10
30	в себе	3	10
31	только в	11	10
32	и как	2	9
33	но и	6	9
34	другой стороны	6	9
35	между тем	5	9
36	могли бы	2	9
37	как это	3	9
38	как и	2	9
39	того же	4	9
40	тот же	2	9
41	что и	4	9
42	и не	12	8
43	и тем	2	8
44	и что	5	8
45	в результате	5	8
46	тогда когда	6	8
47	этом смысле	3	8
48	было бы	15	8
49	вместе с	7	8
50	в собственном	2	7
51	и более	2	7
52	как бы	7	7
53	смысле этого	3	7
54	этом отношении	5	7
55	значение слова	3	7
56	в своей	2	7
57	самом деле	9	7
58	тем самым	4	7
59	а не	8	7
60	того чтобы	17	7
61	тем что	8	7
62	уже в	3	6
63	одного и	2	6
64	к тому	5	6
65	в самом	10	6
66	не может	7	6
67	и на	4	6
68	с тем	5	6
69	что он	6	6
70	в силу	10	6
71	той же	3	6
72	можно было	6	6
73	в частности	4	5
74	никогда не	2	5
75	целый ряд	5	5
76	это не	7	5
77	на то	4	5
78	обе эти	3	5
79	что такое	6	5
80	увидим что	2	5
81	не является	2	5
82	если бы	9	5
83	и его	5	5
84	с этим	4	5
85	все же	12	5
86	и того	2	5
87	о том	9	5
88	речь идет	2	5
89	так и	7	5
90	как в	4	5
91	для того	16	5
92	все эти	6	5
93	слова и	4	5
94	тому что	3	4
95	в своем	3	4
96	для нас	2	4
97	что с	2	4
98	по мере	3	4
99	из них	4	4
100	на том	3	4
101	в первую	4	4
102	что оно	3	4
103	роль в	4	4
104	этой точки	2	4
105	с этой	2	4
106	как они	2	4
107	и с	5	4
108	состоит в	3	4
109	его к	3	4
110	и при	2	4
111	в смысле	2	4
112	первую очередь	2	4
113	в сущности	3	4
114	в речи	3	4
115	между ними	2	4
116	не в	11	4
117	и для	2	4
118	во всяком	5	4
119	в области	7	4
120	не могут	2	3
121	не менее	7	3
122	в этих	4	3
123	в какой	6	3
124	что все	2	3
125	а только	8	3
126	так что	4	3
127	в этой	3	3
128	не имеют	3	3
129	себе и	2	3
130	и является	4	3
131	в виду	5	3
132	всяком случае	5	3
133	один из	4	3
134	со стороны	4	3
135	в связи	3	3
136	то обстоятельство	8	3
137	именно в	6	3
138	должно быть	3	3
139	на его	3	3
140	обстоятельство что	8	3
141	к которому	3	3
142	но в	2	3
143	идет о	2	3
144	этом случае	2	3
145	бы в	7	3
146	по существу	4	3
147	но не	5	3
148	только к	2	3
149	когда он	3	3
150	внимание на	4	3
151	на этот	2	3
152	ни в	2	3
153	связи с	7	3
154	в которой	6	3
155	должна быть	3	2
156	в каждом	2	2
157	прежде всего	9	2
158	которую можно	2	2
159	что если	2	2
160	свою очередь	3	2
161	переход от	4	2
162	в свою	3	2
163	что это	5	2
164	том чтобы	8	2
165	одним из	2	2
166	в ней	6	2
167	в нем	4	2
168	условия в	3	2
169	нам не	3	2
170	смысле и	2	2
171	не просто	5	2
172	иначе как	2	2
173	они не	3	2
174	не имеет	2	2
175	мы наблюдаем	2	2
176	а в	5	2
177	во многих	2	2
178	также и	2	2
179	на более	2	2
180	в данном	4	2
181	из этих	4	2
182	и здесь	3	2
183	что эти	4	2
184	когда мы	2	2
185	мы имеем	6	2
186	под влиянием	3	2
187	нисколько не	3	2
188	уже и	3	2
189	когда оно	2	2
190	это слово	3	2
191	что слово	3	2
192	ясно что	3	2
193	речи не	2	2
194	зависимости от	6	2
195	со словом	3	2
196	еще не	5	2
197	и сами	2	2
198	свое время	2	2
199	том же	2	2
200	никак не	2	2
201	в современной	2	2
202	в свое	2	2
203	даже в	3	2
204	не есть	4	2
205	ли не	3	2
206	и тогда	4	2
207	в языке	8	2
208	тогда как	2	2
209	того как	4	2
210	а с	3	2
211	если не	3	2
212	в той	5	2
213	целом и	2	2
214	может служить	2	2
215	и он	3	2
216	в слове	2	2
217	в таком	3	2
218	в каком	2	2
219	здесь не	3	2
220	в значении	2	2
