N	2gram	Vygotskiy__5	RusskieA
1	и в	30	36
2	не только	16	22
3	что в	24	19
4	том что	21	19
5	в том	27	17
6	но и	6	16
7	так как	9	15
8	и другие	3	13
9	в этом	14	12
10	это не	3	10
11	как мы	5	10
12	как и	6	10
13	и т	7	10
14	вместе с	12	10
15	и на	3	10
16	потому что	23	10
17	об этом	3	9
18	т д	3	9
19	а в	4	9
20	с тем	8	8
21	состоит в	3	8
22	у нас	4	8
23	мы увидим	9	8
24	из них	2	8
25	может быть	11	8
26	один из	5	8
27	о том	10	8
28	как это	7	8
29	что они	5	7
30	что и	3	7
31	так и	3	7
32	представляют собой	2	7
33	и не	6	6
34	для нас	3	6
35	так например	3	6
36	при этом	8	6
37	в них	4	6
38	таким образом	20	6
39	мы не	3	6
40	все это	2	6
41	то что	37	6
42	полагает что	3	6
43	показывает что	3	5
44	этом случае	2	5
45	все же	7	5
46	как будто	6	5
47	как бы	19	5
48	в течение	2	5
49	в которых	2	5
50	как в	3	5
51	того как	2	5
52	тому что	8	4
53	из этих	3	4
54	к этому	3	4
55	к тому	8	4
56	что на	3	4
57	по существу	2	4
58	одна из	3	4
59	еще не	5	4
60	связи с	2	4
61	следующим образом	2	4
62	еще в	2	4
63	его с	2	4
64	во всех	2	4
65	в их	3	4
66	так в	3	4
67	не может	9	4
68	а с	5	4
69	мы имеем	8	4
70	и что	23	4
71	того что	8	4
72	тем что	6	4
73	только в	5	4
74	что по	2	4
75	о чем	4	3
76	что это	8	3
77	по этому	5	3
78	в этих	3	3
79	в качестве	2	3
80	в своем	6	3
81	но все	2	3
82	в одном	2	3
83	в свою	3	3
84	и к	4	3
85	на этом	6	3
86	совпадают с	2	3
87	не можем	4	3
88	несмотря на	5	3
89	только на	4	3
90	говорится что	2	3
91	не с	2	3
92	или на	2	3
93	приводит к	2	3
94	то же	7	3
95	с точки	2	3
96	на этот	3	3
97	так же	13	3
98	ничего не	2	3
99	точки зрения	7	3
100	как например	2	3
101	то есть	13	3
102	что от	2	2
103	что ему	2	2
104	в частности	4	2
105	могут быть	8	2
106	в нашем	2	2
107	между собой	2	2
108	что у	3	2
109	к другому	2	2
110	с этим	2	2
111	и потому	5	2
112	в каждом	2	2
113	их не	2	2
114	что именно	5	2
115	в нем	7	2
116	не что	2	2
117	у него	3	2
118	он был	2	2
119	нас не	2	2
120	так что	3	2
121	и как	7	2
122	мы видим	8	2
123	в силу	3	2
124	говорится о	2	2
125	предположить что	2	2
126	но не	7	2
127	быть и	2	2
128	до конца	2	2
129	чем у	3	2
130	чем в	2	2
131	когда он	5	2
132	связь между	2	2
133	имеет место	3	2
134	как они	2	2
135	в ней	4	2
136	в его	4	2
137	друг к	4	2
138	и с	2	2
139	в целом	5	2
140	к другу	4	2
141	и до	2	2
142	но она	2	2
143	что она	6	2
144	находится в	2	2
145	для этого	9	2
146	этому поводу	4	2
147	все эти	2	2
148	на самом	2	2
149	а не	8	2
150	и для	6	2
151	и другими	2	2
152	или в	6	2
153	в своих	5	2
154	этот вопрос	4	2
155	мы можем	7	2
156	себя и	2	2
157	и здесь	6	2
158	что иное	2	2
159	но в	5	2
160	мы должны	3	2
161	как он	2	2
162	там где	4	2
163	иное как	2	2
164	и поэтому	3	2
165	же не	2	2
