N	2gram	Vygotskiy__1	FransuaR
1	и в	31	45
2	то есть	26	25
3	и не	16	15
4	не только	13	14
5	в этом	12	14
6	но в	3	14
7	в его	6	13
8	и его	7	13
9	как бы	5	12
10	что в	23	12
11	в своем	3	11
12	то же	5	11
13	в то	5	11
14	прежде всего	4	10
15	в том	30	10
16	в нем	2	10
17	но и	2	10
18	как и	16	10
19	и с	2	10
20	вовсе не	6	8
21	как мы	2	8
22	жизни и	3	8
23	таким образом	20	8
24	так же	12	8
25	в конце	3	7
26	том что	16	7
27	не в	11	7
28	что и	13	7
29	мы видели	2	7
30	все это	8	7
31	потому что	10	7
32	и все	5	7
33	что он	7	6
34	в этой	3	6
35	он не	3	6
36	так и	3	6
37	мысли и	2	6
38	того чтобы	7	6
39	для того	6	6
40	так как	18	6
41	в них	2	6
42	с ним	2	5
43	и к	3	5
44	это и	3	5
45	мы видим	5	5
46	но это	3	5
47	со всеми	4	5
48	например в	3	5
49	хотя и	3	5
50	от всех	3	5
51	и их	2	5
52	как раз	2	5
53	не может	17	5
54	в связи	2	5
55	этом отношении	2	5
56	на самом	2	5
57	в себя	2	5
58	самом деле	9	5
59	и у	4	5
60	и как	2	5
61	его в	2	5
62	же как	4	4
63	и во	2	4
64	и от	2	4
65	очень часто	4	4
66	мы не	12	4
67	у него	4	4
68	и здесь	2	4
69	тому же	3	4
70	такой же	2	4
71	но не	3	4
72	ничего не	2	4
73	по поводу	2	4
74	в самом	11	4
75	в сущности	10	4
76	и о	4	4
77	а не	13	4
78	и даже	6	4
79	его не	2	4
80	как на	3	4
81	а в	6	4
82	той же	3	4
83	тенденция к	2	4
84	сказать что	7	4
85	в основе	2	4
86	с этим	3	4
87	точки зрения	15	4
88	только в	14	4
89	о том	7	4
90	и это	3	4
91	зрения на	2	4
92	бы в	2	4
93	как это	4	4
94	не менее	2	3
95	и другие	4	3
96	как в	9	3
97	в одной	3	3
98	из этих	6	3
99	в одном	2	3
100	что на	3	3
101	ни в	9	3
102	по существу	4	3
103	есть в	7	3
104	того же	2	3
105	то время	5	3
106	в своей	3	3
107	от того	3	3
108	как они	2	3
109	для всех	4	3
110	до сих	3	3
111	вместе с	8	3
112	сих пор	3	3
113	что она	6	3
114	не было	3	3
115	и вот	3	3
116	того что	10	3
117	и для	5	3
118	почти всегда	3	3
119	в которых	3	3
120	нуждается в	3	3
121	в поэзии	2	3
122	как он	2	3
123	там где	4	3
124	почти все	2	3
125	о чем	2	3
126	не могут	3	2
127	если мы	12	2
128	с тем	3	2
129	независимо от	2	2
130	и там	2	2
131	и есть	5	2
132	себя и	2	2
133	и без	2	2
134	по тому	3	2
135	точку зрения	3	2
136	которыми она	2	2
137	что все	3	2
138	это в	2	2
139	к этому	4	2
140	к тому	4	2
141	видим что	2	2
142	отличие от	4	2
143	то что	32	2
144	в качестве	2	2
145	из его	3	2
146	было бы	6	2
147	что это	6	2
148	несмотря на	5	2
149	и если	4	2
150	может быть	22	2
151	образы и	2	2
152	том же	2	2
153	даже в	2	2
154	один из	4	2
155	в каждом	3	2
156	все же	5	2
157	в целом	5	2
158	когда он	2	2
159	что эта	3	2
160	им в	3	2
161	в отличие	3	2
162	и только	3	2
163	при этом	19	2
164	и что	8	2
165	с точки	2	2
166	к нему	2	2
167	роль в	3	2
168	нас в	2	2
169	между тем	4	2
170	мы можем	4	2
171	одно из	2	2
172	ту же	2	2
173	же самое	2	2
174	но мы	3	2
175	этих слов	2	2
176	уже и	2	2
177	в чем	2	2
178	самому существу	3	2
179	оно было	2	2
