N	2gram	Propp_Isto_6	Stilisti
1	и в	26	42
2	как бы	4	27
3	не только	10	27
4	прежде всего	4	22
5	но и	9	15
6	то же	5	15
7	и не	10	14
8	может быть	11	12
9	не может	6	12
10	как и	5	11
11	мы уже	6	11
12	и как	2	10
13	что мы	2	10
14	мы должны	2	10
15	как мы	4	10
16	в этом	12	10
17	при этом	3	9
18	в то	5	9
19	то что	6	9
20	мы не	6	9
21	все же	8	8
22	в ней	5	8
23	таким образом	12	8
24	с тем	4	8
25	что же	2	8
26	тем самым	2	8
27	в себе	3	8
28	и это	8	8
29	никогда не	13	7
30	зависимости от	2	7
31	и от	3	7
32	и тем	4	7
33	и на	12	7
34	потому что	13	7
35	так как	18	7
36	с его	4	7
37	было бы	2	7
38	а не	2	7
39	и его	7	7
40	мы можем	7	7
41	только в	5	7
42	ничего не	2	7
43	другими словами	3	6
44	не в	3	6
45	в этой	2	6
46	на его	4	6
47	в форме	2	6
48	когда мы	2	6
49	в нем	8	6
50	так и	5	6
51	или как	2	6
52	независимо от	3	5
53	мы видели	11	5
54	а в	3	5
55	и с	6	5
56	и наконец	3	5
57	как это	5	5
58	же мы	5	5
59	в его	5	5
60	вместе с	8	5
61	все время	2	4
62	что это	2	4
63	можно сказать	2	4
64	к тому	2	4
65	но все	2	4
66	связаны с	5	4
67	в качестве	3	4
68	один из	3	4
69	того что	2	4
70	так же	2	4
71	о том	7	4
72	его в	5	4
73	но в	7	4
74	если бы	3	4
75	у нас	5	4
76	с появлением	6	4
77	мы видим	5	4
78	на него	2	4
79	а с	2	4
80	к своему	3	4
81	уже не	7	4
82	можно было	2	4
83	и то	3	4
84	как только	3	3
85	или иное	3	3
86	что у	2	3
87	перед нами	2	3
88	это не	4	3
89	главным образом	3	3
90	этом случае	6	3
91	для нас	2	3
92	здесь мы	4	3
93	и эта	3	3
94	но для	2	3
95	жизни и	2	3
96	от того	3	3
97	уже видели	3	3
98	чаще всего	5	3
99	что оно	4	3
100	и вот	3	3
101	не так	2	3
102	их в	3	3
103	сказать что	3	3
104	но вот	2	3
105	та же	3	3
106	видели что	3	3
107	то он	2	3
108	в одном	3	3
109	но при	2	3
110	если он	3	3
111	том что	10	3
112	в тех	3	3
113	еще не	9	3
114	что и	4	3
115	не будет	5	3
116	то или	2	3
117	зависит от	4	2
118	в частности	3	2
119	всех его	2	2
120	человека в	2	2
121	не всегда	4	2
122	вопрос о	3	2
123	в том	12	2
124	и конечно	2	2
125	но это	4	2
126	больше и	3	2
127	случай когда	2	2
128	и сам	2	2
129	эти три	3	2
130	в него	3	2
131	на эти	2	2
132	но мы	2	2
133	в этих	2	2
134	целый ряд	2	2
135	случаях когда	3	2
136	не было	3	2
137	все эти	8	2
138	только одна	3	2
139	и больше	2	2
140	его не	2	2
141	и те	2	2
142	в которых	2	2
143	в своих	3	2
144	что иное	2	2
145	что эти	2	2
146	мы имеем	14	2
147	не будут	2	2
148	однако в	2	2
149	с этим	2	2
150	себе в	4	2
151	к этому	3	2
152	с собой	2	2
153	что он	9	2
154	на первый	3	2
155	самое время	2	2
156	представляет собой	2	2
157	но не	2	2
158	связано с	4	2
159	тех случаях	3	2
160	не есть	2	2
161	в своей	3	2
162	сих пор	4	2
163	связь с	11	2
164	как в	6	2
165	здесь не	2	2
166	все больше	2	2
167	должны были	2	2
168	мы найдем	2	2
169	из которых	3	2
170	и он	4	2
171	с ним	8	2
172	у них	4	2
173	или в	3	2
174	тем что	5	2
175	в приведенных	5	2
176	которые в	2	2
