N	3gram	Voloshinov_1	KulturaY
1	в том что	3	15
2	для того чтобы	3	15
3	с точки зрения	20	9
4	по отношению к	2	8
5	в самом деле	9	7
6	с другой стороны	5	6
7	в этом отношении	3	5
8	во всяком случае	2	5
9	до сих пор	8	4
10	тем не менее	2	4
11	можно было бы	2	3
12	в свою очередь	2	3
13	в связи с	7	3
14	не может быть	13	3
15	в этом смысле	2	3
16	и того же	5	2
17	то же время	3	2
18	одного и того	5	2
19	отсюда следует что	2	2
20	сводится к тому	2	2
21	в то же	3	2
22	социального общения и	3	2
23	но все же	3	2
24	в этом случае	3	2
