N	2gram	Trubetskoy_1	Komedia
1	и в	23	26
2	и не	8	14
3	к тому	8	12
4	так и	10	12
5	в том	30	11
6	тому же	6	11
7	может быть	16	11
8	но и	9	10
9	в этом	12	10
10	что в	8	9
11	столь же	5	9
12	том что	19	9
13	если бы	8	9
14	вместе с	6	9
15	ясно что	8	8
16	было бы	3	8
17	и на	6	7
18	из них	5	7
19	не только	7	7
20	что и	7	7
21	в своем	10	6
22	то что	18	6
23	еще не	5	6
24	в нем	3	6
25	того чтобы	8	6
26	потому что	9	6
27	в то	6	6
28	о том	7	6
29	таким образом	31	6
30	с тем	2	5
31	независимо от	2	5
32	в которой	5	5
33	к этому	5	5
34	что он	7	5
35	а затем	2	5
36	в истории	3	5
37	с этим	11	5
38	для того	8	5
39	так что	5	5
40	и с	5	5
41	не менее	7	4
42	в частности	2	4
43	у него	5	4
44	в этих	3	4
45	тому что	2	4
46	в них	2	4
47	что у	2	4
48	и от	5	4
49	прежде всего	3	4
50	из этих	8	4
51	как мы	2	4
52	как и	9	4
53	в целом	5	4
54	как будто	5	4
55	хотя и	4	4
56	в его	5	4
57	все же	13	4
58	в самом	8	4
59	и для	6	4
60	в в	4	4
61	что для	4	4
62	точки зрения	13	4
63	в начале	2	4
64	только в	6	4
65	что это	5	4
66	так как	7	4
67	его в	5	4
68	между тем	12	4
69	так или	5	3
70	до тех	2	3
71	представить себе	2	3
72	с этой	3	3
73	вопрос о	3	3
74	то время	2	3
75	в тех	3	3
76	но если	2	3
77	мы знаем	10	3
78	жизни и	2	3
79	что его	4	3
80	отношению к	9	3
81	но все	5	3
82	связи с	4	3
83	со временем	2	3
84	но не	2	3
85	того же	9	3
86	во всех	10	3
87	же время	2	3
88	для нас	3	3
89	и сам	2	3
90	никто не	2	3
91	из которых	4	3
92	в ней	3	3
93	в котором	2	3
94	и особенно	2	3
95	многие из	5	3
96	тех пор	2	3
97	и их	5	3
98	в их	4	3
99	все это	11	3
100	по отношению	9	3
101	в связи	3	3
102	то же	4	3
103	не было	2	3
104	в самой	2	3
105	к нему	2	3
106	друг друга	2	3
107	а в	3	3
108	или иначе	5	3
109	не может	17	3
110	что касается	6	3
111	в этой	6	3
112	тех же	2	3
113	но в	4	3
114	и поэтому	2	3
115	мы можем	6	3
116	что их	3	2
117	ни было	2	2
118	отнюдь не	2	2
119	в нашем	3	2
120	то ни	3	2
121	с другой	6	2
122	это не	3	2
123	признать что	3	2
124	в конце	4	2
125	представление о	3	2
126	вовсе не	2	2
127	и к	5	2
128	в пользу	5	2
129	не в	8	2
130	до сих	8	2
131	в силу	7	2
132	одна из	2	2
133	тот же	3	2
134	чем в	3	2
135	на этом	2	2
136	бы то	2	2
137	по своему	5	2
138	как известно	3	2
139	что по	3	2
140	одной стороны	2	2
141	и если	6	2
142	как не	2	2
143	одним из	4	2
144	от того	3	2
145	он не	3	2
146	друг с	9	2
147	как бы	10	2
148	не вполне	3	2
149	всяком случае	2	2
150	даже в	3	2
151	хотя бы	4	2
152	в на	2	2
153	и это	3	2
154	в мире	6	2
155	отношение к	4	2
156	сих пор	8	2
157	всех остальных	2	2
158	целый ряд	4	2
159	с одной	3	2
160	в течение	4	2
161	и что	8	2
162	не более	2	2
163	и у	4	2
164	отличие от	3	2
165	в глазах	2	2
166	с ними	2	2
167	меньше чем	2	2
168	во всяком	2	2
169	одно из	3	2
170	и ее	2	2
171	говорить о	2	2
172	с другом	9	2
173	в один	2	2
174	и все	7	2
175	из этого	6	2
176	с которыми	2	2
177	бы в	3	2
178	в виду	2	2
179	же не	3	2
