N	2gram	Losev_Prob_3	Problemy
1	и не	35	31
2	и в	44	29
3	в его	9	24
4	может быть	28	24
5	а не	18	22
6	в этом	17	22
7	как бы	9	19
8	в нем	9	19
9	точки зрения	5	19
10	для него	3	18
11	не только	14	15
12	то что	23	15
13	но и	10	14
14	и его	5	14
15	то же	13	14
16	уже не	7	13
17	с точки	2	13
18	как и	10	12
19	не может	7	12
20	таким образом	9	12
21	в самом	3	10
22	в то	9	10
23	только в	19	10
24	это не	9	9
25	все же	6	9
26	но не	3	9
27	все эти	7	9
28	если бы	3	9
29	в своем	5	8
30	по себе	25	8
31	что он	9	8
32	что в	8	8
33	в своей	5	8
34	потому что	25	8
35	в том	21	8
36	прежде всего	3	7
37	вовсе не	37	7
38	а как	2	7
39	том что	12	7
40	не в	13	7
41	она не	3	7
42	за пределы	5	7
43	зрения на	2	7
44	так и	10	7
45	и как	3	7
46	а в	5	7
47	с другими	3	7
48	в себе	8	7
49	но в	12	7
50	все это	5	6
51	в конце	5	6
52	в целом	6	6
53	как в	5	6
54	как раз	8	6
55	в самой	2	6
56	самом деле	3	6
57	так же	5	6
58	могут быть	2	6
59	его в	3	6
60	и потому	7	6
61	так как	9	6
62	перед нами	8	5
63	именно в	2	5
64	было бы	8	5
65	но все	3	5
66	еще не	5	5
67	это и	7	5
68	и о	5	5
69	он не	8	5
70	на самом	7	5
71	конце концов	3	5
72	с их	2	5
73	во всяком	9	5
74	он и	2	5
75	и это	9	5
76	с ним	7	5
77	ничего не	3	5
78	или как	3	5
79	поэтому и	2	4
80	в результате	2	4
81	были бы	2	4
82	раз и	4	4
83	что и	9	4
84	его как	3	4
85	но это	8	4
86	и с	9	4
87	и следовательно	2	4
88	не значит	3	4
89	он есть	2	4
90	в процессе	2	4
91	от того	2	4
92	и т	13	4
93	и для	2	4
94	не было	5	4
95	тем что	4	4
96	но эта	3	4
97	как мы	8	4
98	героя в	2	4
99	в основе	2	4
100	в этой	3	4
101	что же	8	4
102	уже в	3	3
103	он сам	4	3
104	для его	3	3
105	никогда не	6	3
106	сами по	6	3
107	с другой	7	3
108	есть то	3	3
109	ни в	8	3
110	по существу	2	3
111	кроме того	3	3
112	но именно	2	3
113	всяком случае	6	3
114	типа и	2	3
115	только то	2	3
116	и до	2	3
117	в их	2	3
118	другой стороны	5	3
119	тому что	4	3
120	как на	2	3
121	на котором	2	3
122	и у	2	3
123	друг друга	2	3
124	отличается от	4	3
125	и здесь	5	3
126	сказать что	16	3
127	но с	2	3
128	он в	2	3
129	само по	3	3
130	но как	4	3
131	как будто	3	3
132	мы должны	7	3
133	если же	3	3
134	в художественном	3	3
135	бы в	2	3
136	отношения к	3	3
137	произведения в	2	2
138	всех этих	2	2
139	связи с	8	2
140	однако в	2	2
141	только он	2	2
142	в настоящем	3	2
143	то ни	6	2
144	хотя бы	3	2
145	с этой	3	2
146	и во	2	2
147	и от	9	2
148	своих героев	2	2
149	именно потому	3	2
150	с которой	2	2
151	и нет	2	2
152	в условиях	3	2
153	и ее	3	2
154	и к	6	2
155	не есть	35	2
156	и могут	2	2
157	жизни и	6	2
158	же в	3	2
159	художественный образ	9	2
160	образ а	2	2
161	так что	12	2
162	слова а	2	2
163	является не	2	2
164	бы то	4	2
165	при этом	4	2
166	есть и	2	2
167	и сам	5	2
168	со своим	2	2
169	на себе	3	2
170	жизни а	3	2
171	имеет значение	6	2
172	никак не	9	2
173	до сих	2	2
174	в котором	2	2
175	нисколько не	2	2
176	сих пор	2	2
177	данном случае	7	2
178	мы уже	4	2
179	ни было	3	2
180	во всей	3	2
181	в отношении	2	2
182	и вполне	5	2
183	то и	5	2
184	в контексте	2	2
185	и даже	14	2
186	нами в	2	2
187	дело здесь	4	2
188	что оно	2	2
189	в той	3	2
190	и что	7	2
191	произведения и	2	2
192	из которых	2	2
193	у тургенева	2	2
194	на этот	4	2
195	для самого	2	2
196	или даже	5	2
197	можно было	4	2
198	в данном	9	2
199	этот вопрос	3	2
200	то он	2	2
201	в которых	3	2
202	бы как	2	2
203	в ней	5	2
204	для себя	2	2
205	и есть	5	2
206	могли бы	4	2
207	образ в	2	2
208	всей его	2	2
209	в которой	2	2
210	же не	2	2
211	же и	4	2
212	бы к	3	2
213	с этим	2	2
214	человека но	3	2
215	тоже не	5	2
