N	2gram	Bakhtin_Fr_8	Formalny
1	и в	56	24
2	в его	18	23
3	прежде всего	6	22
4	и не	9	20
5	так и	13	18
6	не может	2	16
7	точки зрения	6	16
8	в этом	14	15
9	в нем	8	14
10	может быть	3	14
11	с точки	2	13
12	таким образом	17	13
13	в своем	3	11
14	как и	5	11
15	в своей	2	11
16	в их	3	11
17	вовсе не	6	10
18	и ее	4	10
19	в настоящее	3	10
20	и их	8	10
21	то же	11	10
22	в ней	4	10
23	а не	2	10
24	и его	12	10
25	настоящее время	3	10
26	и потому	4	9
27	в процессе	5	9
28	все это	8	9
29	в то	12	9
30	в ее	6	8
31	же время	10	8
32	то что	3	8
33	и на	7	8
34	не в	3	8
35	и с	8	8
36	до конца	11	7
37	не только	8	7
38	с ее	5	7
39	но и	9	7
40	на самом	2	7
41	и все	6	6
42	и здесь	3	6
43	было бы	2	6
44	в том	13	6
45	в этой	6	6
46	более или	2	6
47	самом деле	2	6
48	до сих	8	6
49	в пределах	5	6
50	еще не	10	6
51	как бы	11	6
52	сих пор	8	6
53	или менее	2	6
54	а в	2	6
55	все эти	15	6
56	форм и	4	6
57	в литературе	3	5
58	при этом	4	5
59	только на	2	5
60	со всею	3	5
61	и др	8	5
62	во всех	8	5
63	в самом	9	5
64	и до	10	5
65	как мы	7	5
66	с другой	2	5
67	но в	6	5
68	с его	5	4
69	главным образом	3	4
70	в частности	7	4
71	никогда не	5	4
72	не как	2	4
73	и к	4	4
74	в мире	2	4
75	одной стороны	2	4
76	если бы	2	4
77	конечно не	4	4
78	так же	2	4
79	в связи	3	4
80	что в	5	4
81	с одной	4	4
82	в которой	4	4
83	с этой	2	4
84	отчасти и	2	4
85	но не	5	3
86	в отношении	5	3
87	вещей и	11	3
88	всех этих	3	3
89	связи с	6	3
90	в них	11	3
91	то ни	2	3
92	бы то	2	3
93	что он	2	3
94	с помощью	3	3
95	его как	2	3
96	для него	2	3
97	и как	2	3
98	но это	2	3
99	в большинстве	7	3
100	так например	2	3
101	действительности и	2	3
102	он не	5	3
103	один из	5	3
104	все же	2	3
105	когда он	2	3
106	время в	3	3
107	значение и	2	3
108	в систему	3	3
109	в особенности	4	3
110	не было	5	3
111	и других	4	3
112	культуры и	2	3
113	мы не	2	3
114	и наконец	3	3
115	и даже	8	3
116	между ними	2	3
117	его в	2	3
118	целый ряд	2	3
119	наконец в	4	3
120	от всех	2	3
121	более того	3	3
122	нашей работы	2	3
123	в основе	4	3
124	они не	5	3
125	в себе	4	3
126	как к	2	3
127	так сказать	5	3
128	бы в	3	3
129	в области	5	3
130	и глубже	2	2
131	и более	4	2
132	с тем	2	2
133	в нашем	2	2
134	отражение в	2	2
135	это не	2	2
136	в одном	2	2
137	эпохи и	6	2
138	с начала	3	2
139	вопрос об	2	2
140	в году	3	2
141	здесь в	3	2
142	ни было	2	2
143	ни в	2	2
144	уже не	3	2
145	мы видели	5	2
146	одна из	4	2
147	только в	9	2
148	в действительности	2	2
149	одной из	3	2
150	нем и	2	2
151	фактов и	2	2
152	на языке	2	2
153	как раз	2	2
154	только не	2	2
155	за пределы	4	2
156	точка зрения	2	2
157	настоящего времени	3	2
158	что и	3	2
159	начала и	4	2
160	вместе с	2	2
161	во всей	2	2
162	не на	3	2
163	этом процессе	2	2
164	ни одного	2	2
165	и те	2	2
166	в результате	5	2
167	между тем	3	2
168	и самый	3	2
169	чтобы стать	2	2
170	в своих	4	2
171	до настоящего	3	2
172	на его	6	2
173	к которому	3	2
174	они были	4	2
175	во всем	4	2
176	большинстве случаев	6	2
177	с ним	2	2
178	в эту	2	2
