N	2gram	Bakhtin_Fr_7	Dialekti
1	не есть	2	54
2	и не	7	27
3	а не	2	26
4	точки зрения	5	25
5	и в	41	24
6	не только	5	23
7	не может	3	19
8	не просто	2	18
9	ничего не	4	17
10	и есть	3	16
11	что все	2	14
12	то что	8	14
13	с точки	3	14
14	может быть	4	13
15	таким образом	19	13
16	что он	3	13
17	вовсе не	7	13
18	что это	4	12
19	того что	2	12
20	есть и	3	12
21	не имеет	3	11
22	в сущности	4	10
23	ни в	6	9
24	но и	9	9
25	есть не	2	9
26	учение о	2	8
27	прежде всего	11	8
28	и как	2	8
29	том что	4	8
30	в этом	15	8
31	что в	9	7
32	никогда не	2	7
33	другими словами	2	7
34	в особенности	2	7
35	потому что	5	7
36	в виду	4	7
37	как и	14	7
38	только на	2	7
39	ничем не	3	7
40	я не	3	6
41	есть то	2	6
42	кроме того	3	6
43	все это	10	6
44	и с	4	6
45	о том	6	6
46	так как	3	6
47	и все	14	6
48	оно не	2	6
49	что и	5	6
50	не на	3	6
51	то же	13	6
52	в том	11	5
53	но это	3	5
54	хотя и	4	5
55	точка зрения	2	5
56	жизни и	3	5
57	и его	9	5
58	в то	10	5
59	в них	7	5
60	и к	5	5
61	одно и	2	5
62	было бы	4	5
63	он не	4	5
64	так и	10	5
65	и сама	2	5
66	уже не	2	5
67	мы не	2	5
68	только в	6	5
69	это не	6	4
70	к тому	2	4
71	явления и	2	4
72	как о	3	4
73	что есть	2	4
74	так же	5	4
75	все вещи	2	4
76	о нем	3	4
77	и мира	2	4
78	в чем	2	4
79	жизнь и	2	4
80	и то	2	4
81	и это	5	4
82	для него	6	4
83	из самых	3	3
84	перед нами	2	3
85	не было	3	3
86	все время	2	3
87	в своем	9	3
88	в одной	2	3
89	и от	8	3
90	его как	2	3
91	не в	9	3
92	есть в	6	3
93	же время	9	3
94	в нем	7	3
95	это было	2	3
96	из них	3	3
97	все эти	13	3
98	должно быть	4	3
99	и на	4	3
100	с этим	2	3
101	мы уже	12	3
102	тем что	3	3
103	мира и	4	3
104	одна из	4	3
105	все что	4	3
106	как бы	7	3
107	тем самым	3	3
108	из которых	2	3
109	к нему	5	3
110	той же	3	3
111	и ее	2	3
112	не знает	3	3
113	что у	3	2
114	вещи в	2	2
115	на этом	5	2
116	еще не	2	2
117	при этом	3	2
118	вероучения и	2	2
119	несмотря на	3	2
120	например в	3	2
121	целый ряд	4	2
122	именно в	2	2
123	и вот	2	2
124	и по	3	2
125	а в	5	2
126	также и	2	2
127	их в	2	2
128	в ней	5	2
129	он дает	4	2
130	и здесь	4	2
131	и потому	3	2
132	бы в	2	2
133	нет ни	2	2
134	но в	8	2
135	с его	2	2
136	у него	6	2
137	содержится в	2	2
138	нового времени	3	2
139	и во	2	2
140	в их	3	2
141	же в	2	2
142	по существу	8	2
143	со всеми	2	2
144	никто не	10	2
145	в единой	2	2
146	на них	3	2
147	первых двух	2	2
148	всего этого	2	2
149	следовательно и	2	2
150	как я	4	2
151	как мы	11	2
152	и у	5	2
153	пространства и	2	2
154	и для	5	2
155	или в	2	2
156	нас в	3	2
157	в данном	2	2
158	во всяком	2	2
159	в себе	11	2
160	в его	12	2
