N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	41
2	то есть	20	24
3	и т.п	12	19
4	во всех	5	17
5	таким образом	3	17
6	в нем	9	16
7	и его	2	13
8	но и	14	13
9	как мы	2	12
10	в этом	15	12
11	прежде всего	11	10
12	в самом	3	10
13	не только	28	10
14	и др	2	10
15	то что	5	10
16	здесь в	2	9
17	и на	5	9
18	и все	2	9
19	о том	8	9
20	никогда не	2	8
21	в сущности	2	8
22	в этой	2	8
23	но в	8	8
24	в них	4	7
25	том что	19	7
26	как бы	5	7
27	в особенности	4	7
28	как и	16	7
29	что в	4	7
30	в его	7	7
31	что он	4	6
32	в году	2	6
33	например в	2	6
34	один из	3	6
35	в эпоху	5	6
36	или в	2	6
37	также и	3	6
38	сказать что	3	6
39	в то	3	6
40	то же	7	5
41	с его	4	5
42	в одном	2	5
43	в литературе	2	5
44	в ее	3	5
45	же время	4	5
46	и он	2	5
47	а также	8	5
48	из них	3	5
49	так и	8	5
50	в своем	6	5
51	и что	2	5
52	еще в	3	5
53	тем что	3	5
54	в себе	7	5
55	уже в	2	4
56	с другой	10	4
57	но они	2	4
58	роль в	7	4
59	именно в	3	4
60	и как	6	4
61	не в	7	4
62	и вообще	2	4
63	большей или	2	4
64	одной стороны	9	4
65	в котором	5	4
66	все же	3	4
67	не может	9	4
68	с одной	9	4
69	как в	10	4
70	и даже	3	4
71	одним из	2	4
72	а в	5	4
73	более того	2	4
74	в основе	7	4
75	в другом	2	4
76	о котором	2	4
77	того же	3	4
78	перед нами	3	3
79	во втором	4	3
80	в одной	3	3
81	с этим	3	3
82	или меньшей	2	3
83	одной из	4	3
84	есть в	2	3
85	они и	3	3
86	в начале	2	3
87	говорили о	2	3
88	при этом	13	3
89	и не	11	3
90	они не	2	3
91	того что	3	3
92	что не	4	3
93	в данном	5	3
94	только в	7	3
95	существенную роль	3	3
96	т.п но	3	3
97	в первом	3	3
98	потому что	4	3
99	времени и	3	2
100	в частности	9	2
101	и во	2	2
102	одного и	2	2
103	стороны и	2	2
104	в том	23	2
105	как его	2	2
106	связи с	4	2
107	в античной	2	2
108	на этом	2	2
109	но не	11	2
110	в значительной	2	2
111	своего времени	2	2
112	может быть	17	2
113	за пределы	2	2
114	в своей	5	2
115	хотя и	2	2
116	и потому	3	2
117	себя в	2	2
118	данном случае	2	2
119	в форме	2	2
120	другой стороны	3	2
121	что даже	2	2
122	в истории	4	2
123	лишь в	4	2
124	заключается в	3	2
125	а не	22	2
126	внимание на	4	2
127	к себе	2	2
128	характер и	2	2
129	между тем	4	2
130	одну из	2	2
131	точки зрения	3	2
132	на его	4	2
133	в организации	2	2
134	так сказать	2	2
135	это прежде	3	2
136	влияния на	2	2
137	это было	2	2
138	мира в	3	2
139	в новом	2	2
