N	2gram	Losev_Vlad_1	Literetu
1	и не	17	22
2	и в	31	16
3	при этом	2	15
4	не только	24	14
5	но и	19	14
6	в этом	14	14
7	то что	18	12
8	может быть	6	12
9	в том	11	12
10	в частности	2	11
11	не в	5	10
12	такого рода	4	10
13	то же	6	9
14	так и	6	9
15	того что	2	9
16	в то	8	9
17	в жизни	3	8
18	том что	14	8
19	не может	6	8
20	к себе	2	8
21	в этой	4	8
22	в своей	4	7
23	же время	4	7
24	себя в	4	7
25	со стороны	2	7
26	тем самым	2	7
27	точки зрения	2	7
28	только в	9	7
29	с его	11	6
30	с другой	3	6
31	к тому	3	6
32	еще не	2	6
33	в его	12	6
34	и его	7	6
35	в себе	4	6
36	о том	11	6
37	в качестве	6	5
38	в году	30	5
39	что он	12	5
40	тому же	2	5
41	как и	4	5
42	лишь в	2	5
43	особого рода	2	5
44	в целом	3	5
45	вместе с	3	5
46	как в	3	5
47	а именно	2	5
48	а в	9	5
49	что я	2	5
50	то есть	3	5
51	место в	2	4
52	но не	3	4
53	никогда не	9	4
54	даже в	2	4
55	по существу	2	4
56	и если	5	4
57	в начале	3	4
58	и для	2	4
59	одним из	2	4
60	хотя и	4	4
61	из них	2	4
62	а также	5	4
63	на свою	3	3
64	для его	2	3
65	отнюдь не	3	3
66	взгляд на	3	3
67	личности с	2	3
68	и как	4	3
69	совершенно не	2	3
70	и к	6	3
71	на его	3	3
72	в самом	2	3
73	и а	2	3
74	еще в	4	3
75	жизни и	5	3
76	уже не	3	3
77	как на	2	3
78	той же	2	3
79	потому что	11	3
80	по своей	4	3
81	едва ли	3	3
82	как это	7	3
83	но в	12	3
84	что в	14	2
85	не менее	2	2
86	что у	4	2
87	для своего	2	2
88	в конце	9	2
89	я не	4	2
90	к этому	6	2
91	со своими	3	2
92	ни с	4	2
93	на то	5	2
94	в нем	4	2
95	а по	2	2
96	у нас	6	2
97	все мое	2	2
98	того же	6	2
99	него не	3	2
100	для него	7	2
101	можно сказать	6	2
102	было бы	2	2
103	и сам	6	2
104	несмотря на	4	2
105	том чтобы	2	2
106	о нем	7	2
107	к жизни	2	2
108	для себя	2	2
109	отношением к	2	2
110	один из	4	2
111	что и	5	2
112	все же	3	2
113	отношение к	3	2
114	когда он	5	2
115	как мы	9	2
116	как раз	7	2
117	в нас	4	2
118	если не	3	2
119	еще и	7	2
120	и вот	3	2
121	того чтобы	2	2
122	для того	2	2
123	о которой	3	2
124	другой стороны	3	2
125	и даже	15	2
126	своей жизни	2	2
127	с ними	2	2
128	в своих	5	2
129	и на	3	2
130	мы и	4	2
131	и с	14	2
132	еще на	2	2
133	тем что	2	2
134	он в	3	2
135	на себя	3	2
136	он и	6	2
137	чтобы он	2	2
138	и потому	6	2
139	здесь не	3	2
140	для меня	4	2
