N	2gram	Voloshinov_1	Istorich
1	и в	12	25
2	вместе с	2	22
3	может быть	14	17
4	мы имеем	2	14
5	не только	4	13
6	но и	3	13
7	в его	2	12
8	и не	10	11
9	уже не	4	11
10	так как	9	11
11	все же	4	10
12	в этом	4	10
13	с другой	4	9
14	его в	4	9
15	и его	13	9
16	таким образом	12	9
17	что в	2	8
18	том что	5	8
19	еще не	3	8
20	на него	2	8
21	связь с	2	8
22	другой стороны	2	8
23	все эти	3	8
24	и что	2	8
25	и на	4	8
26	как и	5	7
27	но это	2	7
28	то что	5	7
29	одной стороны	2	7
30	в нем	6	7
31	с одной	2	7
32	и здесь	2	7
33	только в	6	7
34	о том	3	7
35	в этих	2	6
36	это не	2	6
37	прежде всего	8	6
38	что и	2	6
39	как в	5	6
40	не может	16	6
41	не в	4	6
42	могут быть	2	6
43	в том	6	6
44	там где	2	6
45	ясно что	3	5
46	для нас	7	5
47	но все	2	5
48	но не	2	5
49	в ней	6	5
50	так же	3	5
51	мы не	3	5
52	не менее	3	4
53	с другими	2	4
54	тем не	3	4
55	в пределах	3	4
56	в основном	2	4
57	в некоторых	3	4
58	все это	3	4
59	то же	5	4
60	он не	2	4
61	с ним	3	4
62	никогда не	5	3
63	и все	2	3
64	ее и	3	3
65	в то	2	3
66	в себя	2	3
67	и пр	3	3
68	и др	5	3
69	но мы	2	3
70	в форме	2	3
71	в особенности	2	3
72	к нему	4	3
73	его к	2	3
74	в данном	2	3
75	и с	3	3
76	и вообще	3	3
77	героя и	5	3
78	уже в	2	2
79	бы мы	3	2
80	формы и	3	2
81	тогда когда	2	2
82	к этому	2	2
83	по себе	3	2
84	можно сказать	5	2
85	с этой	2	2
86	такой же	2	2
87	находит в	2	2
88	в формах	2	2
89	социальной жизни	2	2
90	до сих	3	2
91	она не	2	2
92	жизни и	4	2
93	если бы	9	2
94	но для	3	2
95	как бы	13	2
96	и потому	2	2
97	сих пор	3	2
98	в своей	3	2
99	отношению к	11	2
100	когда он	3	2
101	данном случае	2	2
102	по отношению	11	2
103	и для	3	2
104	самом деле	3	2
105	а не	5	2
106	того что	3	2
107	и герой	3	2
108	и по	3	2
109	можно найти	2	2
110	сказать что	7	2
111	точки зрения	14	2
112	к его	2	2
113	что мы	5	2
114	ничего не	2	2
115	из него	2	2
116	мы можем	2	2
