N	2gram	Losev_Prob_4	Problemy
1	и в	20	43
2	и не	28	29
3	может быть	9	23
4	как бы	4	22
5	не может	5	18
6	в пределах	2	16
7	у достоевского	4	14
8	но и	14	14
9	как и	6	14
10	и т	4	13
11	точки зрения	14	13
12	в этом	9	13
13	что он	8	13
14	в нем	5	12
15	в одном	4	12
16	не в	13	11
17	по себе	11	11
18	не только	24	11
19	прежде всего	11	10
20	и на	3	10
21	но в	8	10
22	в его	3	10
23	как мы	3	10
24	еще не	7	9
25	он не	2	9
26	для него	3	8
27	то же	7	8
28	с точки	11	8
29	и его	10	8
30	или в	5	8
31	перед нами	13	7
32	о себе	3	7
33	в самом	2	7
34	в то	4	7
35	то что	15	7
36	а не	7	7
37	в другом	3	7
38	в этих	5	6
39	в том	20	6
40	при этом	6	6
41	в котором	2	6
42	и наконец	4	6
43	и все	8	6
44	то перед	2	6
45	здесь не	7	6
46	да и	5	5
47	так что	6	5
48	хотя и	5	5
49	у меня	2	5
50	к нему	3	5
51	нам кажется	2	5
52	все это	9	5
53	таким образом	8	5
54	все эти	16	5
55	а в	4	5
56	и с	7	5
57	вовсе не	21	5
58	о том	5	5
59	но не	5	5
60	было бы	14	5
61	никак не	4	5
62	и что	2	5
63	в той	8	5
64	самом деле	3	5
65	и он	2	5
66	сам по	6	5
67	в себе	12	5
68	сама по	2	4
69	что в	3	4
70	в своем	3	4
71	с другой	7	4
72	к тому	3	4
73	в самой	4	4
74	но это	6	4
75	между собою	2	4
76	себе и	3	4
77	т д	3	4
78	в результате	8	4
79	же и	3	4
80	человека в	3	4
81	так как	5	4
82	так чтобы	2	4
83	то есть	27	4
84	с его	2	4
85	с собой	3	4
86	в них	5	4
87	совершенно не	3	4
88	в своей	4	4
89	во всех	4	4
90	мы не	7	4
91	как раз	4	4
92	только в	23	4
93	далеко не	2	4
94	и это	2	4
95	не менее	10	3
96	в отношении	4	3
97	это не	7	3
98	или иной	13	3
99	он был	3	3
100	тому же	2	3
101	есть в	7	3
102	том или	3	3
103	более или	2	3
104	кроме того	4	3
105	той или	14	3
106	в виду	6	3
107	здесь нет	3	3
108	он тоже	2	3
109	и только	4	3
110	в одно	6	3
111	и даже	9	3
112	во всем	2	3
113	ни на	3	3
114	его в	2	3
115	в художественном	4	3
116	он с	2	3
117	с ним	4	3
118	в жизни	3	3
119	обойтись без	2	3
120	в романах	2	3
121	сознания и	3	3
122	если бы	8	3
123	стороны и	2	3
124	и к	3	3
125	того же	2	3
126	здесь в	5	3
127	тот же	2	3
128	со всеми	2	3
129	кажется что	2	3
130	за пределы	2	3
131	что и	3	3
132	все же	2	3
133	себя в	2	3
134	так и	10	3
135	или менее	2	3
136	только на	2	3
137	уже не	5	3
138	другой стороны	6	3
139	также и	13	3
140	и для	4	3
141	можно было	4	3
142	тем что	3	3
143	в виде	22	3
144	и ее	4	3
145	это все	2	3
146	уже в	4	2
147	но так	2	2
148	в конце	2	2
149	была бы	2	2
150	слова но	3	2
151	тем не	10	2
152	как же	2	2
153	для нас	6	2
154	ни в	17	2
155	без всякого	4	2
156	и как	3	2
157	но все	3	2
158	времени и	4	2
159	мы здесь	2	2
160	что это	2	2
161	они могут	2	2
162	и очень	5	2
163	и является	3	2
164	на себе	3	2
165	время как	2	2
166	то это	3	2
167	сказать о	3	2
168	и без	6	2
169	отличается от	4	2
170	то и	5	2
171	для этого	2	2
172	но эта	2	2
173	здесь мы	3	2
174	так же	5	2
175	чтобы не	2	2
176	только так	2	2
177	с ними	2	2
178	а то	2	2
179	сказать что	7	2
180	из них	3	2
181	но этот	2	2
182	во всяком	8	2
183	ни было	2	2
184	уже и	3	2
185	между собой	2	2
186	с этим	4	2
187	этом смысле	3	2
188	об этом	6	2
189	у нас	14	2
190	по своему	6	2
191	то время	2	2
192	указывает на	4	2
193	конечно не	3	2
194	и о	5	2
195	для себя	2	2
196	не есть	12	2
197	дело в	2	2
198	если оно	2	2
199	бы и	3	2
200	как в	5	2
201	еще более	2	2
202	если мы	5	2
203	том что	12	2
204	что не	4	2
205	хотя бы	7	2
206	почти всегда	2	2
207	в таком	6	2
208	и то	2	2
209	мы можем	3	2
210	в каждой	3	2
