N	2gram	Voloshinov_1	Myslijsy
1	и в	13	39
2	в языке	2	33
3	может быть	8	27
4	в том	2	26
5	только в	6	25
6	что в	3	22
7	не может	8	22
8	а не	2	21
9	так как	3	21
10	не только	6	21
11	в нем	2	20
12	но и	3	20
13	и не	8	18
14	языка и	5	17
15	том что	2	16
16	не в	3	15
17	в этом	2	15
18	если бы	2	14
19	отношению к	3	13
20	так и	3	13
21	по отношению	3	13
22	в себе	3	13
23	таким образом	6	13
24	было бы	4	12
25	мы не	4	10
26	то что	6	10
27	как в	2	10
28	могут быть	2	9
29	как и	3	9
30	тем что	2	9
31	но в	4	9
32	в одном	3	8
33	точки зрения	7	8
34	с другой	2	7
35	на язык	2	7
36	в ней	2	7
37	с этим	3	7
38	не менее	2	6
39	как бы	6	6
40	все же	5	6
41	то же	4	6
42	при этом	2	6
43	между собою	2	6
44	вовсе не	2	5
45	языка как	3	5
46	несмотря на	2	5
47	в его	7	5
48	другой стороны	2	5
49	так же	2	5
50	а в	2	5
51	и для	3	5
52	не имеет	2	5
53	и его	12	5
54	между тем	2	5
55	никогда не	3	4
56	прежде всего	9	4
57	мы видим	2	4
58	для него	2	4
59	слов и	4	4
60	в действительности	2	4
61	к тому	2	4
62	в своих	2	4
63	в каждом	4	4
64	во всем	2	4
65	слова и	2	4
66	там где	2	4
67	бы в	2	4
68	в них	2	3
69	думать что	2	3
70	самого начала	2	3
71	с самого	2	3
72	одной стороны	2	3
73	в своей	4	3
74	и их	7	3
75	явлений и	2	3
76	для себя	2	3
77	и тем	2	3
78	в самом	2	3
79	с одной	2	3
80	не мог	2	3
81	о языке	2	3
82	языка но	2	3
83	и то	3	3
84	отношений между	2	3
85	и при	2	3
86	в сознании	4	3
87	с точки	5	3
88	мы должны	6	3
89	и все	3	3
90	в полном	2	2
91	нуждается в	2	2
92	с этой	2	2
93	а как	2	2
94	к одному	3	2
95	не что	2	2
96	в г	2	2
97	есть не	2	2
98	истории языка	2	2
99	и может	2	2
100	мог бы	2	2
101	за пределы	3	2
102	вопроса о	4	2
103	имеет место	2	2
104	и следовательно	2	2
105	в целом	2	2
106	что же	3	2
107	в их	3	2
108	ничего общего	3	2
109	в течение	2	2
110	хотя бы	5	2
111	и должно	2	2
112	иное как	2	2
113	что иное	2	2
114	его на	2	2
115	нет ничего	2	2
116	которое мы	2	2
117	в которой	3	2
118	мы можем	4	2
