N	2gram	Tiupa_Lite_2	Marksizm
1	точки зрения	4	34
2	может быть	17	26
3	и не	11	26
4	не может	9	24
5	с точки	3	20
6	и в	19	19
7	и его	3	19
8	в этом	9	16
9	как бы	2	15
10	прежде всего	4	13
11	как и	10	12
12	так и	7	11
13	и для	3	11
14	в нем	3	10
15	ни было	2	10
16	и т.п	10	10
17	для него	4	9
18	в результате	2	9
19	при этом	6	8
20	но и	10	8
21	друг друга	2	8
22	не только	8	8
23	все же	2	8
24	то что	7	8
25	в каждом	2	7
26	но в	2	7
27	в ее	2	7
28	во всех	3	7
29	то же	12	7
30	а не	20	7
31	в том	10	6
32	другой стороны	4	6
33	отнюдь не	4	6
34	того же	4	6
35	в его	4	6
36	мы не	4	6
37	ничего не	3	6
38	с другой	8	5
39	в конце	2	5
40	не в	4	5
41	до конца	2	5
42	в начале	3	5
43	вовсе не	2	5
44	по преимуществу	2	5
45	хотя бы	2	5
46	что в	4	4
47	не менее	6	4
48	в ней	4	4
49	не является	2	4
50	не столько	3	4
51	а в	3	4
52	и на	6	4
53	тот же	2	4
54	жизни в	4	4
55	еще не	2	4
56	было бы	2	4
57	мысли и	2	4
58	для того	2	4
59	в данном	3	4
60	этом отношении	3	3
61	в какой	2	3
62	и как	3	3
63	же время	9	3
64	из них	2	3
65	по отношению	4	3
66	не было	2	3
67	того что	5	3
68	в то	9	3
69	и к	2	3
70	этом случае	2	3
71	том что	7	3
72	одной из	2	3
73	в сущности	3	3
74	он не	5	3
75	в истории	2	3
76	слова и	7	3
77	в области	4	3
78	том числе	2	2
79	же как	2	2
80	в частности	4	2
81	никогда не	3	2
82	тем не	2	2
83	превращаясь в	2	2
84	одним из	3	2
85	для всех	5	2
86	в виду	2	2
87	себе и	3	2
88	и др	3	2
89	в нашем	2	2
90	с ее	2	2
91	жизни и	4	2
92	как к	3	2
93	и только	2	2
94	и других	4	2
95	и даже	8	2
96	в своих	2	2
97	с этой	2	2
98	о том	2	2
99	как он	2	2
100	так как	3	2
101	к этой	2	2
102	и с	3	2
103	творческий акт	2	2
104	в основе	2	2
105	что он	3	2
106	в себе	6	2
107	у нас	5	2
108	то в	2	2
109	одна из	5	2
110	в качестве	5	2
111	то как	2	2
112	что и	2	2
113	отношению к	3	2
114	как раз	2	2
115	человека в	4	2
116	к своему	2	2
117	что не	2	2
118	из которых	2	2
119	и он	3	2
120	и иных	2	2
121	той же	2	2
122	тем что	4	2
123	могут быть	2	2
124	в другом	3	2
125	ту же	2	2
126	не знает	2	2
127	и т.д	7	2
128	в русской	4	2
