N	2gram	Medvedev_F_1	DiskursI
1	в себе	3	19
2	при этом	5	17
3	и в	24	16
4	может быть	14	16
5	как и	11	16
6	в этом	15	16
7	и не	20	15
8	а не	10	14
9	в частности	4	12
10	в мире	4	11
11	но и	7	11
12	но в	5	11
13	не только	7	10
14	со стороны	5	10
15	так и	18	9
16	не может	16	9
17	в том	6	8
18	как в	8	8
19	не менее	11	7
20	прежде всего	22	7
21	в нем	14	7
22	ни в	2	7
23	но не	3	7
24	с его	4	6
25	отнюдь не	6	6
26	еще не	6	6
27	все же	3	6
28	в своей	11	6
29	то же	10	6
30	тем самым	3	6
31	в своих	2	6
32	что в	4	5
33	в своем	11	5
34	с другой	5	5
35	в противовес	2	5
36	же время	8	5
37	для него	3	5
38	то что	8	5
39	и на	8	5
40	в то	9	5
41	в одном	2	4
42	не сводится	2	4
43	в пределах	6	4
44	художественного целого	2	4
45	одной стороны	4	4
46	как бы	6	4
47	отношению к	4	4
48	по отношению	4	4
49	с одной	4	4
50	в основе	3	4
51	точки зрения	16	4
52	в этой	6	4
53	жизни в	2	3
54	и может	4	3
55	подход к	2	3
56	в них	3	3
57	это не	2	3
58	из виду	2	3
59	и все	6	3
60	становления и	3	3
61	в строгом	2	3
62	уже не	2	3
63	и как	3	3
64	не в	8	3
65	здесь в	2	3
66	он не	3	3
67	в его	23	3
68	еще в	2	3
69	жизни и	7	3
70	и ее	10	3
71	приводит к	2	3
72	не было	3	3
73	все эти	6	3
74	и наконец	3	3
75	как на	4	3
76	и его	10	3
77	но это	3	3
78	только в	2	3
79	жизни но	2	3
80	его в	3	3
81	мира в	2	3
82	место в	7	2
83	же как	2	2
84	жизни не	2	2
85	никогда не	4	2
86	и всякое	3	2
87	в большинстве	3	2
88	в целом	6	2
89	или иного	3	2
90	стороны и	4	2
91	идет о	2	2
92	указать на	2	2
93	что он	3	2
94	должна быть	7	2
95	отношение к	3	2
96	из важнейших	2	2
97	в формах	4	2
98	общения и	2	2
99	в ряду	2	2
100	уже как	2	2
101	в ней	10	2
102	исторической поэтики	3	2
103	на почве	13	2
104	не с	2	2
105	что и	2	2
106	с ее	7	2
107	с точки	13	2
108	время в	3	2
109	вместе с	2	2
110	не на	2	2
111	входит в	6	2
112	может и	2	2
113	именно в	8	2
114	на языке	2	2
115	сводится к	3	2
116	все это	9	2
117	должно быть	11	2
118	а в	6	2
119	в результате	2	2
120	и с	8	2
121	не о	3	2
122	и это	2	2
123	здесь не	3	2
124	в области	3	2
125	между тем	2	2
126	произведения как	2	2
