N	2gram	Voloshinov_1	Myshleni
1	в том	2	33
2	том что	3	27
3	точки зрения	10	26
4	то что	8	20
5	в этом	10	19
6	с точки	5	18
7	того что	4	17
8	и в	38	15
9	не только	27	15
10	речи и	6	15
11	таким образом	7	14
12	человеческой речи	3	12
13	что он	2	12
14	того чтобы	7	12
15	и т.д	21	12
16	в самом	4	11
17	в процессе	6	11
18	в целом	4	10
19	но и	13	10
20	было бы	7	10
21	для того	9	10
22	мы не	9	10
23	мы можем	7	10
24	может быть	13	9
25	не является	5	9
26	не может	12	9
27	что мы	11	9
28	о том	4	9
29	связи с	3	9
30	так и	6	8
31	никогда не	7	8
32	не в	6	8
33	если бы	4	8
34	к тому	4	7
35	и не	14	7
36	потому что	5	7
37	как бы	28	7
38	тот же	2	7
39	он не	2	7
40	и т.п	21	7
41	что это	4	6
42	в частности	3	6
43	в отношении	2	6
44	точку зрения	3	6
45	как мы	9	6
46	в этой	6	6
47	мы уже	10	6
48	в виду	3	6
49	мы видели	5	6
50	в связи	2	6
51	развития в	2	6
52	сказать что	3	6
53	мы должны	10	6
54	как это	5	6
55	но в	5	6
56	в зависимости	5	6
57	вовсе не	2	6
58	и к	4	6
59	как и	10	6
60	зависимости от	5	6
61	по своей	2	6
62	вместе с	5	6
63	если мы	4	6
64	самом деле	4	6
65	это не	3	5
66	уже в	5	5
67	вопрос о	2	5
68	социальной среде	2	5
69	и их	5	5
70	с помощью	6	5
71	и даже	3	5
72	речь и	4	5
73	друг друга	2	5
74	видели что	3	5
75	внутренней речи	18	5
76	то же	14	5
77	можно было	4	5
78	этот вопрос	2	5
79	связь между	2	5
80	независимо от	5	4
81	прежде всего	21	4
82	для нас	3	4
83	несмотря на	2	4
84	с развитием	2	4
85	все это	4	4
86	что оно	3	4
87	так же	4	4
88	а в	5	4
89	их в	3	4
90	и с	5	4
91	в начале	3	4
92	так как	7	4
93	с его	7	4
94	для всех	2	4
95	к этому	2	4
96	все же	7	4
97	мы видим	3	4
98	в качестве	4	4
99	в своей	2	4
100	как в	2	4
101	а с	5	4
102	хотя бы	18	4
103	и его	7	4
104	только в	6	4
105	в которой	7	4
106	все время	5	3
107	мы будем	6	3
108	что у	3	3
109	что именно	3	3
110	об этом	3	3
111	очевидно что	2	3
112	и сам	2	3
113	для него	3	3
114	при этом	9	3
115	смысле этого	2	3
116	из двух	2	3
117	но мы	2	3
118	из них	3	3
119	языка и	4	3
120	этом отношении	2	3
121	все эти	2	3
122	те же	4	3
123	но эта	2	3
124	лишь в	4	3
125	с собой	2	3
126	с другими	2	3
127	в которых	2	3
128	в основе	2	3
129	с ним	2	3
130	мы имеем	2	3
131	и все	4	3
132	не существует	4	3
133	речи но	2	3
134	внутренняя речь	5	3
135	внешней речи	4	3
136	с этим	2	3
137	возникновения и	2	3
138	но не	2	3
139	одной из	2	3
140	бы и	2	3
141	должны были	2	3
142	на самом	3	3
143	тем самым	7	3
144	а не	6	3
145	из которых	3	3
146	или в	2	3
147	это же	2	3
148	этого слова	3	3
149	и это	7	3
150	ничего не	8	3
151	как только	4	2
152	быть может	3	2
153	в этих	2	2
154	перед нами	3	2
155	его внутренней	4	2
156	необходимым условием	4	2
157	и речь	2	2
158	как например	2	2
159	как уже	2	2
160	или иной	4	2
161	можно сказать	4	2
162	человек с	2	2
163	и как	9	2
164	своей жизни	5	2
165	но все	4	2
166	иными словами	2	2
167	но что	3	2
168	и само	3	2
169	только тогда	2	2
170	и той	5	2
171	той или	3	2
172	в котором	3	2
173	и тем	6	2
174	в первой	2	2
175	от того	3	2
176	уже видели	2	2
177	целый ряд	3	2
178	о языке	2	2
179	должно быть	2	2
180	увидим что	2	2
181	достаточно было	2	2
182	то он	3	2
183	но для	3	2
184	теперь в	3	2
185	же самое	5	2
186	также и	2	2
187	но ведь	6	2
188	в одном	3	2
189	или как	6	2
190	общественной жизни	10	2
191	отнюдь не	10	2
192	бы мы	3	2
193	были бы	4	2
194	он должен	3	2
195	связь с	2	2
196	речи это	2	2
197	стадии своего	2	2
198	речи не	2	2
199	представляет собой	2	2
200	мы увидим	5	2
201	в его	6	2
202	нет и	3	2
203	и развития	3	2
204	должен быть	2	2
205	что и	3	2
206	во всех	6	2
207	с ней	2	2
208	и тогда	2	2
209	как нечто	2	2
210	что же	8	2
211	и для	3	2
212	т.д и	5	2
213	и эта	3	2
214	к чему	2	2
215	которой мы	4	2
216	той же	5	2
217	у них	2	2
218	тем что	2	2
219	в себе	9	2
220	и вообще	2	2
221	заметить что	2	2
