N	2gram	Bakhtin_Pr_3	Istorich
1	т е	12	29
2	что он	23	24
3	и т	8	19
4	не только	10	18
5	т д	2	18
6	может быть	19	17
7	никогда не	8	15
8	и в	34	15
9	но и	12	14
10	так как	4	14
11	так же	8	13
12	что в	7	12
13	а в	5	12
14	то что	11	12
15	мы знаем	2	11
16	и не	29	11
17	в этом	16	11
18	что они	6	10
19	его в	4	10
20	то же	14	10
21	с тем	5	9
22	еще не	4	9
23	все же	7	9
24	в другом	8	9
25	потому что	12	9
26	мы увидим	2	8
27	один из	2	8
28	он не	15	8
29	том что	3	7
30	в нем	19	7
31	вместе с	4	7
32	таким образом	5	7
33	не в	9	7
34	ничего не	4	7
35	так что	5	6
36	мы уже	6	6
37	что это	5	6
38	в его	22	6
39	как бы	27	6
40	что и	5	6
41	и что	5	6
42	в том	3	6
43	только в	6	6
44	но в	16	6
45	связан с	2	5
46	с этим	2	5
47	прежде всего	15	5
48	в одном	5	5
49	этом случае	2	5
50	к тому	5	5
51	но все	5	5
52	как в	4	5
53	было бы	2	5
54	этого не	3	5
55	в котором	3	5
56	на него	7	5
57	так и	6	5
58	не может	19	5
59	а не	9	5
60	и наконец	5	5
61	к нему	14	5
62	к которому	2	5
63	в другой	2	4
64	его и	3	4
65	вопрос о	2	4
66	очень часто	2	4
67	у него	4	4
68	но это	4	4
69	в одной	3	4
70	при этом	4	4
71	но он	3	4
72	в ней	3	4
73	о нем	2	4
74	и с	15	4
75	тем что	4	4
76	и на	6	4
77	в себе	6	4
78	мы должны	5	4
79	все эти	4	4
80	как она	2	4
81	всех этих	2	3
82	не мог	5	3
83	и его	16	3
84	когда она	2	3
85	мог бы	2	3
86	же и	2	3
87	о том	2	3
88	отношению к	6	3
89	когда он	2	3
90	все это	16	3
91	по отношению	5	3
92	так в	2	3
93	того что	5	3
94	увидим что	2	3
95	тому как	2	3
96	он в	4	3
97	эти слова	3	3
98	подобно тому	2	3
99	он и	5	3
100	как будто	7	3
101	как он	3	3
102	и это	4	3
103	на вопрос	4	2
104	уже в	3	2
105	во время	2	2
106	я не	7	2
107	не было	2	2
108	самого начала	8	2
109	он должен	2	2
110	смысле этого	2	2
111	себя и	8	2
112	о своей	2	2
113	с другой	4	2
114	это не	5	2
115	и так	5	2
116	не знал	2	2
117	но с	2	2
118	в жизни	2	2
119	к себе	17	2
120	на самом	11	2
121	и говорит	2	2
122	не знает	6	2
123	уже с	2	2
124	нисколько не	2	2
125	что у	6	2
126	ни в	4	2
127	да и	4	2
128	как и	18	2
129	мы видели	3	2
130	такой же	3	2
131	тогда и	2	2
132	но не	4	2
133	в глаза	3	2
134	и если	2	2
135	например в	2	2
136	на его	4	2
137	и для	8	2
138	в сущности	11	2
139	и пусть	2	2
140	был бы	2	2
141	хотя бы	5	2
142	с ее	3	2
143	из них	5	2
144	во всех	2	2
145	и только	2	2
146	показать что	2	2
147	другой стороны	3	2
148	той же	2	2
149	а с	3	2
150	с самого	8	2
151	самом деле	13	2
152	к чему	2	2
153	с другими	4	2
154	с ними	6	2
155	и то	3	2
156	в которых	2	2
157	сказать что	2	2
158	говорили что	3	2
159	он дает	2	2
160	к ней	2	2
161	находится в	2	2
162	и ее	2	2
163	слова в	7	2
164	будто бы	2	2
165	так сказать	2	2
166	на нее	2	2
167	их в	3	2
168	только с	3	2
169	в которой	2	2
170	в него	3	2
171	тому же	2	2
172	еще до	2	2
173	в виду	3	2
