N	2gram	Voloshinov_1	Vvedenie
1	и в	19	32
2	в том	6	31
3	в этом	16	30
4	может быть	26	26
5	том что	3	26
6	не только	8	22
7	для того	4	21
8	того чтобы	5	20
9	таким образом	17	19
10	то что	8	16
11	так как	2	15
12	не может	24	14
13	в самом	10	13
14	в нем	10	13
15	о том	2	13
16	того что	3	12
17	и не	26	12
18	в его	6	12
19	только в	9	12
20	как мы	13	11
21	что такое	2	11
22	ясно что	5	11
23	в ее	7	11
24	в данном	4	11
25	языка и	13	10
26	что в	4	10
27	но в	7	9
28	и как	3	9
29	в истории	3	9
30	между тем	3	9
31	этом смысле	2	9
32	по себе	4	9
33	то же	7	9
34	не менее	4	8
35	с другой	5	8
36	тем не	2	8
37	не в	5	8
38	именно в	5	8
39	науки о	4	8
40	прежде всего	13	7
41	вопрос о	4	7
42	смысле этого	3	7
43	точки зрения	34	7
44	было бы	4	7
45	все же	8	7
46	самом деле	10	7
47	можно было	2	7
48	не могут	3	6
49	из этих	2	6
50	до сих	8	6
51	же время	3	6
52	но и	8	6
53	все это	3	6
54	и даже	2	6
55	в то	3	6
56	его в	3	6
57	как он	2	6
58	вовсе не	5	6
59	как и	12	6
60	в качестве	2	6
61	истории языка	2	6
62	сих пор	8	6
63	хотя бы	5	6
64	и его	19	6
65	этот вопрос	5	6
66	тем что	2	6
67	и это	3	6
68	в какой	3	5
69	на этот	3	5
70	но если	2	5
71	как бы	15	5
72	а как	3	5
73	другой стороны	6	5
74	одним из	2	5
75	сказать что	4	5
76	быть в	2	5
77	или вообще	2	5
78	на почве	6	5
79	не есть	3	5
80	а не	7	5
81	что не	2	5
82	могут быть	2	5
83	независимо от	2	4
84	связана с	2	4
85	с этой	2	4
86	в каждом	7	4
87	язык как	7	4
88	этом случае	3	4
89	всяком случае	2	4
90	в котором	3	4
91	по мере	2	4
92	этот процесс	3	4
93	по отношению	3	4
94	этом отношении	3	4
95	не просто	2	4
96	не имеет	3	4
97	а в	4	4
98	в первом	3	4
99	как она	2	4
100	от этого	2	4
101	эти области	2	4
102	что он	2	4
103	еще не	4	4
104	отношению к	2	4
105	в своей	3	4
106	как раз	2	4
107	связи между	5	4
108	и для	11	4
109	той же	2	4
110	или иначе	2	4
111	во всяком	5	4
112	и ее	3	4
113	в себе	2	4
114	и т.д	2	4
115	зависит от	2	3
116	сама по	2	3
117	и есть	3	3
118	в частности	2	3
119	понятно что	3	3
120	в конце	5	3
121	бы и	2	3
122	можно сказать	3	3
123	к тому	2	3
124	но все	3	3
125	до конца	5	3
126	при этом	8	3
127	в ней	4	3
128	в виду	2	3
129	на этой	2	3
130	из них	3	3
131	в своем	2	3
132	язык и	2	3
133	все эти	7	3
134	и других	2	3
135	так же	7	3
136	и на	4	3
137	в работе	2	3
138	в результате	9	3
139	языка в	14	3
140	в начале	5	3
141	свое выражение	2	3
142	если бы	2	3
143	не как	2	3
144	к этому	5	3
145	и к	3	3
146	связи с	11	3
147	в чем	2	3
148	одной из	3	3
149	в сущности	3	3
150	отчет в	2	3
151	однако не	2	3
152	как оно	2	3
153	что и	2	3
154	что же	4	3
155	в каком	3	3
156	и вообще	2	3
157	в области	3	3
158	это делает	2	2
159	же как	2	2
160	должна быть	2	2
161	никогда не	2	2
162	тому что	2	2
163	в отношении	4	2
164	целом ряде	2	2
165	с системой	2	2
166	или иной	3	2
167	в дальнейшем	3	2
168	имеет свою	3	2
169	и той	2	2
170	мог бы	2	2
171	и др	2	2
172	от того	4	2
173	в связи	7	2
174	не было	3	2
175	с помощью	6	2
176	именно на	2	2
177	во втором	2	2
178	действительности в	2	2
179	должно быть	2	2
180	и те	7	2
181	рядом с	5	2
182	языка с	2	2
183	не столько	4	2
184	и с	2	2
185	говорит он	2	2
186	чем же	4	2
187	с этим	4	2
188	нуждается в	3	2
189	и здесь	6	2
190	действительности к	3	2
191	же самое	3	2
192	конце концов	3	2
193	бы в	2	2
194	так и	11	2
195	не существует	3	2
196	ни к	2	2
197	для них	2	2
198	следует что	3	2
199	языка а	3	2
200	так называемая	4	2
201	у нас	2	2
202	его к	2	2
203	и при	3	2
204	того же	6	2
205	во всех	7	2
206	мы должны	3	2
207	жизни и	2	2
208	мы уже	2	2
209	себе и	2	2
210	история языка	2	2
211	этого слова	2	2
212	быть и	3	2
213	и сама	2	2
214	мысли и	4	2
215	только на	4	2
216	и всего	2	2
217	в языке	4	2
218	входит в	5	2
219	язык в	4	2
220	одной и	2	2
221	из которых	2	2
222	между ними	4	2
223	к языку	2	2
224	с точки	20	2
225	мы не	6	2
226	есть лишь	2	2
227	языка не	2	2
228	мы можем	2	2
229	выражение в	4	2
230	в другом	2	2
231	одна из	2	2
232	ничего не	6	2
