N	2gram	Trubetskoy_1	KulturaY
1	в том	30	30
2	и в	23	24
3	потому что	9	23
4	том что	19	21
5	что в	8	17
6	того чтобы	8	17
7	для того	8	16
8	было бы	3	15
9	в этом	12	14
10	точки зрения	13	14
11	может быть	16	13
12	все же	13	12
13	таким образом	31	12
14	в его	5	12
15	и не	8	12
16	не в	8	11
17	только в	6	11
18	вовсе не	2	10
19	в силу	7	10
20	в самом	8	10
21	у нас	3	10
22	не только	7	10
23	хотя бы	4	10
24	если бы	8	9
25	то что	18	9
26	прежде всего	3	9
27	отношению к	9	9
28	самом деле	12	9
29	того что	6	9
30	с точки	8	9
31	о том	7	9
32	так как	7	9
33	том чтобы	2	8
34	по отношению	9	8
35	то же	4	8
36	не менее	7	7
37	в них	2	7
38	с другой	6	7
39	связи с	4	7
40	как бы	10	7
41	вместе с	6	7
42	не может	17	7
43	это не	3	7
44	бы в	3	7
45	в области	4	7
46	так и	10	7
47	тогда когда	3	6
48	именно в	5	6
49	что он	7	6
50	при этом	9	6
51	на себе	2	6
52	в ней	3	6
53	но и	9	6
54	что же	2	6
55	все это	11	6
56	другой стороны	5	6
57	все эти	19	6
58	в которых	2	6
59	в которой	5	6
60	с тем	2	5
61	что это	5	5
62	к тому	8	5
63	но не	2	5
64	еще не	5	5
65	всяком случае	2	5
66	и что	8	5
67	целый ряд	4	5
68	в виду	2	5
69	а потому	5	5
70	не потому	2	5
71	а в	3	5
72	в результате	9	5
73	во всяком	2	5
74	между тем	12	5
75	с ним	6	5
76	и с	5	5
77	в частности	2	4
78	в этих	3	4
79	же касается	2	4
80	и потому	3	4
81	что эти	2	4
82	на то	9	4
83	в нем	3	4
84	в тех	3	4
85	по существу	6	4
86	что они	2	4
87	есть в	2	4
88	того же	9	4
89	из них	5	4
90	что и	7	4
91	не есть	2	4
92	тем не	4	4
93	в целом	5	4
94	сих пор	8	4
95	до сих	8	4
96	с этим	11	4
97	следует что	2	4
98	в самой	2	4
99	тем самым	3	4
100	так что	5	4
101	так же	8	4
102	с ними	2	4
103	и на	6	4
104	в данном	3	4
105	из этих	8	4
106	как на	4	3
107	уже и	3	3
108	для этого	7	3
109	ясно что	8	3
110	на долю	2	3
111	борьба за	2	3
112	представление о	3	3
113	из одного	2	3
114	сводится к	2	3
115	только тогда	2	3
116	в этой	6	3
117	свою очередь	2	3
118	очевидно что	3	3
119	в свою	2	3
120	и может	3	3
121	в общем	6	3
122	и если	6	3
123	гораздо более	2	3
124	в сущности	2	3
125	на том	2	3
126	этого слова	2	3
127	в котором	2	3
128	в истории	3	3
129	даже в	3	3
130	или менее	7	3
131	тому что	2	3
132	в своем	10	3
133	в связи	3	3
134	а с	4	3
135	не было	2	3
136	что оно	3	3
137	в их	4	3
138	более или	7	3
139	в таком	4	3
140	несмотря на	6	3
141	должно быть	4	3
142	должна быть	5	3
143	и то	4	3
144	хотя и	4	3
145	они не	2	3
146	в себе	5	3
147	а это	2	3
148	поэтому что	4	2
149	я не	2	2
150	том и	2	2
151	и более	2	2
152	можно ли	2	2
153	никогда не	4	2
154	из предыдущего	2	2
155	что их	3	2
156	с этой	3	2
157	одного и	3	2
158	и все	7	2
159	но с	2	2
160	что касается	6	2
161	на месте	2	2
162	что все	5	2
163	на самом	7	2
164	так или	5	2
165	не могут	4	2
166	вопрос о	3	2
167	если мы	4	2
168	в то	6	2
169	для нас	3	2
170	этом случае	4	2
171	что его	4	2
172	и того	3	2
173	как и	9	2
174	при том	2	2
175	но все	5	2
176	это есть	4	2
177	и при	6	2
178	в сторону	2	2
179	что если	3	2
180	же время	2	2
181	что с	5	2
182	пришлось бы	2	2
183	социальной жизни	4	2
184	тот же	3	2
185	конечно не	3	2
186	между прочим	2	2
187	очень много	3	2
188	одним из	4	2
189	между собою	5	2
190	том же	4	2
191	от себя	2	2
192	но если	2	2
193	тем более	3	2
194	ему приходится	3	2
195	в состоянии	4	2
196	естественно поэтому	3	2
197	то и	2	2
198	котором идет	5	2
199	он не	3	2
200	и для	6	2
201	в разных	3	2
202	случаях когда	3	2
203	иначе говоря	4	2
204	лишь в	5	2
205	во втором	2	2
206	должны быть	3	2
207	между ними	2	2
208	доказать что	2	2
209	или иначе	5	2
210	также и	2	2
211	и социальной	2	2
212	одно из	3	2
213	чтобы быть	2	2
214	на более	2	2
215	о котором	7	2
216	может служить	3	2
217	заключается в	2	2
218	идет речь	8	2
219	тогда как	6	2
220	но в	4	2
