N	2gram	Bakhtin_Pr_4	EvropaiE
1	и в	46	37
2	в отношении	3	32
3	в пределах	10	25
4	точки зрения	11	23
5	что в	4	21
6	не только	14	18
7	с точки	9	17
8	в то	5	16
9	хотя бы	2	15
10	то же	6	15
11	отношении к	2	15
12	в своем	3	14
13	же время	5	14
14	но и	12	14
15	и не	27	14
16	но в	6	14
17	в этом	16	12
18	в их	4	11
19	в том	9	11
20	так и	4	10
21	прежде всего	9	9
22	не может	19	9
23	в себе	7	9
24	только в	6	9
25	так же	3	9
26	к тому	2	8
27	было бы	3	8
28	в своей	3	8
29	между тем	2	8
30	как и	12	7
31	нам кажется	5	7
32	с другой	3	7
33	также и	3	7
34	так как	5	7
35	вовсе не	9	6
36	том что	4	6
37	стороны и	2	6
38	может быть	23	6
39	на то	3	6
40	как бы	19	6
41	то что	4	6
42	во всех	5	6
43	и даже	3	6
44	и на	11	6
45	то есть	40	6
46	же как	2	5
47	не в	10	5
48	но не	4	5
49	как нам	2	5
50	но если	3	5
51	как мы	12	5
52	в той	3	5
53	и по	2	5
54	от этого	2	5
55	вопрос о	2	4
56	или иной	2	4
57	можно сказать	4	4
58	в самом	9	4
59	к ней	2	4
60	той или	2	4
61	в процессе	4	4
62	по себе	7	4
63	для нас	2	4
64	мы не	4	4
65	в направлении	4	4
66	сказать что	2	4
67	и к	9	3
68	но на	2	3
69	никогда не	6	3
70	на себя	4	3
71	с другом	5	3
72	этом смысле	2	3
73	от них	2	3
74	в общем	2	3
75	в известной	2	3
76	мы можем	4	3
77	того же	3	3
78	не дает	2	3
79	бы ни	2	3
80	друг с	5	3
81	и тем	2	3
82	что и	3	3
83	когда он	2	3
84	бы и	2	3
85	как в	4	3
86	и только	3	3
87	и для	3	3
88	можно было	2	3
89	к ним	4	3
90	в которых	2	3
91	в результате	2	3
92	потому что	4	3
93	во всяком	2	3
94	тем что	3	3
95	в данном	2	3
96	о том	5	3
97	дело в	3	3
98	там где	2	3
99	большинстве случаев	8	3
100	он сам	2	2
101	не могут	3	2
102	а не	11	2
103	в этих	4	2
104	еще более	3	2
105	и во	3	2
106	с этим	2	2
107	в большинстве	9	2
108	и все	9	2
109	в одном	11	2
110	к нему	5	2
111	одном из	2	2
112	для понимания	2	2
113	не нужно	2	2
114	влияние на	2	2
115	и как	2	2
116	такой же	3	2
117	есть в	6	2
118	между ними	10	2
119	должна быть	2	2
120	но именно	3	2
121	кажется что	3	2
122	она не	3	2
123	не к	3	2
124	меньшей степени	2	2
125	он не	4	2
126	в его	9	2
127	в котором	5	2
128	только к	2	2
129	если в	2	2
130	пожалуй и	2	2
131	в мире	3	2
132	жизни и	5	2
133	вместе с	2	2
134	целый ряд	2	2
135	что же	3	2
136	а в	2	2
137	таким образом	4	2
138	если бы	3	2
139	и других	4	2
140	но с	2	2
141	и что	3	2
142	и наконец	4	2
143	на этот	2	2
144	другой стороны	3	2
145	в других	2	2
146	или в	8	2
147	этот вопрос	2	2
148	и с	7	2
149	хотя и	6	2
150	могут быть	2	2
151	в этой	3	2
152	ведь и	5	2
153	по своей	3	2
154	далеко не	3	2
155	бы в	3	2
