N	2gram	Trubetskoy_1	FransuaR
1	и в	23	56
2	то есть	2	24
3	в его	5	18
4	таким образом	31	17
5	все эти	19	15
6	в этом	12	14
7	в том	30	13
8	так и	10	13
9	в то	6	12
10	в этих	3	11
11	как бы	10	11
12	в них	2	11
13	то же	4	11
14	же время	2	10
15	еще не	5	10
16	мы уже	4	10
17	и до	3	10
18	только в	6	9
19	в самом	8	9
20	но и	9	9
21	и не	8	9
22	том что	19	8
23	по своему	5	8
24	в сущности	2	8
25	не только	7	8
26	в нем	3	8
27	во всех	10	8
28	сих пор	8	8
29	и их	5	8
30	все это	11	8
31	до сих	8	8
32	и с	5	8
33	в частности	2	7
34	у него	5	7
35	как мы	2	7
36	и на	6	7
37	все они	5	6
38	прежде всего	3	6
39	вовсе не	2	6
40	в этой	6	6
41	потому что	9	6
42	точки зрения	13	6
43	связи с	4	6
44	и все	7	6
45	но в	4	6
46	но не	2	5
47	никогда не	4	5
48	с ее	2	5
49	как и	9	5
50	одним из	4	5
51	он не	3	5
52	мы видели	2	5
53	в процессе	2	5
54	что в	8	5
55	не было	2	5
56	в результате	9	5
57	такой же	2	5
58	они не	2	5
59	в области	4	5
60	что все	5	4
61	и более	2	4
62	что это	5	4
63	и ее	2	4
64	в себе	5	4
65	и к	5	4
66	конечно не	3	4
67	в ней	3	4
68	и потому	3	4
69	даже в	3	4
70	в совершенно	3	4
71	в ту	2	4
72	с одной	3	4
73	при этом	9	4
74	и других	2	4
75	того чтобы	8	4
76	в основе	2	4
77	в своих	2	4
78	их в	2	4
79	во всем	3	4
80	ту же	2	4
81	о том	7	4
82	по своей	7	4
83	так как	7	4
84	одна из	2	4
85	в которой	5	4
86	но по	3	4
87	всех этих	4	3
88	в своем	10	3
89	не подлежит	3	3
90	в свет	2	3
91	так что	5	3
92	может быть	16	3
93	в настоящее	2	3
94	что и	7	3
95	то что	18	3
96	образом и	2	3
97	в их	4	3
98	в связи	3	3
99	что для	4	3
100	и наконец	3	3
101	не в	8	3
102	между тем	12	3
103	в другом	2	3
104	настоящее время	2	3
105	и т.д	4	3
106	бы в	3	3
107	все его	2	3
108	подлежит сомнению	3	3
109	только не	2	2
110	если бы	8	2
111	в виде	4	2
112	ему и	2	2
113	в нашем	3	2
114	о них	2	2
115	с другой	6	2
116	это не	3	2
117	на самом	7	2
118	к этому	5	2
119	что он	7	2
120	конечно в	2	2
121	ни было	2	2
122	многие из	5	2
123	эта часть	2	2
124	из всех	5	2
125	между людьми	2	2
126	то время	2	2
127	для него	2	2
128	одной стороны	2	2
129	было бы	3	2
130	и сам	2	2
131	из них	5	2
132	несмотря на	6	2
133	а в	3	2
134	очень много	3	2
135	к ним	2	2
136	хотя и	4	2
137	между ними	2	2
138	в котором	2	2
139	все же	13	2
140	в точке	2	2
141	в мире	6	2
142	вместе с	6	2
143	самом деле	12	2
144	данном случае	3	2
145	или менее	7	2
146	другой стороны	5	2
147	целый ряд	4	2
148	так же	8	2
149	не может	17	2
150	как к	5	2
151	то ни	3	2
152	образом в	3	2
153	культуры и	9	2
154	и некоторые	2	2
155	для того	8	2
156	из которых	4	2
157	к нему	2	2
158	и для	6	2
159	с точки	8	2
160	его в	5	2
161	бы то	2	2
162	и те	2	2
163	между собою	5	2
164	на одном	2	2
165	в данном	3	2
166	и то	4	2
167	с этой	3	2
168	также и	2	2
169	в которых	2	2
170	и при	6	2
171	двух культур	2	2
172	но с	2	2
173	культуры в	10	2
174	что они	2	2
175	далеко не	5	2
176	что эти	2	2
177	почти все	2	2
178	с тем	2	2
179	с ним	6	2
180	не потому	2	2
181	более или	7	2
182	в эту	2	2
