N	2gram	Propp_Russ_1	Myshleni
1	и в	36	25
2	в том	17	23
3	том что	19	20
4	что в	19	17
5	так же	3	17
6	таким образом	6	17
7	с тем	8	16
8	как и	10	15
9	то что	6	15
10	в его	2	15
11	в этом	12	14
12	вместе с	10	14
13	может быть	8	13
14	в целом	2	13
15	между собой	2	13
16	так как	15	12
17	в качестве	3	12
18	что они	7	10
19	как бы	5	10
20	и не	6	10
21	и что	4	10
22	того что	4	10
23	что и	7	10
24	только в	4	10
25	связи с	4	9
26	как в	5	9
27	мы не	6	9
28	показывает что	5	8
29	тем что	4	8
30	как мы	10	8
31	все эти	2	7
32	как это	8	7
33	мы можем	2	7
34	в области	3	7
35	не менее	3	6
36	как уже	4	6
37	и у	5	6
38	один из	8	6
39	не может	4	6
40	в связи	4	6
41	и на	10	6
42	потому что	10	6
43	в основном	3	6
44	мы должны	2	6
45	в силу	2	6
46	представляет собой	4	6
47	но не	2	6
48	не только	22	6
49	все же	5	6
50	точки зрения	3	6
51	все это	6	6
52	так и	7	5
53	что это	3	5
54	тем не	3	5
55	и как	2	5
56	но это	4	5
57	при этом	6	5
58	что она	2	5
59	на этой	2	5
60	значения и	2	5
61	показывают что	2	5
62	и по	8	5
63	и к	3	5
64	о том	8	5
65	входит в	4	5
66	могут быть	2	5
67	независимо от	2	4
68	в частности	2	4
69	в своем	3	4
70	в какой	2	4
71	из этих	4	4
72	к тому	4	4
73	отнюдь не	2	4
74	из них	8	4
75	но и	16	4
76	выводу что	2	4
77	а в	9	4
78	с ним	2	4
79	мы имеем	4	4
80	с этим	2	4
81	тем и	2	4
82	совпадают с	3	4
83	еще не	4	4
84	мы увидим	8	4
85	какой степени	2	4
86	приводит к	3	4
87	связь между	2	4
88	которые не	3	4
89	этого слова	3	4
90	там где	2	4
91	значит что	2	4
92	в свою	3	3
93	связаны с	3	3
94	на этом	3	3
95	переход от	2	3
96	имеет место	2	3
97	не можем	3	3
98	если в	3	3
99	и их	4	3
100	с ними	5	3
101	в которых	5	3
102	их в	3	3
103	между тем	7	3
104	как он	2	3
105	по этому	3	3
106	в жизни	2	3
107	состоит в	8	3
108	к этому	4	3
109	его к	2	3
110	приводит нас	2	3
111	мы видим	2	3
112	с ней	2	3
113	а с	4	3
114	когда он	2	3
115	как известно	2	3
116	этот вопрос	2	3
117	в виде	6	3
118	ничего общего	2	3
119	того как	5	3
120	слова в	3	2
121	то же	3	2
122	в изучении	2	2
123	в этих	3	2
124	тому что	4	2
125	в тех	4	2
126	для нас	6	2
127	в один	2	2
128	так что	2	2
129	но все	3	2
130	свою очередь	2	2
131	нас к	2	2
132	как они	2	2
133	хотя и	2	2
134	в нем	2	2
135	в свете	2	2
136	для обозначения	2	2
137	для этого	2	2
138	относятся к	2	2
139	и других	7	2
140	и другими	2	2
141	на себя	2	2
142	в своих	2	2
143	и здесь	2	2
144	что по	4	2
145	между двумя	2	2
146	но они	3	2
147	всех этих	2	2
148	к жизни	3	2
149	главным образом	2	2
150	в них	6	2
151	к другому	2	2
152	в одном	3	2
153	связанные с	3	2
154	таким же	3	2
155	об этом	9	2
156	одна из	4	2
157	но тем	2	2
158	животных и	4	2
159	и потому	2	2
160	а также	3	2
161	еще в	4	2
162	этого момента	3	2
163	к выводу	2	2
164	находится в	2	2
165	в течение	5	2
166	уже не	6	2
167	на этот	3	2
168	и для	2	2
169	или в	2	2
