N	2gram	Vygotskiy__1	Hudozhes
1	в качестве	9	19
2	и не	9	16
3	в том	24	15
4	и в	23	15
5	не только	16	15
6	в частности	2	13
7	может быть	14	13
8	при этом	4	12
9	а в	2	12
10	и его	6	12
11	но не	4	11
12	в этом	17	11
13	в себе	6	11
14	представляет собой	11	10
15	как бы	11	10
16	отношению к	7	10
17	но и	14	10
18	так и	5	10
19	по отношению	7	10
20	то же	8	10
21	а не	3	10
22	в его	14	9
23	точки зрения	26	9
24	с другой	10	7
25	внутренней речи	9	7
26	в то	7	7
27	но в	5	7
28	в основе	8	6
29	с его	4	6
30	что в	14	6
31	в ее	2	6
32	том что	21	6
33	не в	4	6
34	же время	2	6
35	приводит к	4	6
36	не может	12	6
37	по своей	5	6
38	могут быть	3	5
39	можно сказать	5	5
40	ни в	4	5
41	только в	6	5
42	тем самым	5	5
43	в самом	7	5
44	того что	15	5
45	то что	17	5
46	между ними	2	5
47	другой стороны	9	5
48	в их	3	5
49	уже не	2	5
50	говоря словами	3	4
51	в этих	2	4
52	не столько	4	4
53	прежде всего	10	4
54	к тому	4	4
55	в ходе	8	4
56	и как	5	4
57	в другом	7	4
58	для него	2	4
59	хотя и	2	4
60	он не	5	4
61	и тем	6	4
62	в своей	4	4
63	отношения к	3	4
64	сознания в	2	4
65	в слове	2	4
66	и то	3	4
67	сказать что	11	4
68	между тем	9	4
69	речи и	28	4
70	говорить о	2	4
71	и т.д	5	4
72	как это	2	4
73	если бы	5	3
74	в отношении	10	3
75	в противоположность	2	3
76	он должен	2	3
77	как уже	7	3
78	что он	7	3
79	и к	4	3
80	к его	2	3
81	человека к	2	3
82	в свою	4	3
83	одно и	2	3
84	о чем	2	3
85	иначе говоря	2	3
86	как раз	4	3
87	как говорит	2	3
88	в целом	20	3
89	таким образом	26	3
90	как и	14	3
91	лишь в	6	3
92	и что	5	3
93	внешнего мира	2	3
94	в единое	2	3
95	с точки	18	3
96	во всей	4	3
97	их в	4	3
98	потому что	6	3
99	все прочие	2	3
100	и ее	7	3
101	в данном	2	3
102	человека с	2	3
103	в которой	3	3
104	в области	3	3
105	единое целое	4	2
106	на этом	2	2
107	я не	3	2
108	речь идет	2	2
109	и более	5	2
110	в нашем	2	2
111	тому что	5	2
112	в своем	3	2
113	в них	2	2
114	превращается в	3	2
115	или даже	2	2
116	в одном	4	2
117	человека и	3	2
118	этих двух	3	2
119	вовсе не	3	2
120	по себе	5	2
121	что может	5	2
122	об этом	3	2
123	идет о	2	2
124	тем более	5	2
125	свою очередь	3	2
126	в значительной	2	2
127	одной стороны	9	2
128	говорит что	4	2
129	несмотря на	2	2
130	значительной степени	2	2
131	за пределы	2	2
132	во всех	3	2
133	к действительности	5	2
134	и потому	2	2
135	даже в	2	2
136	не является	9	2
137	для себя	4	2
138	не могло	3	2
139	образом и	3	2
140	как в	4	2
141	слова как	2	2
142	а с	4	2
143	с одной	8	2
144	именно в	6	2
145	все эти	4	2
146	того чтобы	17	2
147	для того	15	2
148	из которых	3	2
149	так же	16	2
150	от всех	3	2
151	с другими	2	2
152	и на	8	2
153	в силу	6	2
154	между двумя	2	2
155	одно из	2	2
156	начиная с	2	2
157	в этой	7	2
158	в равной	2	2
159	о том	6	2
160	и это	3	2
161	из этого	5	2
162	всей его	3	2
163	в чем	4	2
