N	2gram	Bakhtin_Fr_7	Hudozhes
1	в мире	3	23
2	в качестве	9	19
3	то есть	20	18
4	и не	7	16
5	в том	11	15
6	и в	41	15
7	не только	5	15
8	может быть	4	13
9	при этом	3	12
10	а в	5	12
11	и его	9	12
12	в этом	15	11
13	в себе	11	11
14	как бы	7	10
15	отношению к	2	10
16	но и	9	10
17	так и	10	10
18	по отношению	2	10
19	то же	13	10
20	а не	2	10
21	в его	12	9
22	точки зрения	5	9
23	своего рода	2	8
24	в то	10	7
25	но в	8	7
26	с его	2	6
27	что в	9	6
28	том что	4	6
29	не в	9	6
30	же время	9	6
31	отношение к	2	6
32	не может	3	6
33	а также	2	5
34	ни в	6	5
35	только в	6	5
36	тем самым	3	5
37	того что	2	5
38	в нем	7	5
39	с ее	3	5
40	то что	8	5
41	или менее	2	5
42	и т.п	9	5
43	в их	3	5
44	уже не	2	5
45	картина мира	2	5
46	более или	2	5
47	место в	4	4
48	а на	2	4
49	в этих	2	4
50	прежде всего	11	4
51	к тому	2	4
52	а только	2	4
53	и как	2	4
54	для него	6	4
55	еще не	2	4
56	например в	3	4
57	хотя и	4	4
58	он не	4	4
59	в своей	3	4
60	в форме	3	4
61	во времени	2	4
62	и то	2	4
63	мы имеем	2	4
64	не знает	3	4
65	и т.д	2	4
66	в отношении	3	3
67	это не	6	3
68	что он	3	3
69	и к	5	3
70	по своему	2	3
71	того же	3	3
72	в свою	3	3
73	одно и	2	3
74	далеко не	2	3
75	к нему	5	3
76	картины мира	4	3
77	не на	3	3
78	таким образом	19	3
79	как и	14	3
80	в той	3	3
81	с точки	3	3
82	во всей	2	3
83	и для	5	3
84	их в	2	3
85	потому что	5	3
86	но он	4	3
87	и ее	2	3
88	в данном	2	3
89	его в	3	3
90	в которой	2	3
91	в области	2	3
92	в виду	4	3
93	на этом	5	2
94	том числе	4	2
95	я не	3	2
96	том и	2	2
97	числе и	2	2
98	в своем	9	2
99	в них	7	2
100	в одном	3	2
101	вовсе не	7	2
102	в литературе	2	2
103	роль в	2	2
104	есть в	6	2
105	одна из	4	2
106	свою очередь	3	2
107	в значительной	2	2
108	рассказ о	2	2
109	говорит что	2	2
110	несмотря на	3	2
111	мира в	4	2
112	никто не	10	2
113	значительной степени	2	2
114	во всех	3	2
115	одной из	2	2
116	и потому	3	2
117	к жизни	4	2
118	оно не	2	2
119	и др	2	2
120	дело не	2	2
121	образом и	2	2
122	как в	5	2
123	в романе	7	2
124	именно в	2	2
125	все эти	13	2
126	в себя	2	2
127	в году	5	2
128	из которых	2	2
129	и по	3	2
130	или в	2	2
131	так же	5	2
132	с ним	2	2
133	и на	4	2
134	нового времени	3	2
135	у него	6	2
136	в этой	13	2
137	о том	6	2
138	и это	5	2
139	мира и	4	2
140	в чем	2	2
