N	2gram	Potebnia_M_3	Problema
1	то есть	34	39
2	то что	18	38
3	и не	15	37
4	вовсе не	7	37
5	и в	30	35
6	не есть	17	33
7	сказать что	5	24
8	не только	21	24
9	том что	18	19
10	о том	2	18
11	может быть	28	18
12	что такое	2	18
13	в этом	10	17
14	но и	19	16
15	и вообще	3	16
16	в языке	7	15
17	что мы	8	14
18	только в	21	14
19	не менее	5	13
20	и что	10	13
21	потому что	46	13
22	не может	6	13
23	тем не	3	12
24	в том	32	12
25	того что	18	12
26	что в	17	11
27	прежде всего	3	11
28	так что	7	11
29	и даже	2	11
30	никак не	3	11
31	не будет	3	11
32	в таком	3	11
33	и с	2	10
34	таком случае	2	10
35	говорить о	3	10
36	тем более	4	10
37	еще не	5	10
38	а не	15	10
39	и то	8	10
40	для нас	20	9
41	в этой	2	9
42	для себя	3	9
43	что же	2	9
44	только на	3	9
45	уже не	6	8
46	было бы	9	8
47	есть только	5	8
48	по себе	16	8
49	все же	2	8
50	тут же	2	8
51	есть нечто	4	7
52	не имеет	6	7
53	в его	4	7
54	так и	11	7
55	так как	13	7
56	тем самым	7	7
57	мы не	9	7
58	с другой	7	6
59	что все	3	6
60	можно сказать	3	6
61	а только	3	6
62	ни в	2	6
63	но это	6	6
64	так или	2	6
65	был бы	2	6
66	и т	5	6
67	т д	3	6
68	но как	2	6
69	в то	10	6
70	когда мы	2	6
71	не существует	3	6
72	на то	2	6
73	по крайней	5	6
74	есть не	7	6
75	относится к	4	6
76	крайней мере	5	6
77	мы можем	3	6
78	в виде	2	6
79	в области	2	6
80	и без	7	5
81	есть то	2	5
82	в самом	8	5
83	языка и	2	5
84	с этим	6	5
85	с одной	7	5
86	так же	3	5
87	и на	3	5
88	и все	3	5
89	как и	10	5
90	связи с	2	5
91	по своему	2	5
92	указывает на	6	5
93	то же	23	5
94	как мы	7	5
95	одной стороны	3	5
96	что не	8	5
97	другой стороны	4	5
98	с другими	5	5
99	в себе	16	5
100	и это	4	5
101	для меня	4	5
102	не могут	5	4
103	сама по	2	4
104	не говоря	3	4
105	и есть	3	4
106	в своем	5	4
107	и как	5	4
108	есть в	3	4
109	более или	3	4
110	не можем	3	4
111	и той	2	4
112	между собою	6	4
113	и следовательно	3	4
114	как бы	3	4
115	и тем	5	4
116	что она	3	4
117	все это	4	4
118	таким образом	14	4
119	но только	2	4
120	а в	12	4
121	их в	2	4
122	значение слова	5	4
123	тем что	7	4
124	если бы	12	4
125	представить себе	3	4
126	что он	6	4
127	но не	7	4
128	что при	3	4
129	до сих	3	4
130	ни о	3	4
131	и о	2	4
132	сих пор	3	4
133	или менее	3	4
134	если не	4	4
135	самом деле	2	4
136	то и	6	4
137	в каком	5	4
138	далеко не	4	4
139	слова и	5	4
140	не все	4	4
141	уже в	5	3
142	каждый раз	2	3
143	тому что	3	3
144	и от	4	3
145	из этих	9	3
146	точно так	12	3
147	к тому	7	3
148	что они	2	3
149	есть ни	4	3
150	несмотря на	2	3
