N	2gram	Bakhtin_Pr_1	Hudozhes
1	том что	7	16
2	и в	29	14
3	так и	7	13
4	а не	22	12
5	в том	8	12
6	не только	15	12
7	при этом	2	12
8	прежде всего	7	11
9	и т	4	11
10	в этом	22	11
11	в себе	7	11
12	для него	18	10
13	в своей	8	10
14	у него	5	9
15	что он	8	9
16	как и	12	9
17	то же	14	9
18	как в	6	8
19	то что	15	8
20	же время	9	8
21	отношению к	8	8
22	по отношению	8	8
23	т п	3	8
24	между тем	5	8
25	в этой	4	8
26	в то	10	8
27	в его	24	8
28	ничего не	5	8
29	это не	9	7
30	личности в	4	7
31	уже не	13	7
32	не в	7	7
33	еще не	5	7
34	как бы	19	7
35	не может	12	7
36	именно в	5	7
37	а в	7	7
38	никогда не	3	6
39	что в	8	6
40	было бы	5	6
41	в первой	2	6
42	человека в	4	6
43	перед нами	5	5
44	с его	9	5
45	к себе	2	5
46	может быть	24	5
47	только в	10	5
48	но и	14	5
49	жизни и	2	5
50	самом деле	6	5
51	друг друга	3	5
52	и его	14	5
53	можно было	2	5
54	потому что	8	5
55	ни в	3	5
56	точки зрения	19	5
57	героя и	10	5
58	но в	7	5
59	связи с	2	4
60	тому что	3	4
61	в своем	8	4
62	т е	21	4
63	к другому	2	4
64	и от	2	4
65	в духе	3	4
66	и к	2	4
67	она не	7	4
68	несмотря на	6	4
69	мы уже	2	4
70	в самом	10	4
71	и о	5	4
72	в ней	2	4
73	один из	2	4
74	что она	6	4
75	как раз	6	4
76	не было	4	4
77	он не	5	4
78	как будто	3	4
79	в конце	6	4
80	и это	5	4
81	с ним	5	4
82	и с	4	4
83	но не	9	3
84	если бы	9	3
85	превращается в	4	3
86	но он	2	3
87	с этим	2	3
88	романа в	3	3
89	же в	2	3
90	себе самому	3	3
91	в литературе	4	3
92	идет о	4	3
93	в мире	6	3
94	как мы	4	3
95	в пределах	13	3
96	своего времени	2	3
97	по преимуществу	2	3
98	о нем	9	3
99	даже в	4	3
100	для себя	2	3
101	в нем	19	3
102	все же	9	3
103	приводит к	3	3
104	то и	2	3
105	и для	4	3
106	этом отношении	3	3
107	все эти	9	3
108	и даже	2	3
109	с точки	13	3
110	в своих	3	3
111	тем что	4	3
112	и на	7	3
113	как к	3	3
114	его в	6	3
115	художественного построения	3	3
116	в творчестве	5	3
117	автора и	5	2
118	поэтому и	4	2
119	в человеке	3	2
120	представляется нам	2	2
121	себя и	2	2
122	однако в	2	2
123	героев в	3	2
124	на вопрос	2	2
125	в одной	6	2
126	и потому	6	2
127	своих героев	2	2
128	в себя	3	2
129	вопрос о	2	2
130	по себе	8	2
131	так что	2	2
132	одна из	3	2
133	и что	2	2
134	его героев	6	2
135	в целом	6	2
136	до конца	8	2
137	со своим	2	2
138	на себе	2	2
139	себе и	3	2
140	например в	3	2
141	на его	2	2
142	в произведениях	3	2
143	а его	2	2
144	никак не	2	2
145	для других	2	2
146	сих пор	2	2
147	на него	3	2
148	в форме	7	2
149	что же	4	2
150	в их	3	2
151	все это	6	2
152	для своего	2	2
153	дело здесь	2	2
154	не знает	3	2
155	и не	31	2
156	но с	3	2
157	на самом	5	2
158	они не	4	2
159	героя в	4	2
160	должно быть	4	2
161	его жизнь	2	2
162	той же	5	2
163	художественного мира	5	2
164	в изображении	2	2
165	с этой	2	2
166	в результате	4	2
167	не о	2	2
168	за ним	3	2
169	отсюда и	2	2
170	в художественном	3	2
171	но как	3	2
172	так сказать	4	2
173	б м	3	2
174	заметить что	2	2
175	до сих	2	2
