N	2gram	Vygotskiy__7	Tvorches
1	и в	26	21
2	как бы	6	17
3	в то	3	15
4	в его	4	13
5	то же	8	13
6	что в	12	12
7	как и	15	12
8	том что	17	11
9	все это	3	10
10	как в	4	8
11	он не	3	8
12	то что	24	8
13	в свою	2	7
14	в том	18	7
15	тем самым	8	7
16	не только	24	7
17	и не	18	7
18	но в	4	7
19	что он	8	6
20	не менее	4	6
21	для него	3	6
22	в котором	4	6
23	по природе	2	6
24	а в	2	6
25	и его	12	6
26	в этом	29	6
27	о том	4	6
28	вовсе не	2	5
29	а не	6	5
30	но это	3	5
31	может быть	7	5
32	в этой	3	5
33	все же	6	5
34	таким образом	23	5
35	нашему мнению	2	5
36	в своих	2	5
37	потому что	16	5
38	только в	8	5
39	прежде всего	7	4
40	в целом	5	4
41	из всех	5	4
42	конечном счете	2	4
43	одной из	4	4
44	одним из	2	4
45	в конечном	2	4
46	один из	2	4
47	в своей	3	4
48	мысли и	11	4
49	не может	11	4
50	это не	3	4
51	самим собой	2	4
52	в момент	4	4
53	и от	4	4
54	в основном	3	4
55	уже в	2	3
56	самого начала	7	3
57	никогда не	4	3
58	с другой	4	3
59	что все	2	3
60	представление о	7	3
61	я не	3	3
62	с ним	3	3
63	с ее	2	3
64	это и	4	3
65	с самого	7	3
66	но не	3	3
67	со всеми	2	3
68	на его	2	3
69	в самом	9	3
70	той же	8	3
71	но если	2	3
72	даже в	2	3
73	в нем	2	3
74	время в	2	3
75	не по	4	3
76	но и	11	3
77	ее в	8	3
78	в их	2	3
79	и других	2	3
80	на самом	3	3
81	того что	14	3
82	сути дела	2	3
83	и по	3	3
84	так же	14	3
85	в которой	11	3
86	и с	5	3
87	ту же	2	3
88	представляет собой	19	3
89	так как	14	3
90	в основе	3	2
91	такой же	3	2
92	перед нами	2	2
93	от мысли	5	2
94	н м	2	2
95	в этих	2	2
96	в качестве	5	2
97	точно так	2	2
98	одного из	2	2
99	к этому	2	2
100	есть не	3	2
101	можно сказать	5	2
102	что и	3	2
103	а по	2	2
104	что его	2	2
105	а затем	2	2
106	об этом	3	2
107	так что	4	2
108	не в	4	2
109	то в	2	2
110	отношений между	3	2
111	до конца	5	2
112	действительности в	2	2
113	в первой	3	2
114	к тому	7	2
115	только на	3	2
116	в одной	3	2
117	в ней	3	2
118	к ней	2	2
119	если в	4	2
120	гораздо более	4	2
121	и тем	6	2
122	тем не	3	2
123	во второй	5	2
124	и против	2	2
125	вместе с	12	2
126	данном случае	5	2
127	так и	3	2
128	приводит к	4	2
129	во всей	2	2
130	говорит что	2	2
131	в отличие	2	2
132	как к	3	2
133	что для	2	2
134	именно в	6	2
135	одновременно и	2	2
136	мы находим	3	2
137	что она	8	2
138	не означает	3	2
139	но только	3	2
140	на первом	2	2
141	не мог	2	2
142	самом деле	6	2
143	что не	2	2
144	в направлении	5	2
145	и наконец	4	2
146	и он	2	2
147	только что	5	2
148	отличие от	2	2
149	или в	2	2
150	в любви	2	2
151	сказать что	8	2
152	в первом	3	2
153	могут быть	2	2
154	но он	2	2
155	в данном	5	2
156	в себе	9	2
157	в чем	3	2
158	на деле	2	2
159	в виду	5	2
