N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	45	65
2	то есть	50	45
3	и др	4	24
4	как бы	15	22
5	и не	42	22
6	вовсе не	7	18
7	и т.п	6	17
8	в сущности	7	16
9	в том	8	16
10	в этом	20	15
11	но в	6	14
12	в условиях	2	13
13	в нем	20	13
14	нового времени	3	13
15	мы уже	3	12
16	прежде всего	11	11
17	и на	7	11
18	том числе	2	10
19	и его	8	10
20	и потому	6	10
21	не только	16	10
22	но и	15	10
23	так и	3	10
24	все эти	4	10
25	в его	22	9
26	во всех	4	9
27	все это	5	9
28	в своем	5	8
29	в основе	2	8
30	в дальнейшем	2	8
31	здесь в	2	8
32	и другие	4	8
33	и даже	3	8
34	за пределы	5	8
35	карнавальное мироощущение	2	8
36	его в	3	7
37	в области	2	7
38	числе и	2	7
39	уже говорили	2	7
40	жизни и	15	7
41	точки зрения	19	7
42	только в	9	7
43	никогда не	17	6
44	не знает	4	6
45	том что	7	6
46	все же	4	6
47	как мы	8	6
48	еще не	9	6
49	при этом	2	6
50	может быть	18	6
51	в ней	7	6
52	и у	2	6
53	сказать что	5	6
54	в литературе	6	6
55	так как	5	6
56	нашей работы	2	6
57	с его	8	5
58	в одном	6	5
59	жизни в	2	5
60	в них	4	5
61	превращается в	4	5
62	почти вовсе	3	5
63	потому что	8	5
64	на протяжении	3	5
65	есть в	8	5
66	или иной	3	5
67	рядом с	3	5
68	для него	9	5
69	и пр	2	5
70	в последующих	2	5
71	в своей	6	5
72	меньшей степени	2	5
73	той или	3	5
74	связь с	2	5
75	и одновременно	2	5
76	как в	4	5
77	как и	14	5
78	в той	3	5
79	на мир	2	5
80	с их	4	5
81	в своих	4	5
82	тело и	2	5
83	поэтому и	3	4
84	карнавального мироощущения	4	4
85	и к	2	4
86	мы остановимся	2	4
87	не в	8	4
88	это как	2	4
89	отношение к	8	4
90	карнавальным мироощущением	3	4
91	в самом	13	4
92	из них	9	4
93	и до	4	4
94	сих пор	2	4
95	до сих	2	4
96	мысли и	3	4
97	в их	4	4
98	между ними	4	4
99	здесь и	2	4
100	входит в	9	4
101	так сказать	7	4
102	в жизни	3	4
103	но на	2	3
104	что в	6	3
105	перестает быть	3	3
106	не является	3	3
107	это не	3	3
108	что он	7	3
109	в ее	3	3
110	но все	4	3
111	но это	2	3
112	мы и	3	3
113	в самой	3	3
114	самом деле	4	3
115	нем только	3	3
116	и эта	3	3
117	о нем	6	3
118	даже в	6	3
119	к нему	11	3
120	с точки	9	3
121	то что	5	3
122	и их	6	3
123	и прежде	2	3
124	как раз	6	3
125	не может	24	3
126	мир в	2	3
127	этом отношении	2	3
128	и других	3	3
129	в форме	2	3
130	уже не	6	3
131	друг друга	7	3
132	конечно и	2	3
133	даже и	2	3
134	он и	4	3
135	в себе	5	3
136	далеко не	4	3
137	но как	2	3
138	связан с	2	3
139	и здесь	2	3
140	с ним	8	3
141	ничего не	3	3
142	и с	7	3
143	в виду	2	3
144	но не	6	2
145	и от	3	2
146	фамильярного контакта	2	2
147	ни с	2	2
148	конечно в	2	2
149	можно сказать	2	2
150	протяжении всего	2	2
151	в романе	3	2
152	мы видим	2	2
153	более того	5	2
154	от него	3	2
155	с традициями	2	2
156	до конца	7	2
157	и он	3	2
158	например в	2	2
159	на его	5	2
160	друг в	3	2
161	свое время	2	2
162	от того	2	2
163	хотя и	2	2
164	он не	9	2
165	в свое	2	2
166	подчеркнуть что	3	2
167	нет и	3	2
168	и особенно	2	2
169	и для	2	2
170	не укладывается	2	2
171	в целом	5	2
172	в большинстве	2	2
173	в некоторых	2	2
174	на него	2	2
175	в процессе	2	2
176	но у	3	2
177	отношения к	2	2
178	на них	2	2
179	и вот	2	2
180	не входит	2	2
181	того что	3	2
182	что не	5	2
183	литературе и	2	2
184	и по	2	2
185	есть только	4	2
186	одним из	3	2
187	всегда и	2	2
188	отметить что	2	2
189	в таком	3	2
190	или в	2	2
191	образом в	2	2
192	этот вопрос	4	2
193	и человеческой	2	2
194	их в	7	2
195	в этих	4	2
196	быть только	2	2
197	но с	3	2
198	могут быть	4	2
199	человеческих отношений	2	2
200	еще раз	3	2
201	о том	3	2
202	бы быть	2	2
203	в особенности	2	2
204	большинстве случаев	2	2
205	в чем	2	2
206	в чисто	2	2
207	это очень	2	2
208	воспринимается как	2	2
209	это было	2	2
