N	2gram	Voloshinov_2	Formalny
1	и в	19	38
2	в этом	15	27
3	может быть	28	23
4	и пр	25	21
5	и его	16	21
6	таким образом	14	20
7	и не	19	20
8	в самом	6	16
9	прежде всего	7	15
10	не в	10	15
11	не может	18	14
12	в нем	11	13
13	но и	10	13
14	связи с	13	13
15	языка и	15	12
16	в пределах	10	12
17	с его	8	11
18	языка как	9	11
19	в том	7	11
20	вовсе не	11	11
21	в его	5	10
22	в связи	7	10
23	с помощью	6	10
24	с другими	3	10
25	и с	2	9
26	как и	9	9
27	при этом	9	9
28	в процессе	18	9
29	не только	13	9
30	на почве	9	9
31	языка в	3	9
32	отнюдь не	8	8
33	язык как	6	8
34	что и	3	8
35	все же	5	8
36	так и	10	8
37	самом деле	9	8
38	тем что	2	8
39	точки зрения	17	8
40	что в	2	7
41	по себе	3	7
42	для него	9	7
43	слова и	6	7
44	в своей	3	7
45	в корне	3	7
46	как мы	15	7
47	лишь в	14	7
48	с точки	13	7
49	не было	3	6
50	все время	2	6
51	то что	4	6
52	в истории	3	6
53	для понимания	3	6
54	и ее	4	6
55	в ней	3	6
56	в этой	3	6
57	речевого общения	12	6
58	было бы	4	6
59	вместе с	2	6
60	в их	5	6
61	то же	16	6
62	все эти	3	6
63	а не	9	6
64	как раз	4	6
65	в языке	7	6
66	могут быть	3	6
67	он не	3	6
68	только в	8	6
69	а в	3	6
70	хотя бы	6	6
71	должна быть	4	5
72	если бы	11	5
73	или иного	2	5
74	что он	4	5
75	именно в	2	5
76	же время	8	5
77	в слове	4	5
78	во всех	6	5
79	если мы	6	5
80	и речи	2	5
81	с этим	3	5
82	и для	7	5
83	еще более	2	5
84	сводится к	2	5
85	более того	6	5
86	в основе	9	5
87	в то	8	5
88	бы в	4	5
89	во всяком	3	5
90	всяком случае	2	5
91	языка а	2	5
92	независимо от	2	4
93	как о	2	4
94	не как	3	4
95	к этому	5	4
96	к тому	6	4
97	мы видели	4	4
98	лишь как	2	4
99	что они	2	4
100	в большинстве	5	4
101	совершенно не	5	4
102	в сущности	14	4
103	социального общения	3	4
104	того или	2	4
105	как бы	19	4
106	в высшей	3	4
107	восприятия и	2	4
108	в особенности	2	4
109	языке как	2	4
110	что оно	3	4
111	пр и	4	4
112	что не	2	4
113	и даже	2	4
114	даже и	2	4
115	именно как	2	4
116	высшей степени	3	4
117	значением в	2	4
118	не следует	2	4
119	там где	2	4
120	они не	2	4
121	ничего не	4	4
122	так как	3	4
123	но в	7	4
124	место в	2	3
125	пр но	2	3
126	в какой	3	3
127	с другой	3	3
128	а как	4	3
129	мы знаем	2	3
130	и здесь	5	3
131	и как	6	3
132	зависимости от	2	3
133	из всего	2	3
134	значительной степени	2	3
135	в зависимости	2	3
136	слово является	2	3
137	не является	8	3
138	следует что	4	3
139	не есть	3	3
140	жизни и	2	3
141	и их	4	3
142	быть и	6	3
143	и до	3	3
144	значение и	2	3
145	общения в	3	3
146	только на	4	3
147	и прежде	2	3
148	и значением	6	3
149	на самом	7	3
150	большинстве случаев	5	3
151	к нему	5	3
152	в значительной	2	3
153	того что	4	3
154	того чтобы	6	3
155	для того	6	3
156	тем же	4	3
157	менее всего	3	3
158	мы не	2	3
159	или в	2	3
160	и на	5	3
161	речи и	13	3
162	однако и	2	3
163	чем же	3	3
164	он и	2	3
165	слова в	8	3
166	но ведь	3	3
167	и все	6	3
168	его в	7	3
169	что это	2	3
170	так сказать	14	3
171	это было	2	3
172	от этого	2	3
173	со всею	3	2
174	уже в	2	2
175	самого начала	5	2
176	и более	7	2
177	все более	2	2
178	никогда не	7	2
179	значения в	5	2
180	основная задача	2	2
181	в этих	3	2
182	в качестве	3	2
183	тому что	4	2
184	характерно что	3	2
185	перед нами	3	2
186	столь же	3	2
187	это не	4	2
188	установкой на	2	2
189	в одной	2	2
190	слово как	2	2
191	между ними	2	2
192	и лишь	3	2
193	в учении	2	2
194	именно здесь	2	2
195	в тех	2	2
196	является для	2	2
197	в ее	3	2
198	до конца	2	2
199	с самого	5	2
200	том что	10	2
201	для всего	3	2
202	является не	5	2
203	от него	2	2
204	но не	2	2
205	или же	2	2
206	но как	2	2
207	его из	3	2
208	общения и	2	2
209	к другому	5	2
210	и о	2	2
211	в единстве	4	2
212	без исключения	2	2
213	значения и	3	2
214	мы ни	5	2
215	слова как	2	2
216	в котором	3	2
217	не так	2	2
218	он был	2	2
219	в самый	2	2
220	и тем	4	2
221	не будет	3	2
222	не к	3	2
223	ни в	6	2
224	приводит к	2	2
225	слово и	3	2
226	только высказывание	2	2
227	убедимся что	2	2
228	то ни	5	2
229	и всякое	2	2
230	в той	5	2
231	не имеет	3	2
232	должно быть	3	2
233	дело обстоит	2	2
234	отличие от	3	2
235	в таком	7	2
236	с ними	4	2
237	и то	3	2
238	формы и	2	2
239	от одного	3	2
240	языка не	3	2
241	сказать что	4	2
242	между тем	6	2
243	является в	2	2
244	всякое высказывание	3	2
245	и от	3	2
246	в отличие	3	2
247	высказываний и	2	2
248	к его	2	2
249	основная тенденция	3	2
250	установка на	2	2
251	если же	2	2
252	науки о	2	2
253	речевых выступлений	6	2
254	и это	3	2
255	же является	3	2
256	подхода к	3	2
257	слово в	3	2
258	из него	2	2
