N	2gram	Voloshinov_1	formyVre
1	и в	15	50
2	в этом	13	25
3	в нем	4	24
4	человека в	3	17
5	и его	15	16
6	прежде всего	11	15
7	и не	16	14
8	как мы	10	14
9	вовсе не	2	13
10	как раз	2	13
11	в его	9	13
12	так и	10	12
13	человека и	6	11
14	может быть	13	11
15	таким образом	21	11
16	мы уже	5	11
17	то же	7	11
18	но в	9	10
19	в том	4	9
20	же время	5	9
21	и др	8	9
22	все эти	9	9
23	в то	6	9
24	не только	5	9
25	с его	8	9
26	роль в	6	9
27	ничего не	2	9
28	в самом	6	8
29	его жизни	6	8
30	но и	4	8
31	и на	3	8
32	жизни в	3	8
33	как и	6	8
34	жизни и	5	8
35	ни в	6	8
36	не было	4	7
37	характер и	2	7
38	в условиях	3	7
39	так сказать	3	7
40	все же	5	6
41	это не	2	6
42	в дальнейшем	2	6
43	с ее	3	6
44	не может	13	6
45	так как	9	6
46	у него	3	6
47	с этим	6	6
48	и все	4	6
49	в жизни	5	6
50	во всех	8	6
51	то что	10	6
52	время в	2	6
53	в ее	4	6
54	как в	3	6
55	что в	6	5
56	и другие	2	5
57	не в	4	5
58	значение в	3	5
59	и до	3	5
60	этот процесс	4	5
61	в основе	3	5
62	точки зрения	13	5
63	всех этих	5	5
64	но все	2	5
65	если бы	3	5
66	отнюдь не	2	5
67	но не	5	5
68	еще не	7	5
69	он не	4	5
70	в основном	2	5
71	отношению к	9	5
72	того чтобы	2	5
73	и у	6	5
74	могут быть	6	5
75	жизни но	2	5
76	в своем	2	4
77	мы и	4	4
78	до конца	5	4
79	уже указывали	3	4
80	на этой	2	4
81	все это	5	4
82	конечно и	3	4
83	потому что	4	4
84	и с	7	4
85	в ней	5	4
86	к себе	3	4
87	между собой	4	4
88	конечно не	3	4
89	в процессе	4	4
90	или как	3	4
91	и т.п	2	4
92	том что	5	4
93	и для	2	4
94	и то	2	4
95	только в	6	4
96	в основу	2	3
97	не могут	3	3
98	себя и	3	3
99	в этих	2	3
100	в отношении	2	3
101	большую роль	2	3
102	формы и	2	3
103	к тому	4	3
104	при этом	7	3
105	один из	4	3
106	со всеми	3	3
107	по отношению	11	3
108	отношения к	2	3
109	этом отношении	2	3
110	именно в	3	3
111	чем не	2	3
112	они не	2	3
113	а в	6	3
114	их в	2	3
115	сказать что	6	3
116	одно из	3	3
117	его в	8	3
118	подхода к	2	3
119	в одном	3	3
120	для них	3	3
121	не знает	3	3
122	к этому	7	3
123	в качестве	2	3
124	и потому	8	3
125	что и	2	3
126	вместе с	4	3
127	сих пор	3	3
128	только на	2	3
129	еще более	2	3
130	а не	2	3
131	между ними	2	3
132	мы не	4	3
133	в таком	3	3
134	с другими	5	3
135	нас в	2	3
136	более того	2	3
137	во всяком	4	3
138	и ее	3	3
139	в себе	4	3
140	все его	2	3
141	до сих	3	3
142	совсем не	5	2
143	самого начала	5	2
144	никогда не	7	2
145	в течение	2	2
146	в нашем	3	2
147	его и	2	2
148	точку зрения	4	2
149	что все	5	2
150	с самого	7	2
151	с их	3	2
152	смысле слова	2	2
153	в свою	2	2
154	для него	5	2
155	не без	3	2
156	в целом	2	2
157	отношение к	7	2
158	как по	2	2
159	жизни то	2	2
160	те же	4	2
161	с помощью	9	2
162	во втором	3	2
163	того что	2	2
164	и даже	2	2
165	и по	5	2
166	рядом с	2	2
167	в более	3	2
168	в истории	3	2
169	что мы	2	2
170	мы должны	7	2
171	все то	2	2
172	мир в	2	2
173	с ним	12	2
174	ее целом	3	2
175	всей жизни	4	2
176	во многом	2	2
177	для всех	2	2
178	человека мы	2	2
179	не является	3	2
180	для восприятия	2	2
181	он должен	2	2
182	по себе	2	2
183	в различных	2	2
184	и к	7	2
185	об этом	4	2
186	в чем	4	2
187	одна из	3	2
188	и тех	2	2
189	и может	4	2
190	было бы	6	2
191	на один	2	2
192	так называемый	4	2
193	к ней	2	2
194	в этот	4	2
195	на почве	2	2
196	оно не	2	2
197	в своей	9	2
198	как бы	11	2
199	быть и	2	2
200	ее в	2	2
201	и прежде	5	2
202	совершенно не	2	2
203	в центре	3	2
204	если мы	5	2
205	уже не	5	2
206	с точки	10	2
207	хотя бы	7	2
208	той же	2	2
209	в данном	3	2
210	на себя	2	2
211	в каком	3	2
212	выражение в	2	2
213	далеко не	4	2
214	слова и	2	2
215	дело в	2	2
