N	2gram	Medvedev_F_1	Narrotol
1	не только	7	26
2	а не	10	17
3	но и	7	15
4	в том	6	14
5	при этом	5	14
6	и не	20	14
7	и в	24	13
8	в этом	15	13
9	в частности	4	11
10	только в	2	11
11	может быть	14	10
12	к тому	3	9
13	так и	18	9
14	сводится к	3	9
15	а в	6	9
16	то что	8	8
17	в себе	3	8
18	не может	16	8
19	не в	8	8
20	не сводится	2	7
21	никогда не	4	6
22	в своем	11	6
23	в жизни	3	6
24	прежде всего	22	6
25	и к	4	6
26	того что	5	6
27	в его	23	6
28	со стороны	5	6
29	жизни в	2	6
30	все же	3	6
31	как бы	6	6
32	ничего не	2	6
33	но в	5	6
34	место в	7	5
35	точки зрения	16	5
36	что он	3	5
37	одной стороны	4	5
38	он не	3	5
39	в нем	14	5
40	отношению к	4	5
41	на него	2	5
42	как в	8	5
43	по отношению	4	5
44	таким образом	13	5
45	с одной	4	5
46	тем самым	3	5
47	с другой	5	5
48	в то	9	5
49	не менее	11	4
50	если бы	4	4
51	отнюдь не	6	4
52	в литературе	5	4
53	же в	3	4
54	как и	11	4
55	что в	4	4
56	для него	3	4
57	жизни и	7	4
58	в своей	11	4
59	в ее	8	4
60	то же	10	4
61	уже не	2	4
62	в мире	4	4
63	в этой	6	4
64	и все	6	4
65	как это	6	4
66	с ним	2	4
67	мира в	2	4
68	а как	2	3
69	с его	4	3
70	это не	2	3
71	или иного	3	3
72	одна из	2	3
73	но не	3	3
74	же время	8	3
75	того или	2	3
76	к ней	2	3
77	как раз	2	3
78	один из	3	3
79	в целом	6	3
80	как к	3	3
81	все эти	6	3
82	самом деле	6	3
83	и даже	3	3
84	и его	10	3
85	для других	2	3
86	с этой	4	3
87	между тем	2	3
88	так сказать	3	3
89	и читатель	3	2
90	в душе	2	2
91	же как	2	2
92	только не	2	2
93	гуманитарных науках	2	2
94	в нашем	2	2
95	хотя бы	5	2
96	на фоне	3	2
97	вовсе не	10	2
98	и здесь	6	2
99	в свою	8	2
100	в строгом	2	2
101	и т	12	2
102	и более	2	2
103	к миру	2	2
104	как о	4	2
105	должна быть	7	2
106	еще не	6	2
107	было бы	6	2
108	со всеми	3	2
109	в самом	5	2
110	но для	3	2
111	в него	2	2
112	однако не	2	2
113	оно не	4	2
114	не могло	5	2
115	что и	2	2
116	начала и	2	2
117	в процессе	9	2
118	бытия в	3	2
119	в самую	2	2
120	только на	5	2
121	именно в	8	2
122	у нас	5	2
123	на самом	7	2
124	они не	3	2
125	и что	2	2
126	с точки	13	2
127	так же	4	2
128	как на	4	2
129	мы не	3	2
130	или иначе	2	2
131	но это	3	2
132	в результате	2	2
133	вступает в	2	2
134	в ней	10	2
135	в своих	2	2
136	т п	4	2
137	здесь не	3	2
138	бы в	3	2
139	в области	3	2
140	могло бы	2	2
141	к которому	2	2
