N	2gram	Potebnia_M_3	Psycholo
1	то что	18	44
2	и в	30	33
3	в этом	10	28
4	как бы	3	25
5	и что	10	25
6	потому что	46	24
7	для того	4	23
8	может быть	28	22
9	том что	18	22
10	того чтобы	3	22
11	что в	17	21
12	в том	32	21
13	о том	2	20
14	что он	6	20
15	и мы	2	15
16	только что	8	15
17	что это	4	13
18	таким образом	14	13
19	и не	15	13
20	так же	3	13
21	сказать что	5	13
22	то есть	34	13
23	все это	4	13
24	к тому	7	12
25	в самом	8	12
26	и все	3	12
27	так как	13	12
28	было бы	9	12
29	самом деле	2	12
30	что все	3	11
31	он не	4	11
32	на то	2	10
33	что она	3	10
34	не может	6	10
35	в его	4	10
36	если бы	12	10
37	в этой	2	9
38	и если	2	9
39	по себе	16	9
40	то же	23	9
41	в каком	5	8
42	вместе с	12	8
43	в своем	5	7
44	для нас	20	7
45	так что	7	7
46	в нем	9	7
47	не только	21	7
48	перед нами	2	6
49	тому что	3	6
50	что они	2	6
51	в ней	8	6
52	и т	5	6
53	точки зрения	2	6
54	что мы	8	6
55	когда мы	2	6
56	во время	2	6
57	как на	5	6
58	у него	2	6
59	мы видим	2	6
60	мы должны	4	6
61	никак не	3	6
62	а не	15	6
63	в себе	16	6
64	что эта	2	6
65	в какой	2	5
66	и как	5	5
67	в целом	3	5
68	целый ряд	2	5
69	мы не	9	5
70	что для	4	5
71	и на	3	5
72	вовсе не	7	5
73	с ним	6	5
74	мы можем	3	5
75	с этим	6	5
76	связь с	3	5
77	это и	2	5
78	как и	10	5
79	и может	3	5
80	мы уже	2	5
81	и его	4	5
82	все же	2	5
83	и это	4	5
84	и есть	3	4
85	это в	2	4
86	а b	4	4
87	так например	2	4
88	b с	4	4
89	том чтобы	2	4
90	из них	6	4
91	жизни и	2	4
92	а в	12	4
93	того что	18	4
94	с этой	2	4
95	с тем	7	4
96	на нас	2	4
97	к этому	3	4
98	об этом	2	4
99	никто не	3	4
100	и о	2	4
101	не будет	3	4
102	в своей	2	4
103	на него	3	4
104	как мы	7	4
105	что не	8	4
106	той же	2	4
107	в таком	3	4
108	по поводу	4	4
109	могла бы	2	4
110	только в	21	4
111	слова и	5	4
112	в которой	3	4
113	не то	3	4
114	это было	3	4
115	сама по	2	3
116	с одной	7	3
117	что оно	11	3
118	точно так	12	3
119	что именно	4	3
120	ни в	2	3
121	должно быть	5	3
122	не можем	3	3
123	одной стороны	3	3
124	например в	6	3
125	вслед за	3	3
126	был бы	2	3
127	то это	6	3
128	но и	19	3
129	и до	2	3
130	не было	4	3
131	в которых	2	3
132	их в	2	3
133	с но	3	3
134	в то	10	3
135	его в	3	3
136	та же	2	3
137	нет ни	2	3
138	том как	3	3
139	смысле этого	7	3
140	бы мы	2	3
141	в одном	2	3
142	говорить о	3	3
143	но не	7	3
144	указывает на	6	3
145	до сих	3	3
146	она не	2	3
147	он говорит	2	3
148	что и	13	3
149	сих пор	3	3
150	так и	11	3
151	как в	10	3
152	тем самым	7	3
153	от этого	2	3
154	тем что	7	3
155	в виде	2	3
156	эти слова	2	3
157	еще раз	2	3
158	т п	2	3
159	далеко не	4	3
160	этого слова	11	3
161	место в	3	2
162	уже в	5	2
163	столь же	4	2
164	с другой	7	2
165	и от	4	2
166	из этих	9	2
167	была бы	4	2
168	на все	2	2
169	прежде всего	3	2
170	для понимания	4	2
171	но все	2	2
172	же время	5	2
173	при этом	3	2
174	в действительности	5	2
175	заключить что	2	2
176	и та	2	2
177	и той	2	2
178	и почему	2	2
179	в котором	4	2
180	один из	4	2
181	но мы	2	2
182	нам кажется	2	2
183	от одной	2	2
184	мысли о	2	2
185	в их	2	2
186	другой стороны	4	2
187	быть не	2	2
188	т д	3	2
189	именно в	3	2
190	те же	6	2
191	образом в	3	2
192	к другой	3	2
193	и наконец	2	2
194	не имеет	6	2
195	есть только	5	2
196	и с	2	2
197	одно из	5	2
198	не в	15	2
199	и потому	4	2
200	бы не	4	2
201	слово в	4	2
202	сам по	5	2
203	что ни	2	2
204	а как	2	2
205	только не	2	2
206	в них	5	2
207	заставляет нас	2	2
208	думать что	5	2
209	в ее	2	2
210	в искусстве	3	2
211	тем и	3	2
212	что при	3	2
213	можно сказать	3	2
214	должно было	2	2
215	даже в	2	2
216	не все	4	2
217	с таким	2	2
218	со стороны	3	2
219	в словах	3	2
220	а с	2	2
221	что поэт	2	2
222	одной и	4	2
223	то время	4	2
224	слов в	2	2
225	тому как	5	2
226	и то	8	2
227	связи с	2	2
