N	2gram	Vygotskiy__2	FransuaR
1	и в	32	40
2	то есть	21	18
3	и его	7	17
4	в романе	2	15
5	в этом	13	15
6	не только	12	13
7	и не	10	13
8	в его	2	13
9	что в	20	12
10	вовсе не	2	12
11	как и	10	11
12	но и	10	11
13	таким образом	21	10
14	в них	2	9
15	и все	4	9
16	в сущности	7	9
17	может быть	18	9
18	он не	6	9
19	отношение к	2	8
20	в том	37	8
21	и до	4	8
22	все эти	7	8
23	и с	4	8
24	той же	8	8
25	и на	5	8
26	но в	3	8
27	в одном	2	7
28	то же	13	7
29	в виду	3	7
30	в этих	2	6
31	же время	2	6
32	в самом	12	6
33	во всех	3	6
34	в своей	3	6
35	и других	3	6
36	в то	5	6
37	до конца	3	6
38	он говорит	5	6
39	мы видим	4	5
40	как раз	5	5
41	в нем	4	5
42	то что	21	5
43	начала и	2	5
44	не было	2	5
45	те же	6	5
46	а не	7	5
47	и для	4	5
48	в основе	11	5
49	в своих	9	5
50	в особенности	2	5
51	том что	21	4
52	до сих	5	4
53	было бы	11	4
54	в ней	5	4
55	из них	4	4
56	ни в	2	4
57	один из	3	4
58	жизни и	4	4
59	сих пор	5	4
60	в их	3	4
61	все это	5	4
62	так в	2	4
63	еще более	3	4
64	роль в	2	4
65	только на	5	4
66	о том	6	4
67	в данном	4	4
68	того чтобы	14	4
69	и даже	5	4
70	из всех	2	4
71	также и	2	4
72	и здесь	2	4
73	так как	12	4
74	с его	2	3
75	если бы	6	3
76	в частности	3	3
77	и от	2	3
78	и к	3	3
79	об этом	3	3
80	в ее	2	3
81	но это	2	3
82	в этой	6	3
83	для этого	3	3
84	еще не	2	3
85	вплоть до	2	3
86	никак не	4	3
87	и следовательно	2	3
88	как бы	6	3
89	что и	17	3
90	вместе с	2	3
91	так и	3	3
92	как в	9	3
93	не может	17	3
94	а в	4	3
95	на самом	5	3
96	там где	2	3
97	мы находим	2	3
98	самом деле	16	3
99	для того	13	3
100	и как	7	3
101	не так	2	3
102	можно было	7	3
103	сказать что	7	3
104	между тем	4	3
105	тем что	9	3
106	при этом	13	3
107	в себе	2	3
108	во всем	3	3
109	только в	7	3
110	не понимает	2	3
111	в конце	3	3
112	в свете	2	3
113	их в	2	3
114	отличие от	2	3
115	в других	2	3
116	слова в	2	2
117	из самых	2	2
118	не менее	8	2
119	представление о	3	2
120	и этот	2	2
121	с в	2	2
122	сравнению с	2	2
123	в состоянии	2	2
124	хотя бы	3	2
125	с другой	3	2
126	это не	2	2
127	и так	3	2
128	он с	2	2
129	это в	2	2
130	образом в	3	2
131	что он	13	2
132	и вот	3	2
133	мы знаем	7	2
134	все же	4	2
135	даны в	2	2
136	на этом	3	2
137	но не	2	2
138	все что	2	2
139	и сам	4	2
140	вот этот	2	2
141	например в	3	2
142	на его	2	2
143	к нему	2	2
144	и той	4	2
145	считает что	2	2
146	из этого	4	2
147	том же	2	2
148	думать что	3	2
149	в целом	4	2
150	не к	3	2
151	данном случае	4	2
152	жизни с	3	2
153	как нечто	2	2
154	в нашей	3	2
155	в языке	4	2
156	и далее	2	2
157	при анализе	2	2
158	или же	3	2
159	этом отношении	5	2
160	одной и	4	2
161	здесь мы	2	2
162	должны быть	3	2
163	и у	2	2
164	форму и	2	2
165	что для	7	2
166	потому что	21	2
167	говорит он	4	2
168	материал и	2	2
169	он в	3	2
170	он дает	2	2
171	с этим	4	2
172	но он	3	2
173	точки зрения	17	2
174	и ее	3	2
175	но как	3	2
176	по сравнению	2	2
177	с того	2	2
178	далеко не	5	2
179	как он	2	2
180	и это	4	2
181	в которой	2	2
182	того же	2	2
183	мы не	3	2
