N	2gram	Trubetskoy_1	Problema
1	и в	14	44
2	и не	19	35
3	не есть	3	35
4	может быть	9	28
5	потому что	5	25
6	по себе	2	25
7	не просто	2	23
8	то что	13	23
9	в том	17	21
10	только в	5	19
11	а не	2	18
12	в этом	17	17
13	для нас	2	16
14	даже и	2	16
15	и даже	2	14
16	не только	9	14
17	и то	4	14
18	не в	4	13
19	и т	3	13
20	то же	11	13
21	так что	2	12
22	той или	3	12
23	но в	2	12
24	том что	9	12
25	то это	3	10
26	но и	10	10
27	отнюдь не	7	10
28	как и	4	10
29	и от	2	9
30	и тем	2	9
31	в нем	5	9
32	и с	7	9
33	как бы	4	9
34	так как	4	9
35	что он	6	9
36	в то	10	9
37	в его	4	9
38	что и	3	9
39	в данном	7	9
40	во всяком	9	9
41	таким образом	11	9
42	сама по	2	8
43	что в	4	8
44	или иной	5	8
45	ни в	2	8
46	того что	3	8
47	но это	2	8
48	было бы	5	8
49	он не	5	8
50	что же	4	8
51	в себе	9	8
52	связи с	3	8
53	данном случае	3	7
54	не может	22	7
55	уже не	2	7
56	все эти	2	7
57	и что	2	7
58	мы должны	7	7
59	с ним	2	7
60	указывает на	2	7
61	и потому	3	7
62	на самом	6	7
63	никогда не	5	6
64	для этого	3	6
65	то ни	4	6
66	и если	7	6
67	но если	3	6
68	всяком случае	6	6
69	жизни и	4	6
70	и только	5	6
71	того или	2	6
72	ясно что	2	6
73	и к	6	6
74	о том	7	6
75	все же	4	6
76	мы можем	2	6
77	в виде	3	6
78	не было	3	5
79	в конце	3	5
80	да и	3	5
81	что они	3	5
82	с тем	6	5
83	и есть	2	5
84	в ней	2	5
85	все это	6	5
86	в своем	6	5
87	а в	5	5
88	точки зрения	11	5
89	этом случае	3	5
90	в таком	2	5
91	еще не	3	5
92	и о	2	5
93	в своей	5	5
94	так же	2	5
95	только на	2	5
96	тем самым	2	5
97	он сам	3	4
98	можно ли	3	4
99	но даже	2	4
100	тому что	2	4
101	при этом	5	4
102	совершенно не	2	4
103	отличается от	2	4
104	и является	2	4
105	бы то	4	4
106	мы уже	2	4
107	только с	2	4
108	или в	3	4
109	можно было	4	4
110	тем что	3	4
111	ни от	2	4
112	что это	3	3
113	точно так	2	3
114	прежде всего	8	3
115	на то	5	3
116	к тому	7	3
117	и как	3	3
118	это есть	2	3
119	с самим	2	3
120	в этой	4	3
121	для него	6	3
122	в самом	3	3
123	вся эта	2	3
124	отношения к	2	3
125	не так	2	3
126	что для	3	3
127	самого себя	7	3
128	его в	4	3
129	конце концов	3	3
130	и ни	3	3
131	в порядке	2	3
132	ни к	7	3
133	если бы	6	3
134	или иного	2	3
135	о которых	3	3
136	говорить о	3	3
137	то в	3	3
138	но не	4	3
139	в качестве	3	3
140	там и	2	3
141	она не	2	3
142	быть и	2	3
143	из этого	3	3
144	если не	2	3
145	самом деле	7	3
146	и тогда	2	3
147	что такое	2	3
148	хотя бы	5	3
149	этот вопрос	2	3
150	которой она	2	3
151	как будто	2	3
152	в таких	2	3
153	если же	2	3
154	идет речь	4	3
155	именно в	3	2
156	в частности	2	2
157	в этих	2	2
158	все они	3	2
159	что все	3	2
160	всех этих	3	2
161	он будет	4	2
162	до сих	5	2
163	является не	2	2
164	в котором	2	2
165	друг от	2	2
166	из них	3	2
167	от того	4	2
168	в их	4	2
169	от нас	2	2
170	что оно	3	2
171	бы нас	2	2
172	и по	3	2
173	друг друга	3	2
174	как на	8	2
175	в результате	2	2
176	ведь в	2	2
177	с этим	2	2
178	в начале	2	2
179	настоящее время	2	2
180	нисколько не	2	2
181	и более	2	2
182	для них	3	2
183	это в	2	2
184	были бы	2	2
185	и во	3	2
186	с нею	3	2
187	при условии	3	2
188	она может	3	2
189	по существу	5	2
190	и при	6	2
191	от него	2	2
192	есть и	2	2
193	от друга	2	2
194	мы говорили	3	2
195	во всех	5	2
196	собой а	3	2
197	в настоящее	2	2
198	только к	3	2
199	для нее	2	2
200	для себя	2	2
201	себя в	4	2
202	вместе с	4	2
203	сих пор	5	2
204	на основании	2	2
205	даже не	2	2
206	даже если	2	2
207	а с	2	2
208	из которых	5	2
209	и для	6	2
210	с точки	9	2
211	свое собственное	2	2
212	в другом	3	2
213	и состоит	2	2
