N	2gram	Ircho_Kome_3	Myslijsy
1	потому что	10	52
2	и в	22	39
3	может быть	6	27
4	в том	12	26
5	что в	5	22
6	не может	3	22
7	а не	4	21
8	так как	11	21
9	не только	5	21
10	в нем	3	20
11	но и	4	20
12	и не	21	18
13	том что	13	16
14	так что	6	16
15	не в	4	15
16	в этом	8	15
17	если бы	8	14
18	отношению к	3	13
19	так и	4	13
20	по отношению	5	13
21	в себе	4	13
22	таким образом	12	13
23	было бы	3	12
24	мы не	2	10
25	что не	3	10
26	то что	4	10
27	как в	2	10
28	и что	6	10
29	как и	3	9
30	тем что	5	9
31	но в	5	9
32	в одном	2	8
33	вместе с	9	8
34	со стороны	11	8
35	точки зрения	4	8
36	с другой	4	7
37	в ней	4	7
38	с этим	3	7
39	это не	2	7
40	не менее	5	6
41	от нее	3	6
42	тем не	3	6
43	еще не	6	6
44	как бы	3	6
45	что и	8	6
46	все же	4	6
47	и т	4	6
48	бы не	2	6
49	то же	7	6
50	при этом	7	6
51	с тем	4	5
52	из себя	3	5
53	вовсе не	4	5
54	несмотря на	4	5
55	в его	8	5
56	то это	5	5
57	другой стороны	2	5
58	во всех	2	5
59	так же	4	5
60	а в	7	5
61	и для	4	5
62	не имеет	3	5
63	друг друга	4	5
64	и его	6	5
65	в таком	2	5
66	между тем	2	5
67	если же	2	5
68	не могут	2	4
69	никогда не	3	4
70	однако в	4	4
71	прежде всего	5	4
72	в свою	7	4
73	свою очередь	6	4
74	же время	5	4
75	к тому	6	4
76	от того	2	4
77	в своих	2	4
78	не по	7	4
79	т п	4	4
80	не было	2	4
81	и даже	3	4
82	все остальные	2	4
83	в то	6	4
84	что мы	2	4
85	бы в	4	4
86	только для	2	3
87	прежде чем	3	3
88	к одной	2	3
89	тому что	2	3
90	в них	3	3
91	столь же	3	3
92	и во	2	3
93	и это	2	3
94	самого начала	4	3
95	с самого	4	3
96	в этой	3	3
97	в своем	8	3
98	того же	6	3
99	если мы	2	3
100	она не	2	3
101	одной стороны	3	3
102	в своей	5	3
103	для того	6	3
104	в мире	2	3
105	связи с	5	3
106	в самом	9	3
107	на него	4	3
108	и без	2	3
109	по мнению	2	3
110	то ни	3	3
111	с одной	3	3
112	но при	2	3
113	не мог	2	3
114	к этой	2	3
115	не так	3	3
116	что для	2	3
117	с ним	5	3
118	в глазах	8	3
119	во всяком	3	3
120	хотя и	5	3
121	он не	5	3
122	с точки	3	3
123	и все	2	3
124	том как	3	3
125	и с	4	3
126	под влиянием	2	2
127	нисколько не	3	2
128	нуждается в	2	2
129	с этой	3	2
130	одного из	3	2
131	бы то	2	2
132	стороны и	2	2
133	на то	3	2
134	а как	2	2
135	но если	3	2
136	о его	2	2
137	как мы	2	2
138	ни было	2	2
139	не зная	3	2
140	в г	2	2
141	но все	4	2
142	за ним	2	2
143	если не	3	2
144	не будет	2	2
145	человека не	2	2
146	чем в	3	2
147	все что	3	2
148	после этого	2	2
149	того чтобы	6	2
150	в сущности	2	2
151	за пределы	2	2
152	и о	2	2
153	и если	2	2
154	одним из	2	2
155	к ней	8	2
156	ли в	2	2
157	в виду	2	2
158	в целом	3	2
159	в отношениях	2	2
160	из этого	2	2
161	на основании	2	2
162	в их	2	2
163	только что	7	2
164	что к	4	2
165	тем более	4	2
166	не могла	3	2
167	из того	3	2
168	ни малейшего	3	2
169	в течение	3	2
170	на этот	3	2
171	тем же	3	2
172	хотя бы	4	2
173	к ним	3	2
174	в начале	3	2
175	видно что	2	2
176	его на	2	2
177	о том	8	2
178	нет ничего	2	2
179	в которой	3	2
180	в других	3	2
181	мы можем	3	2
