N	2gram	Bakhtin_Fr_4	Problemy
1	и в	29	43
2	и не	16	29
3	может быть	2	23
4	как бы	8	22
5	не может	2	18
6	но и	9	14
7	как и	12	14
8	точки зрения	4	13
9	в этом	11	13
10	что он	4	13
11	в нем	5	12
12	не только	10	11
13	прежде всего	8	10
14	и на	11	10
15	но в	12	10
16	в его	8	10
17	как мы	10	10
18	никогда не	2	9
19	в большинстве	6	9
20	еще не	4	9
21	в сущности	6	9
22	он не	3	9
23	большинстве случаев	5	8
24	то же	10	8
25	с точки	2	8
26	и его	8	8
27	или в	2	8
28	перед нами	4	7
29	и сам	3	7
30	в то	10	7
31	то что	4	7
32	в этих	2	6
33	в том	7	6
34	при этом	3	6
35	в котором	2	6
36	и наконец	2	6
37	и все	13	6
38	у него	5	6
39	что я	2	6
40	здесь не	3	6
41	так сказать	2	6
42	да и	2	5
43	же время	8	5
44	хотя и	2	5
45	у меня	2	5
46	к нему	3	5
47	все это	4	5
48	таким образом	20	5
49	все эти	9	5
50	рядом с	5	5
51	и с	9	5
52	но здесь	2	5
53	вовсе не	9	5
54	о том	2	5
55	но не	2	5
56	слов и	3	5
57	мы увидим	2	5
58	в той	2	5
59	в слове	2	5
60	в себе	3	5
61	в своем	3	4
62	с другой	4	4
63	к тому	2	4
64	до конца	5	4
65	но это	4	4
66	вот как	2	4
67	в словах	2	4
68	в результате	4	4
69	их в	2	4
70	же и	3	4
71	но он	6	4
72	во время	10	4
73	так как	7	4
74	то есть	21	4
75	а как	2	4
76	с его	4	4
77	в них	7	4
78	видеть и	2	4
79	в своей	5	4
80	том же	2	4
81	если же	2	4
82	и до	5	4
83	но эти	2	4
84	не на	2	4
85	там где	3	4
86	между ними	2	4
87	как раз	2	4
88	только в	2	4
89	далеко не	5	4
90	и это	2	4
91	же не	2	4
92	это не	5	3
93	в одной	2	3
94	есть и	4	3
95	он был	2	3
96	такой же	3	3
97	есть в	2	3
98	более или	3	3
99	о своей	2	3
100	кроме того	2	3
101	в виду	2	3
102	и со	2	3
103	уже говорили	5	3
104	и их	3	3
105	образом и	3	3
106	в их	2	3
107	и даже	3	3
108	он и	5	3
109	и здесь	3	3
110	его в	9	3
111	с ним	2	3
112	в жизни	2	3
113	в приведенном	2	3
114	в различных	2	3
115	и к	2	3
116	в романе	10	3
117	того же	5	3
118	здесь в	6	3
119	тот же	3	3
120	мы уже	10	3
121	все же	3	3
122	себя в	2	3
123	так и	11	3
124	или менее	3	3
125	приведенном нами	2	3
126	в себя	2	3
127	уже не	2	3
128	другой стороны	3	3
129	также и	4	3
130	и для	2	3
131	той же	3	3
132	тем что	4	3
133	и этим	2	3
134	в эту	3	3
135	уже в	2	2
136	их с	2	2
137	его и	2	2
138	что у	3	2
139	в конце	9	2
140	в образе	4	2
141	его к	2	2
142	ни в	2	2
143	и как	3	2
144	в узком	3	2
145	времени и	2	2
146	мы здесь	2	2
147	что это	5	2
148	и др	4	2
149	того что	3	2
150	так же	7	2
151	особенно в	3	2
152	с ними	3	2
153	в своих	2	2
154	сказать что	5	2
155	и так	3	2
156	из них	6	2
157	но этот	2	2
158	как он	2	2
159	уже и	2	2
160	это место	5	2
161	превращается в	3	2
162	но конечно	3	2
163	а затем	3	2
164	и при	2	2
165	мы сказали	2	2
166	по своему	4	2
167	в которые	2	2
168	то время	2	2
169	ведь это	3	2
170	конечно не	4	2
171	и о	5	2
172	вы и	2	2
173	которую он	4	2
174	конце концов	4	2
175	дело в	2	2
176	как в	2	2
177	им в	2	2
178	узком смысле	2	2
179	и они	3	2
180	том что	3	2
181	и эта	2	2
182	здесь с	2	2
183	и то	2	2
184	мы можем	3	2
185	бы не	2	2
