N	2gram	Vygotskiy__6	Vladivir
1	и в	28	40
2	то что	28	28
3	и не	11	25
4	не только	16	25
5	у него	2	24
6	но и	10	18
7	в том	28	18
8	том что	19	18
9	что в	17	17
10	в этом	27	16
11	так что	6	14
12	в его	3	14
13	не может	19	14
14	точки зрения	13	13
15	только в	18	13
16	сказать что	13	12
17	в конце	2	12
18	никогда не	8	11
19	таким образом	18	11
20	потому что	22	11
21	прежде всего	2	10
22	это есть	3	10
23	как раз	6	10
24	и его	3	10
25	не менее	2	9
26	и то	4	9
27	в своей	2	9
28	в себе	4	9
29	в своем	7	8
30	в этой	5	8
31	для него	6	8
32	может быть	13	8
33	так же	15	8
34	и что	6	8
35	раз и	2	8
36	он не	7	8
37	как мы	10	8
38	а не	3	8
39	что все	5	7
40	к тому	10	7
41	а только	2	7
42	и как	6	7
43	несмотря на	2	7
44	хотя и	3	7
45	а в	2	7
46	в своих	3	7
47	так как	10	7
48	с тем	5	7
49	того что	24	7
50	в то	6	7
51	что и	4	7
52	вместе с	7	7
53	как и	6	7
54	и здесь	3	6
55	и на	5	6
56	и от	2	6
57	по себе	3	6
58	то в	5	6
59	так и	6	6
60	с точки	10	6
61	но это	2	6
62	с другой	2	5
63	для нас	2	5
64	но если	4	5
65	отношения к	3	5
66	в отношении	10	5
67	все эти	2	5
68	в одном	2	5
69	что он	18	5
70	у нас	2	5
71	мы уже	2	5
72	еще в	2	5
73	только на	2	5
74	можно было	7	5
75	в данном	2	5
76	тем что	8	5
77	тому что	11	4
78	вопрос о	5	4
79	на то	4	4
80	что если	2	4
81	до конца	3	4
82	мог бы	3	4
83	в самом	8	4
84	возникает вопрос	2	4
85	в котором	2	4
86	от того	10	4
87	не имеет	6	4
88	мы должны	3	4
89	как это	3	4
90	и все	5	4
91	не с	2	4
92	по существу	2	4
93	чем в	2	4
94	но не	10	4
95	то время	6	4
96	еще не	8	4
97	было бы	9	4
98	то же	7	4
99	если мы	2	4
100	все же	2	4
101	но в	5	4
102	я не	4	3
103	же как	6	3
104	независимо от	3	3
105	в качестве	4	3
106	это не	5	3
107	само собой	2	3
108	из этих	3	3
109	мы знаем	4	3
110	является не	2	3
111	при этом	3	3
112	как бы	11	3
113	и тем	5	3
114	в нем	7	3
115	мы видели	8	3
116	отличается от	3	3
117	в связи	2	3
118	и только	3	3
119	именно в	4	3
120	как на	3	3
121	же самое	6	3
122	мы имеем	4	3
123	если бы	7	3
124	этом смысле	2	3
125	оно не	4	3
126	ее в	2	3
127	он мог	2	3
128	того чтобы	10	3
129	не в	4	3
130	и вообще	2	3
131	не прямо	2	3
132	в чем	6	3
133	он сам	2	2
134	не могут	5	2
135	но на	2	2
136	в нашем	4	2
137	в этих	2	2
138	с этой	2	2
139	что на	4	2
140	мы и	4	2
141	но что	4	2
142	в нашей	3	2
143	должен был	3	2
144	и наконец	2	2
145	не иначе	4	2
146	себе и	2	2
147	в целом	3	2
148	только то	3	2
149	является как	3	2
150	в их	3	2
151	другой стороны	2	2
152	в разных	5	2
153	которых мы	2	2
154	можно только	2	2
155	но только	2	2
156	и по	3	2
157	друг друга	4	2
158	время как	5	2
159	этом отношении	3	2
160	больше чем	3	2
161	к его	2	2
162	но как	3	2
163	по своей	3	2
164	что мы	11	2
165	его в	6	2
166	бы в	3	2
167	понятие о	2	2
168	вся система	2	2
169	с его	3	2
170	и более	2	2
171	знаем что	4	2
172	но когда	2	2
173	с этим	4	2
174	этого факта	2	2
175	но мы	3	2
176	а и	2	2
177	и к	6	2
178	остановиться на	3	2
179	в силу	17	2
180	того же	7	2
181	она не	2	2
182	из них	2	2
183	употребляет слово	2	2
184	в сущности	7	2
185	только к	3	2
186	из этого	2	2
187	только что	2	2
188	не на	2	2
189	но с	2	2
190	тем самым	8	2
191	для того	8	2
192	мы не	6	2
193	от этого	3	2
194	когда оно	2	2
195	в другом	2	2
196	связи с	3	2
197	что эта	2	2
198	в которой	7	2
199	как с	2	2
