N	3gram	Losev_Prob_1	Psycholo
1	для того чтобы	8	19
2	в том что	5	12
3	о том что	5	10
4	в самом деле	2	7
5	то же самое	9	6
6	на то что	8	6
7	что в нем	3	5
8	на самом деле	4	5
9	с точки зрения	3	4
10	можно было бы	2	4
11	то что он	3	3
12	так же как	2	3
13	и в этом	2	3
14	точно так же	4	3
15	во всяком случае	3	3
16	в конце концов	4	3
17	сама по себе	4	3
18	мы никогда не	3	3
19	то что мы	6	3
20	до сих пор	3	3
21	то что в	3	3
22	и что в	2	3
23	сами по себе	3	3
24	во всех этих	2	2
25	сам по себе	7	2
26	нисколько не больше	2	2
27	и т д	10	2
28	о том как	2	2
29	с другой стороны	3	2
30	и если мы	3	2
31	и в самом	2	2
32	что может быть	2	2
33	не только не	3	2
