N	2gram	Tiupa_Narr_1	Istorich
1	что он	3	24
2	не только	31	18
3	может быть	15	17
4	никогда не	4	15
5	и в	11	15
6	мы имеем	3	15
7	но и	27	14
8	что в	3	12
9	а в	13	12
10	то что	9	12
11	об этом	6	11
12	в этих	2	11
13	и не	23	11
14	в этом	12	11
15	то же	8	10
16	еще не	4	9
17	все же	4	9
18	потому что	5	9
19	связи с	2	8
20	один из	6	8
21	он не	3	8
22	мы можем	2	8
23	том что	7	7
24	в нем	4	7
25	вместе с	2	7
26	сих пор	2	7
27	не в	6	7
28	ничего не	2	7
29	до сих	2	6
30	в его	6	6
31	как бы	6	6
32	в том	8	6
33	только в	12	6
34	но в	7	6
35	прежде всего	4	5
36	в одном	4	5
37	к тому	6	5
38	как в	4	5
39	она не	2	5
40	этого не	2	5
41	так и	5	5
42	не может	8	5
43	в связи	2	5
44	а не	13	5
45	к нему	4	5
46	в русской	3	5
47	представляет собой	8	5
48	его и	2	4
49	но они	3	4
50	у него	7	4
51	в этой	6	4
52	при этом	19	4
53	в ней	4	4
54	о нем	3	4
55	у нее	4	4
56	дело не	2	4
57	и с	3	4
58	и на	5	4
59	в себе	6	4
60	как она	2	4
61	в качестве	14	3
62	не мог	6	3
63	и его	10	3
64	из этих	4	3
65	на то	2	3
66	как это	3	3
67	по мере	2	3
68	о том	4	3
69	отношению к	3	3
70	по отношению	3	3
71	так в	4	3
72	того что	4	3
73	роль в	2	3
74	мы не	3	3
75	тому как	3	3
76	подобно тому	3	3
77	он и	2	3
78	как будто	3	3
79	что мы	2	3
80	представляют собой	3	3
81	тот кто	2	2
82	зависит от	2	2
83	не было	3	2
84	на другой	5	2
85	о своей	2	2
86	перед нами	5	2
87	с другой	2	2
88	это не	3	2
89	в жизни	3	2
90	к себе	4	2
91	о его	2	2
92	что у	4	2
93	да и	2	2
94	именно в	3	2
95	как и	13	2
96	одна из	4	2
97	но не	4	2
98	того чтобы	4	2
99	и для	2	2
100	в сущности	2	2
101	а также	6	2
102	хотя бы	2	2
103	с ее	2	2
104	из них	4	2
105	не могла	2	2
106	и только	2	2
107	другой стороны	2	2
108	ключ к	2	2
109	человека в	2	2
110	также не	2	2
111	самом деле	3	2
112	тем самым	5	2
113	к чему	3	2
114	или в	6	2
115	с ними	2	2
116	и то	3	2
117	сказать что	2	2
118	состоит в	10	2
119	и ее	3	2
120	слова в	4	2
121	здесь не	2	2
122	так сказать	2	2
123	в особенности	2	2
124	их в	3	2
125	тому же	6	2
