N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	45	29
2	то есть	50	21
3	таким образом	11	20
4	и не	42	16
5	как и	14	12
6	и т.п	6	12
7	но в	6	12
8	так и	3	11
9	и на	7	11
10	в этом	20	11
11	то же	5	10
12	как мы	8	10
13	в романе	3	10
14	мы уже	3	10
15	в то	5	10
16	не только	16	10
17	вовсе не	7	9
18	в конце	4	9
19	но и	15	9
20	все эти	4	9
21	и с	7	9
22	его в	3	9
23	же время	3	8
24	прежде всего	11	8
25	в его	22	8
26	и его	8	8
27	как бы	15	8
28	в них	4	7
29	мы видели	3	7
30	так же	5	7
31	в том	8	7
32	так как	5	7
33	из них	9	6
34	в большинстве	2	6
35	здесь в	2	6
36	в сущности	7	6
37	поэтому и	3	5
38	у него	6	5
39	все они	4	5
40	это не	3	5
41	до конца	7	5
42	и о	2	5
43	далеко не	4	5
44	в нем	20	5
45	уже говорили	2	5
46	в своей	6	5
47	и до	4	5
48	большинстве случаев	2	5
49	и по	2	5
50	рядом с	3	5
51	сказать что	5	5
52	он и	4	5
53	перед нами	4	4
54	только для	2	4
55	с его	8	4
56	в нашем	2	4
57	в образе	3	4
58	в литературе	6	4
59	что он	7	4
60	но это	2	4
61	есть и	3	4
62	еще не	9	4
63	которую он	3	4
64	конце концов	3	4
65	и др	4	4
66	один из	2	4
67	то что	5	4
68	жизни и	15	4
69	конечно не	6	4
70	все это	5	4
71	и одновременно	2	4
72	жизнь и	3	4
73	связан с	2	4
74	в результате	3	4
75	тем что	2	4
76	точки зрения	19	4
77	мы слышим	2	4
78	в которой	2	4
79	том числе	2	3
80	тому как	2	3
81	все время	3	3
82	что образ	2	3
83	в своем	5	3
84	превращается в	4	3
85	отметить что	2	3
86	с начала	2	3
87	с ее	3	3
88	и здесь	2	3
89	что у	4	3
90	в ее	3	3
91	все же	4	3
92	но как	2	3
93	том что	7	3
94	и как	2	3
95	в дальнейшем	2	3
96	мы видим	2	3
97	мы можем	4	3
98	и сам	3	3
99	тот же	2	3
100	того что	3	3
101	здесь и	2	3
102	и их	6	3
103	он не	9	3
104	к нему	11	3
105	начала и	2	3
106	здесь не	2	3
107	за счет	2	3
108	как к	2	3
109	при этом	2	3
110	и других	3	3
111	и вот	2	3
112	образом в	2	3
113	и даже	3	3
114	что значит	2	3
115	с ними	4	3
116	конечно и	2	3
117	в ней	7	3
118	подобно тому	2	3
119	в себе	5	3
120	там где	6	3
121	в чем	2	3
122	уже в	4	2
123	бы не	3	2
124	сам он	2	2
125	и другие	4	2
126	к этому	4	2
127	числе и	2	2
128	в этих	4	2
129	жизни в	2	2
130	другими словами	2	2
131	нового времени	3	2
132	в жизни	3	2
133	и со	2	2
134	со своими	6	2
135	а как	4	2
136	у вас	2	2
137	о мире	5	2
138	и к	2	2
139	им в	4	2
140	одной из	2	2
141	но только	2	2
142	ни в	2	2
143	что они	3	2
144	есть в	8	2
145	именно в	3	2
146	но не	6	2
147	не может	24	2
148	на его	5	2
149	может быть	18	2
150	же вы	3	2
151	хотя и	2	2
152	у меня	3	2
153	никогда не	17	2
154	уже не	6	2
155	в виду	2	2
156	все те	2	2
157	в котором	7	2
158	со стороны	4	2
159	на них	2	2
160	и для	2	2
161	себя в	2	2
162	всего романа	2	2
163	ни с	2	2
164	его и	3	2
165	в словах	2	2
166	как в	4	2
167	в их	4	2
168	как раз	6	2
169	не на	4	2
170	мир в	2	2
171	в особенности	2	2
172	с образом	3	2
173	в той	3	2
174	они не	2	2
175	и у	2	2
176	и эта	3	2
177	с точки	9	2
178	между ними	4	2
179	друг друга	7	2
180	как на	2	2
181	или в	2	2
182	в своих	4	2
183	их в	7	2
184	в основе	2	2
185	в одной	5	2
186	даже и	2	2
187	еще раз	3	2
188	только в	9	2
189	мы сказали	3	2
190	о том	3	2
191	для правильного	2	2
192	как он	4	2
193	так сказать	7	2
194	с ним	8	2
195	правильного понимания	2	2
