N	2gram	Bakhtin_fo_2	Myslijsy
1	то есть	10	34
2	потому что	8	33
3	то что	7	29
4	может быть	7	26
5	таким образом	3	24
6	в том	10	23
7	и в	46	23
8	в этом	22	23
9	и не	9	18
10	что в	5	17
11	при этом	6	15
12	только в	11	15
13	как и	8	14
14	в себе	4	14
15	то же	8	14
16	того что	3	14
17	так как	6	14
18	том что	4	12
19	не было	3	12
20	а не	4	12
21	по себе	2	11
22	но и	9	11
23	не в	9	11
24	не может	2	11
25	и потому	2	10
26	не только	11	10
27	тем что	3	10
28	в своем	5	8
29	было бы	2	8
30	о том	4	8
31	но в	10	8
32	с тем	2	7
33	это не	2	7
34	в нем	5	7
35	что и	3	7
36	вовсе не	13	7
37	и т	14	7
38	могут быть	2	7
39	как в	4	7
40	с этим	5	7
41	и к	2	6
42	для того	8	6
43	в ряду	4	6
44	вместе с	9	6
45	так и	7	6
46	уже в	4	5
47	так что	4	5
48	для него	3	5
49	хотя и	3	5
50	в его	8	5
51	как бы	10	5
52	этом случае	2	5
53	все это	6	5
54	находится в	2	5
55	должно быть	5	5
56	а в	3	5
57	с ним	4	5
58	во всяком	2	5
59	тем более	3	5
60	говорить о	2	5
61	слова и	3	5
62	так сказать	7	5
63	и более	2	4
64	и та	2	4
65	и все	6	4
66	что все	2	4
67	что он	3	4
68	до сих	2	4
69	на котором	2	4
70	можно сказать	2	4
71	в одном	7	4
72	и о	2	4
73	в котором	4	4
74	между ними	2	4
75	сих пор	2	4
76	в истории	4	4
77	в той	2	4
78	того чтобы	8	4
79	так же	2	4
80	точки зрения	10	4
81	в данном	2	4
82	т п	11	4
83	в то	5	4
84	же самое	3	4
85	его в	6	4
86	мы имеем	2	4
87	и с	6	4
88	до того	2	3
89	и есть	2	3
90	никогда не	6	3
91	связи с	8	3
92	в этих	3	3
93	в них	7	3
94	человека и	4	3
95	в смысле	5	3
96	именно в	2	3
97	но это	2	3
98	же время	4	3
99	кроме того	3	3
100	еще не	6	3
101	мы уже	9	3
102	к тому	3	3
103	в виду	3	3
104	и их	4	3
105	и только	2	3
106	т д	3	3
107	все эти	5	3
108	и других	2	3
109	те же	6	3
110	уже не	3	3
111	лишь в	2	3
112	и по	3	3
113	и на	7	3
114	и до	2	3
115	в которых	3	3
116	то в	2	3
117	их в	4	3
118	и так	2	3
119	только под	2	3
120	ту же	2	3
121	в поэзии	2	3
122	с точки	8	3
123	там где	2	3
124	только для	2	2
125	во время	10	2
126	не были	2	2
127	в двух	2	2
128	том же	4	2
129	и как	3	2
130	все что	2	2
131	сами по	2	2
132	с другой	2	2
133	из этих	4	2
134	в образе	4	2
135	значение и	4	2
136	человек не	2	2
137	отношение к	3	2
138	что на	3	2
139	все в	2	2
140	в самой	2	2
141	у нас	2	2
142	по своему	2	2
143	явления и	2	2
144	равно как	2	2
145	в большинстве	3	2
146	есть и	4	2
147	одна и	2	2
148	в греческом	5	2
149	она не	2	2
150	тот же	3	2
151	в это	3	2
152	в сущности	2	2
153	к ним	2	2
154	он не	5	2
155	и др	5	2
156	один из	2	2
157	и это	2	2
158	в мире	4	2
159	конечно не	4	2
160	и прежде	3	2
161	мы видим	2	2
162	и для	9	2
163	еще более	4	2
164	и они	3	2
165	человека в	6	2
166	но эта	2	2
167	как мы	6	2
168	здесь мы	3	2
169	и у	5	2
170	и даже	3	2
171	и его	12	2
172	тела и	5	2
173	в ряд	9	2
174	влияние на	2	2
175	человеческой природы	2	2
176	эти образы	2	2
177	одном из	2	2
178	большинстве случаев	3	2
179	быть и	2	2
