N	2gram	Vygotskiy__4	Problema
1	и в	20	44
2	и не	8	35
3	не есть	2	35
4	может быть	12	28
5	потому что	12	25
6	не просто	2	23
7	то что	15	23
8	в том	42	21
9	только в	10	19
10	а не	7	18
11	в этом	24	17
12	для нас	4	16
13	также и	2	16
14	сказать что	6	16
15	если мы	10	16
16	когда мы	2	15
17	не только	15	14
18	и то	10	14
19	не в	4	13
20	то же	16	13
21	так что	3	12
22	но в	3	12
23	том что	35	12
24	не является	5	11
25	не менее	3	10
26	но и	9	10
27	в виду	3	10
28	отнюдь не	3	10
29	как и	9	10
30	так и	5	10
31	это не	5	9
32	и от	3	9
33	и тем	8	9
34	в нем	2	9
35	не имеет	2	9
36	и с	4	9
37	же самое	7	9
38	как бы	7	9
39	так как	10	9
40	что он	6	9
41	никак не	2	9
42	в его	11	9
43	что и	9	9
44	в данном	2	9
45	во всяком	4	9
46	и это	2	9
47	таким образом	25	9
48	перед нами	5	8
49	что в	19	8
50	ни в	3	8
51	того что	10	8
52	что мы	7	8
53	было бы	8	8
54	как мы	13	8
55	в себе	10	8
56	связи с	3	8
57	здесь не	2	8
58	с другой	12	7
59	данном случае	2	7
60	не может	6	7
61	в связи	3	7
62	все эти	5	7
63	и что	8	7
64	мы должны	11	7
65	указывает на	2	7
66	ничего общего	3	7
67	значит что	2	7
68	никогда не	5	6
69	всяком случае	3	6
70	в целом	11	6
71	такого рода	6	6
72	другими словами	2	6
73	и только	4	6
74	ясно что	2	6
75	и к	5	6
76	о том	5	6
77	все же	5	6
78	мы можем	5	6
79	в виде	3	6
80	данное слово	2	5
81	в нашем	4	5
82	а только	3	5
83	что они	14	5
84	с тем	6	5
85	в ней	2	5
86	с той	2	5
87	другой стороны	9	5
88	в своем	4	5
89	а в	2	5
90	точки зрения	24	5
91	и здесь	2	5
92	что здесь	2	5
93	этом случае	3	5
94	в таком	2	5
95	еще не	2	5
96	в своей	7	5
97	как в	5	5
98	так же	11	5
99	только на	2	5
100	тем самым	7	5
101	и его	5	5
102	этого слова	11	5
103	которое мы	2	5
104	едва ли	2	5
105	тому что	4	4
106	мы могли	9	4
107	это значит	2	4
108	при этом	12	4
109	не имеют	3	4
110	совершенно не	3	4
111	с полным	2	4
112	отличается от	2	4
113	заключается в	18	4
114	и является	3	4
115	но как	2	4
116	могли бы	9	4
117	на первый	4	4
118	мы уже	5	4
119	мы в	2	4
120	а также	2	4
121	на этот	3	4
122	в чем	3	4
123	можно было	6	4
124	нас в	3	4
125	тем что	7	4
126	в каком	2	4
127	как только	2	3
128	содержит в	2	3
129	уже в	6	3
130	же как	6	3
131	и другие	9	3
132	что это	2	3
133	формы и	3	3
134	мы возьмем	2	3
135	точно так	3	3
136	прежде всего	2	3
137	на то	5	3
138	к тому	6	3
139	и как	9	3
140	находятся в	2	3
141	в этой	3	3
142	для него	2	3
143	случае не	2	3
144	первого взгляда	3	3
145	в самом	6	3
146	в первую	4	3
147	которые мы	3	3
148	образов и	2	3
149	с этой	4	3
150	самого себя	2	3
151	его в	6	3
152	том смысле	2	3
153	если бы	5	3
154	выражается в	2	3
155	в настоящем	3	3
156	в условиях	3	3
157	но не	3	3
158	в качестве	21	3
159	одно и	6	3
160	первую очередь	4	3
161	во всей	4	3
162	если не	2	3
163	в той	2	3
164	с первого	3	3
165	самом деле	7	3
166	и тогда	2	3
167	что такое	5	3
168	виде и	3	3
169	отличие от	2	3
170	как оно	2	3
171	слова и	5	3
172	в известном	2	2
173	мы будем	2	2
174	по типу	2	2
175	именно в	3	2
176	в частности	5	2
177	отвлеченных понятий	2	2
178	в этих	3	2
179	в отношении	10	2
180	того же	9	2
181	от тех	3	2
182	что все	3	2
183	это значение	3	2
184	является не	4	2
185	но что	3	2
186	в нашей	2	2
187	нас к	3	2
188	тем же	4	2
189	когда это	2	2
190	из них	4	2
191	от того	3	2
192	в их	12	2
193	по мнению	2	2
194	с одной	9	2
195	что оно	4	2
196	этой точки	4	2
197	друг друга	4	2
198	что слово	2	2
199	к одной	3	2
200	в результате	8	2
201	в основе	17	2
202	к другой	2	2
203	с этим	5	2
204	в начале	2	2
205	этот предмет	4	2
206	настоящее время	2	2
207	бы в	3	2
208	как это	9	2
209	мы имеем	2	2
210	в наших	2	2
211	является в	3	2
212	нисколько не	2	2
213	и более	7	2
214	нашего исследования	4	2
215	это в	2	2
216	ничего кроме	2	2
217	предметов с	2	2
218	на котором	2	2
219	и во	3	2
220	рассматривать как	2	2
221	по существу	3	2
222	мы видели	6	2
223	и при	4	2
224	по своему	4	2
225	том виде	2	2
226	что при	2	2
227	не являются	3	2
228	мы говорили	3	2
229	в слове	2	2
230	в настоящее	2	2
231	только к	3	2
232	себя в	3	2
233	по сравнению	4	2
234	когда он	3	2
235	в процессе	27	2
236	вместе с	8	2
237	нам не	2	2
238	только что	4	2
239	в отличие	2	2
240	нами в	4	2
241	путь от	2	2
242	а с	2	2
243	и сами	2	2
244	и у	2	2
245	и для	4	2
246	с точки	11	2
247	почти всегда	3	2
248	мы и	2	2
249	первый план	4	2
250	могут быть	7	2
251	сравнению с	3	2
252	в которой	3	2
253	из него	2	2
254	же не	2	2
