N	2gram	Propp_Russ_1	Psycholo
1	то что	6	32
2	и в	36	31
3	в том	17	30
4	и т	10	26
5	то есть	3	26
6	что в	19	23
7	может быть	8	22
8	таким образом	6	20
9	при этом	6	19
10	так как	15	18
11	не может	4	17
12	как и	10	16
13	том что	19	16
14	и не	6	16
15	точки зрения	3	15
16	только в	4	14
17	а не	2	13
18	не только	22	13
19	что и	7	13
20	так же	3	12
21	мы не	6	12
22	в этом	12	12
23	могут быть	2	11
24	в области	3	11
25	того что	4	10
26	потому что	10	10
27	как в	5	9
28	вместе с	10	8
29	все это	6	8
30	т д	9	8
31	и что	4	8
32	о том	8	7
33	что это	3	6
34	до конца	2	6
35	из этих	4	6
36	отнюдь не	2	6
37	а в	9	6
38	что она	2	6
39	в его	2	6
40	показывает что	5	5
41	все же	5	5
42	так что	2	5
43	мы видим	2	5
44	для нас	6	5
45	она не	2	5
46	несмотря на	3	5
47	в какой	2	5
48	как бы	5	5
49	в целом	2	5
50	и для	2	5
51	то же	3	5
52	как будто	5	5
53	к тому	4	4
54	и другие	13	4
55	тому что	4	4
56	по существу	4	4
57	одна из	4	4
58	мы увидим	8	4
59	у него	2	4
60	у нас	8	4
61	один из	8	4
62	в этих	3	4
63	к этому	4	4
64	и у	5	4
65	в своих	2	4
66	мы можем	2	4
67	этого слова	3	4
68	там где	2	4
69	между тем	7	4
70	как это	8	4
71	мы имеем	4	4
72	с тем	8	3
73	состоит в	8	3
74	в частности	2	3
75	его и	2	3
76	в своем	3	3
77	что у	2	3
78	с в	4	3
79	та же	2	3
80	в каждом	2	3
81	представление о	3	3
82	и другой	3	3
83	и к	3	3
84	что на	4	3
85	но это	4	3
86	в силу	2	3
87	но не	2	3
88	не можем	3	3
89	например в	2	3
90	хотя и	2	3
91	так и	7	3
92	разница между	2	3
93	только на	3	3
94	и другими	2	3
95	не было	2	3
96	и других	7	3
97	и по	8	3
98	в которых	5	3
99	с этим	2	3
100	слова в	3	3
101	что по	4	3
102	но в	2	3
103	т е	17	3
104	не менее	3	2
105	такой же	2	2
106	в изучении	2	2
107	независимо от	2	2
108	по этому	3	2
109	главным образом	2	2
110	и как	2	2
111	в разные	2	2
112	но даже	2	2
113	в них	6	2
114	не означает	2	2
115	в жизни	2	2
116	с ним	2	2
117	и здесь	2	2
118	там же	5	2
119	она в	3	2
120	тем не	3	2
121	уже не	6	2
122	и потому	2	2
123	должна была	2	2
124	себя и	2	2
125	представляет собой	4	2
126	что они	7	2
127	в качестве	3	2
128	но что	2	2
129	настоящее время	3	2
130	это имеет	2	2
131	о чем	3	2
132	означает что	2	2
133	и их	4	2
134	имеет место	2	2
135	том же	2	2
136	далеко не	3	2
137	к жизни	3	2
138	в нем	2	2
139	совпадают с	3	2
140	из них	8	2
141	когда он	2	2
142	но и	16	2
143	приводит к	3	2
144	как мы	10	2
145	в связи	4	2
146	этому поводу	2	2
147	в настоящее	3	2
148	на самом	2	2
149	он же	3	2
150	подойти к	2	2
151	с точки	3	2
152	ничего не	3	2
153	в русском	4	2
154	к ним	3	2
155	как они	2	2
156	их в	3	2
157	и с	2	2
158	одно из	5	2
159	как например	3	2
160	будто бы	6	2
161	как он	2	2
162	то на	3	2
163	в одном	3	2
164	и поэтому	2	2
165	сходство с	2	2
