N	3gram	Losev_Dial_1	Problema
1	той или иной	3	11
2	с точки зрения	12	11
3	содержит в себе	3	8
4	в том что	7	8
5	это значит что	9	7
6	по крайней мере	4	6
7	сам по себе	6	6
8	с другой стороны	4	6
9	ни в каком	8	5
10	можно было бы	4	4
11	во всяком случае	2	4
12	каком случае не	2	3
13	и ни в	2	3
14	о том что	2	3
15	той или другой	4	3
16	в каком случае	4	3
17	и т д	19	3
18	точно так же	2	3
19	то и другое	2	3
20	в этом смысле	3	3
21	на самом деле	2	3
22	и в частности	2	2
23	не имеет ничего	3	2
24	имеет ничего общего	3	2
25	более или менее	3	2
26	в то же	4	2
27	ничего общего с	3	2
28	сама по себе	8	2
29	не есть ни	6	2
30	или по крайней	2	2
31	потому что он	3	2
