N	3gram	Vygotskiy__3	Marksizm
1	не может быть	2	10
2	по отношению к	2	8
3	в связи с	5	7
4	в том что	17	6
5	для того чтобы	7	6
6	с самого начала	6	5
7	в свою очередь	2	5
8	и того же	4	4
9	смысле этого слова	4	4
10	той или иной	2	4
11	одного и того	4	4
12	с одной стороны	5	3
13	как мы уже	2	3
14	о том что	3	3
15	в отличие от	6	3
16	как мы видели	3	3
17	в высшей степени	6	3
18	внутренней речи и	2	3
19	собственном смысле слова	2	2
20	ни в какой	4	2
21	того или иного	2	2
22	на то что	3	2
23	в собственном смысле	6	2
24	в зависимости от	5	2
25	мы никогда не	2	2
26	во всяком случае	4	2
