N	2gram	Tiupa_Narr_1	Komedia
1	и в	11	22
2	и не	23	21
3	том что	7	13
4	в том	8	12
5	со стороны	8	11
6	потому что	5	10
7	до сих	2	9
8	в самом	6	9
9	вместе с	2	9
10	сих пор	2	9
11	если бы	7	8
12	в своем	3	8
13	что он	3	8
14	в его	6	8
15	в глазах	3	8
16	в этом	12	8
17	о том	4	8
18	о чем	4	7
19	об этом	6	7
20	при этом	19	7
21	в свою	2	7
22	то же	8	7
23	не по	4	7
24	только что	2	7
25	едва ли	3	7
26	а в	13	7
27	в конце	2	7
28	тому же	6	6
29	свою очередь	2	6
30	еще не	4	6
31	для того	3	6
32	к тому	6	6
33	может быть	15	6
34	как раз	6	6
35	самом деле	3	6
36	того чтобы	4	6
37	и его	10	6
38	в то	4	6
39	не менее	3	5
40	связи с	2	5
41	что в	3	5
42	же время	4	5
43	прежде всего	4	5
44	а по	2	5
45	как это	3	5
46	хотя и	4	5
47	не только	31	5
48	речь идет	3	5
49	в своей	5	5
50	из них	4	5
51	по отношению	3	5
52	он не	3	5
53	к нему	4	5
54	к себе	4	5
55	с ним	2	5
56	но в	7	5
57	у него	7	4
58	отнюдь не	2	4
59	однако в	3	4
60	между собой	2	4
61	с другой	2	4
62	все же	4	4
63	не в	6	4
64	до конца	2	4
65	в ней	4	4
66	то что	9	4
67	но и	27	4
68	а не	13	4
69	и для	2	4
70	друг друга	2	4
71	точки зрения	5	4
72	на себя	4	4
73	в себе	6	4
74	в связи	2	4
75	так и	5	4
76	не является	3	4
77	хотя бы	2	4
78	и с	3	4
79	с его	4	3
80	в частности	14	3
81	обращается к	3	3
82	никогда не	4	3
83	на ее	2	3
84	если не	2	3
85	одного из	6	3
86	в нем	4	3
87	идет о	3	3
88	на то	2	3
89	тем не	3	3
90	и еще	2	3
91	как и	13	3
92	в начале	3	3
93	в этой	6	3
94	по своему	2	3
95	который в	2	3
96	все что	2	3
97	ситуации в	2	3
98	к ним	2	3
99	как бы	6	3
100	один из	6	3
101	отношению к	3	3
102	в целом	3	3
103	дело с	2	3
104	не может	8	3
105	не могла	2	3
106	все равно	2	3
107	что не	2	3
108	столь же	5	3
109	тем же	2	3
110	и даже	2	3
111	не имеет	2	3
112	их в	3	3
113	мы можем	2	3
114	во всяком	2	3
115	не о	2	3
116	представляет собой	8	3
117	же самое	2	3
118	ничего не	2	3
119	всяком случае	2	3
120	каким он	2	2
121	состоит в	10	2
122	а о	2	2
123	в качестве	14	2
124	не владеет	2	2
125	того кто	2	2
126	как в	4	2
127	не будет	2	2
128	это не	3	2
129	для обозначения	2	2
130	и все	3	2
131	в одном	4	2
132	но при	3	2
133	о его	2	2
134	отличие от	2	2
135	человека который	2	2
136	в присутствии	2	2
137	она не	2	2
138	а на	2	2
139	в пределах	2	2
140	не мог	6	2
141	в сущности	2	2
142	при всей	3	2
143	и о	3	2
144	в конечном	3	2
145	а также	6	2
146	и он	6	2
147	между ними	2	2
148	за пределами	2	2
149	представляют собой	3	2
150	раз в	2	2
151	дело не	2	2
152	как мы	2	2
153	другой стороны	2	2
154	она была	2	2
155	вплоть до	4	2
156	не было	3	2
157	этом отношении	3	2
158	человека в	2	2
159	мы не	3	2
160	в мире	4	2
161	роль в	2	2
162	в таком	2	2
163	и на	5	2
164	ли не	2	2
165	в результате	2	2
166	между тем	3	2
167	что касается	2	2
168	он и	2	2
169	и ее	3	2
170	исходя из	3	2
171	и после	2	2
172	что мы	2	2
173	здесь не	2	2
174	всего лишь	3	2
175	в области	2	2
