N	2gram	Tiupa_Narr_2	Istorich
1	и в	13	24
2	что он	5	21
3	не только	26	21
4	и т	2	17
5	может быть	10	14
6	не может	8	14
7	что в	4	13
8	мы имеем	3	12
9	как в	5	12
10	в этом	13	12
11	и здесь	2	12
12	но и	15	11
13	это не	3	10
14	у него	6	10
15	том что	13	10
16	а в	9	10
17	и что	2	10
18	с другой	5	9
19	не в	8	9
20	все же	6	9
21	о том	5	9
22	потому что	2	9
23	еще не	2	8
24	что и	2	8
25	то же	4	8
26	а не	17	8
27	один из	3	7
28	в том	14	7
29	одна из	3	7
30	то что	8	7
31	таким образом	5	7
32	с этой	3	6
33	об этом	4	6
34	для нас	2	6
35	как и	4	6
36	так же	2	6
37	но не	3	6
38	в нем	5	6
39	он не	5	6
40	и все	4	6
41	того что	6	6
42	во время	2	6
43	только в	11	6
44	как он	2	6
45	что это	4	6
46	ответ на	5	6
47	не менее	4	5
48	одной стороны	5	5
49	представляют собой	2	5
50	так и	9	5
51	с одной	5	5
52	что она	2	5
53	в чем	2	5
54	с ним	4	5
55	ничего не	6	5
56	видно что	2	5
57	героя и	2	5
58	но в	6	5
59	никогда не	6	4
60	что у	2	4
61	представления о	2	4
62	вовсе не	2	4
63	он может	2	4
64	тем не	5	4
65	представляет собой	16	4
66	при этом	14	4
67	своего рода	9	4
68	со своим	2	4
69	же как	2	4
70	как бы	6	4
71	то и	3	4
72	если не	2	4
73	и не	14	4
74	не имеет	2	4
75	в других	2	4
76	мы не	2	4
77	точки зрения	5	4
78	в данном	10	4
79	в ответ	3	3
80	с его	3	3
81	не столько	5	3
82	в герое	4	3
83	в качестве	14	3
84	превращается в	2	3
85	вступает в	2	3
86	на то	2	3
87	что они	3	3
88	не вполне	2	3
89	себе и	2	3
90	не все	2	3
91	данном случае	6	3
92	и даже	3	3
93	и он	2	3
94	и по	3	3
95	и его	3	3
96	но это	2	3
97	не случайно	2	3
98	хотя и	5	3
99	к себе	7	3
100	из этих	2	3
101	которой он	3	3
102	в конце	4	3
103	тогда как	15	3
104	перед нами	4	2
105	не будет	2	2
106	тому что	3	2
107	или даже	3	2
108	у героя	2	2
109	прежде всего	6	2
110	в литературе	4	2
111	в то	5	2
112	в ее	4	2
113	говорит о	2	2
114	в силу	4	2
115	у нее	4	2
116	в форме	5	2
117	участие в	2	2
118	было бы	2	2
119	со своей	2	2
120	в самом	2	2
121	но для	2	2
122	к ней	3	2
123	и когда	3	2
124	восходит к	2	2
125	в котором	5	2
126	тем более	2	2
127	а потом	2	2
128	и тем	5	2
129	на том	3	2
130	во сне	2	2
131	на него	5	2
132	со стороны	6	2
133	здесь не	2	2
134	точно так	2	2
135	уже не	4	2
136	и у	4	2
137	по его	2	2
138	как это	4	2
139	сказать что	3	2
140	но он	2	2
141	они не	2	2
142	и дело	2	2
143	только на	2	2
144	все эти	3	2
145	должен был	2	2
146	то чтобы	2	2
147	все его	4	2
148	видит в	2	2
149	но при	4	2
