N	2gram	Tiupa_Anal_3	FransuaR
1	и в	18	49
2	то есть	10	32
3	прежде всего	5	19
4	в его	7	18
5	не только	22	17
6	и его	13	17
7	и на	4	17
8	и не	12	15
9	в этом	14	15
10	в них	2	13
11	только в	2	13
12	но и	13	13
13	в году	3	13
14	как и	14	11
15	как бы	10	11
16	и т.п	5	11
17	в этой	6	10
18	все это	3	9
19	в романе	2	9
20	для него	6	9
21	в нем	2	9
22	в сущности	5	8
23	все же	4	7
24	один из	2	7
25	не может	2	7
26	таким образом	4	7
27	то же	3	7
28	все эти	2	7
29	именно в	3	6
30	то что	2	6
31	в себя	2	6
32	же время	3	6
33	во всех	2	6
34	так и	14	6
35	с их	3	6
36	сказать что	2	6
37	точки зрения	3	6
38	в то	3	6
39	с его	8	5
40	никогда не	5	5
41	в своем	4	5
42	уже в	3	5
43	из этих	3	5
44	в начале	6	5
45	но не	7	5
46	при этом	11	5
47	может быть	9	5
48	и потому	2	5
49	в особенности	3	5
50	с точки	2	5
51	роль в	3	5
52	с другой	7	4
53	в жизни	2	4
54	и к	4	4
55	в себе	2	4
56	том что	12	4
57	одна из	2	4
58	в свое	2	4
59	в форме	2	4
60	отношения к	2	4
61	не было	3	4
62	а в	10	4
63	лишь в	5	4
64	тем что	2	4
65	там где	2	4
66	но в	2	4
67	но они	2	3
68	с одной	2	3
69	о чем	4	3
70	в одном	4	3
71	что он	4	3
72	же в	2	3
73	в ее	3	3
74	в том	9	3
75	да и	2	3
76	во всем	3	3
77	в значительной	2	3
78	одной стороны	2	3
79	было бы	3	3
80	несмотря на	2	3
81	в самом	5	3
82	свое время	2	3
83	даже в	2	3
84	с ее	3	3
85	связь с	2	3
86	другой стороны	5	3
87	этом отношении	3	3
88	и все	2	3
89	и вот	2	3
90	так в	3	3
91	далеко не	4	3
92	о том	6	3
93	лицо его	2	2
94	в противоположность	2	2
95	одну из	2	2
96	что в	9	2
97	могут быть	2	2
98	в качестве	12	2
99	что касается	3	2
100	в тех	2	2
101	можно сказать	4	2
102	это и	2	2
103	в дальнейшем	2	2
104	что они	3	2
105	и без	3	2
106	ничего не	3	2
107	в пределах	4	2
108	еще не	6	2
109	со всеми	2	2
110	по поводу	3	2
111	совершенно не	2	2
112	такого рода	5	2
113	значительной степени	2	2
114	видеть в	2	2
115	вплоть до	2	2
116	хотя и	2	2
117	в ней	2	2
118	к числу	2	2
119	в мире	5	2
120	по преимуществу	2	2
121	вместе с	2	2
122	в их	6	2
123	на языке	3	2
124	ключ к	3	2
125	и даже	8	2
126	и прежде	2	2
127	жизнь и	3	2
128	тому как	2	2
129	во всяком	2	2
130	нуждается в	2	2
131	подобно тому	3	2
132	на его	2	2
133	как к	2	2
134	на эту	2	2
135	и т.д	2	2
136	в конце	5	2
137	в произведении	3	2
138	здесь не	3	2
139	художественной литературы	2	2
140	всяком случае	2	2
141	мы можем	2	2
