N	2gram	Bakhtin_Fr_6	Komedia
1	и в	41	22
2	и не	3	21
3	том что	7	13
4	в том	2	12
5	таким образом	17	12
6	так как	10	11
7	потому что	3	10
8	до сих	3	9
9	в самом	10	9
10	вместе с	6	9
11	сих пор	3	9
12	в своем	5	8
13	что он	6	8
14	в его	7	8
15	в этом	12	8
16	о том	9	8
17	при этом	3	7
18	то же	5	7
19	а в	4	7
20	в конце	2	7
21	во время	9	6
22	того же	4	6
23	может быть	2	6
24	как раз	2	6
25	самом деле	4	6
26	и что	5	6
27	того чтобы	4	6
28	так что	2	6
29	и его	13	6
30	в то	6	6
31	связи с	2	5
32	что в	7	5
33	же время	5	5
34	прежде всего	10	5
35	как это	2	5
36	и сам	3	5
37	хотя и	2	5
38	не только	10	5
39	в своей	2	5
40	из них	5	5
41	все это	11	5
42	он не	2	5
43	тем что	5	5
44	к нему	3	5
45	к себе	2	5
46	с ним	4	5
47	но в	8	5
48	у него	7	4
49	с другой	4	4
50	вовсе не	7	4
51	он был	4	4
52	все же	4	4
53	не в	4	4
54	до конца	2	4
55	в ней	4	4
56	тем более	2	4
57	то что	10	4
58	но и	13	4
59	до нас	5	4
60	с помощью	6	4
61	а не	2	4
62	и для	3	4
63	так же	5	4
64	точки зрения	2	4
65	в себе	5	4
66	бы в	2	4
67	так и	5	4
68	и с	16	4
69	с его	5	3
70	в частности	2	3
71	никогда не	8	3
72	в них	7	3
73	с этой	3	3
74	с этим	3	3
75	себе в	2	3
76	в нем	16	3
77	в ее	5	3
78	как и	7	3
79	в начале	3	3
80	в этой	8	3
81	все что	4	3
82	одной стороны	4	3
83	было бы	3	3
84	и тот	2	3
85	конечно не	3	3
86	как бы	7	3
87	один из	6	3
88	не может	4	3
89	с одной	4	3
90	из того	2	3
91	возможно что	2	3
92	что не	3	3
93	с точки	2	3
94	и даже	4	3
95	их в	2	3
96	одной из	3	3
97	но если	2	3
98	говорить о	2	3
99	как он	2	3
100	и этим	2	3
101	в основе	4	2
102	уже в	4	2
103	что их	2	2
104	отрывок из	2	2
105	все время	4	2
106	до того	3	2
107	как в	4	2
108	и особенно	3	2
109	нового времени	4	2
110	и все	9	2
111	в одном	5	2
112	человека и	2	2
113	представление о	2	2
114	в образе	6	2
115	не могут	2	2
116	стороны и	2	2
117	если мы	2	2
118	а затем	4	2
119	что они	2	2
120	а на	2	2
121	тот же	4	2
122	не мог	3	2
123	на его	2	2
124	в сущности	8	2
125	за пределы	2	2
126	одним из	4	2
127	а также	5	2
128	и он	5	2
129	между ними	3	2
130	в котором	4	2
131	был бы	2	2
132	должен быть	2	2
133	в развитии	2	2
134	раз в	2	2
135	во всех	17	2
136	как мы	12	2
137	другой стороны	2	2
138	этом отношении	3	2
139	мы не	2	2
140	в эпоху	6	2
141	роль в	4	2
142	с другими	3	2
143	и на	9	2
144	здесь и	8	2
145	людей и	3	2
146	в результате	4	2
147	между тем	2	2
148	и во	2	2
149	в другом	4	2
150	что мы	2	2
151	из этого	4	2
152	в области	2	2
