N	2gram	Tiupa_Hudo_2	Problemy
1	и в	28	43
2	и не	18	29
3	т е	2	26
4	может быть	8	23
5	как бы	5	22
6	не может	4	18
7	но и	9	14
8	как и	11	14
9	и т	4	13
10	точки зрения	2	13
11	в этом	13	13
12	что он	8	13
13	в нем	3	12
14	в одном	3	12
15	не в	13	11
16	не только	11	11
17	прежде всего	3	10
18	и на	3	10
19	но в	2	10
20	в его	11	10
21	как мы	2	10
22	никогда не	5	9
23	еще не	3	9
24	он не	4	9
25	т п	2	9
26	с самим	2	8
27	для него	5	8
28	лишь в	2	8
29	то же	6	8
30	с точки	2	8
31	и его	5	8
32	или в	3	8
33	перед нами	11	7
34	о себе	3	7
35	до сих	2	7
36	и сам	5	7
37	в самом	5	7
38	к себе	3	7
39	к чужому	3	7
40	в то	6	7
41	то что	6	7
42	сих пор	2	7
43	что же	2	7
44	а не	14	7
45	в другом	2	7
46	в этих	3	6
47	в том	15	6
48	при этом	11	6
49	в котором	6	6
50	и все	7	6
51	у него	5	6
52	не как	2	6
53	на свой	2	6
54	что я	2	6
55	о нем	2	6
56	приводит к	2	6
57	здесь не	2	6
58	да и	5	5
59	же время	4	5
60	к нему	3	5
61	все это	3	5
62	по отношению	7	5
63	а в	6	5
64	рядом с	5	5
65	и с	6	5
66	самим собою	2	5
67	на фоне	3	5
68	вовсе не	2	5
69	о том	12	5
70	но не	4	5
71	было бы	3	5
72	отношению к	7	5
73	самом деле	3	5
74	и он	3	5
75	в себе	9	5
76	героя и	3	5
77	я не	7	4
78	что в	5	4
79	в своем	5	4
80	с другой	3	4
81	к тому	7	4
82	ни одного	2	4
83	т д	2	4
84	же и	2	4
85	человека в	4	4
86	а как	2	4
87	с его	5	4
88	с собой	2	4
89	в них	3	4
90	в своей	6	4
91	между ними	2	4
92	как раз	4	4
93	только в	4	4
94	и это	3	4
95	же не	2	4
96	не менее	5	3
97	в человеке	3	3
98	себя и	2	3
99	это не	6	3
100	есть и	3	3
101	он сам	2	3
102	или иной	2	3
103	тому же	2	3
104	и только	2	3
105	теперь в	2	3
106	его в	2	3
107	в художественном	4	3
108	а за	2	3
109	с ним	7	3
110	между тем	8	3
111	в жизни	8	3
112	но при	3	3
113	если бы	6	3
114	и к	2	3
115	она не	5	3
116	мы уже	3	3
117	рассказ и	2	3
118	что и	4	3
119	все же	2	3
120	себя в	8	3
121	рассказа в	4	3
122	на него	3	3
123	так и	8	3
124	только на	5	3
125	уже не	10	3
126	и для	2	3
127	той же	2	3
128	можно было	3	3
129	ничего не	5	3
130	в рассказе	21	3
131	тем что	6	3
132	в виде	2	3
133	и ее	3	3
134	его и	2	2
135	что у	3	2
136	та же	2	2
137	другого и	2	2
138	из этих	2	2
139	мысли и	2	2
140	человека и	3	2
141	была бы	3	2
142	что на	3	2
143	себе но	2	2
144	тем не	4	2
145	как же	2	2
146	для нас	3	2
147	своей жизни	4	2
148	что это	5	2
149	отношение к	2	2
150	то и	4	2
151	так же	3	2
152	чтобы не	3	2
153	с ними	3	2
154	сказать что	2	2
155	а вот	2	2
156	из них	2	2
157	как он	3	2
158	в первом	2	2
159	рассказа и	2	2
160	я и	6	2
161	превращается в	4	2
162	что было	3	2
163	мы с	3	2
164	об этом	7	2
165	его жизни	5	2
166	одна из	2	2
167	на себя	3	2
168	не могу	3	2
169	и о	4	2
170	для себя	6	2
171	среди других	3	2
172	бы и	4	2
173	как в	5	2
174	не во	2	2
175	а с	3	2
176	том что	19	2
177	что не	2	2
178	и эта	2	2
179	хотя бы	2	2
180	и то	2	2
181	автора и	2	2
182	бы не	3	2
183	что говорит	2	2
184	а между	4	2
185	того как	2	2
186	все его	3	2
