N	2gram	Losev_Prob_4	DiskursI
1	в себе	12	19
2	при этом	6	17
3	в качестве	10	16
4	и в	20	16
5	может быть	9	16
6	как и	6	16
7	в этом	9	16
8	и не	28	15
9	а не	7	14
10	в частности	2	12
11	то есть	27	12
12	но и	14	11
13	но в	8	11
14	том что	12	10
15	не только	24	10
16	такого рода	7	9
17	так и	10	9
18	не может	5	9
19	в том	20	8
20	а также	6	8
21	как в	5	8
22	не менее	10	7
23	прежде всего	11	7
24	в нем	5	7
25	ни в	17	7
26	но не	5	7
27	в данном	6	7
28	с его	2	6
29	отнюдь не	10	6
30	себя в	2	6
31	еще не	7	6
32	все же	2	6
33	в своей	4	6
34	данном случае	5	6
35	то же	7	6
36	тем самым	4	6
37	ни к	2	5
38	что в	3	5
39	в своем	3	5
40	с другой	7	5
41	для него	3	5
42	то что	15	5
43	и на	3	5
44	в то	4	5
45	в одном	4	4
46	к его	3	4
47	в пределах	2	4
48	как бы	4	4
49	известного рода	5	4
50	человека в	3	4
51	потому что	15	4
52	можно назвать	2	4
53	точки зрения	14	4
54	в этой	4	4
55	и то	2	4
56	о том	5	4
57	не является	10	4
58	перед нами	13	3
59	жизни в	2	3
60	и может	2	3
61	в этих	5	3
62	в них	5	3
63	столь же	2	3
64	это не	7	3
65	и все	8	3
66	или иной	13	3
67	уже не	5	3
68	и как	3	3
69	не в	13	3
70	здесь в	5	3
71	можно сказать	5	3
72	он не	2	3
73	той или	14	3
74	в его	3	3
75	в котором	2	3
76	из них	3	3
77	жизни и	5	3
78	но она	3	3
79	и ее	4	3
80	не было	3	3
81	все эти	16	3
82	и наконец	4	3
83	также и	13	3
84	и его	10	3
85	но это	6	3
86	в другом	3	3
87	как будто	11	3
88	только в	23	3
89	его в	2	3
90	содержит в	8	2
91	у пушкина	3	2
92	или иного	3	2
93	стороны и	2	2
94	в той	8	2
95	что он	8	2
96	является не	2	2
97	есть в	7	2
98	времени и	4	2
99	того же	2	2
100	некоторого рода	2	2
101	в ней	7	2
102	далеко не	2	2
103	для себя	2	2
104	что и	3	2
105	с ее	2	2
106	с точки	11	2
107	не к	2	2
108	вместе с	5	2
109	с ней	2	2
110	человеческой жизни	5	2
111	и прежде	2	2
112	именно в	7	2
113	по преимуществу	2	2
114	там же	2	2
115	к своему	2	2
116	все это	9	2
117	в обоих	2	2
118	другой стороны	6	2
119	и для	4	2
120	а в	4	2
121	тут же	3	2
122	в результате	8	2
123	и возможность	2	2
124	и с	7	2
125	говорить о	2	2
126	или по	2	2
127	и это	2	2
128	дело в	2	2
129	здесь не	7	2
130	в области	3	2
131	мы имеем	6	2
