N	2gram	Tiupa_Disk_2	slovoVRo
1	и в	16	39
2	может быть	16	37
3	и его	3	33
4	то есть	12	26
5	не только	10	24
6	и не	15	22
7	но и	11	21
8	не может	9	20
9	в нем	7	19
10	все это	2	16
11	в этом	16	16
12	так и	9	15
13	романного жанра	2	15
14	а не	14	14
15	как в	8	13
16	отличие от	12	13
17	в пределах	4	13
18	в отличие	12	12
19	к своему	2	9
20	не в	3	9
21	со своим	2	9
22	и с	2	9
23	прежде всего	7	8
24	себя в	6	8
25	точки зрения	4	8
26	с его	6	7
27	при этом	17	7
28	для него	5	7
29	еще не	6	7
30	в его	3	7
31	как бы	4	7
32	никогда не	2	7
33	в этих	3	7
34	могут быть	3	7
35	в них	3	6
36	этом случае	2	6
37	все же	6	6
38	как и	16	6
39	в своем	5	6
40	но не	7	6
41	в большинстве	2	6
42	жизни и	3	6
43	все эти	3	6
44	но в	11	6
45	с другой	5	5
46	это не	3	5
47	и для	2	5
48	и все	3	5
49	романа и	2	5
50	том что	10	5
51	или иной	3	5
52	одной стороны	4	5
53	только в	3	5
54	в том	8	5
55	например в	3	5
56	той или	3	5
57	с одной	4	5
58	человека в	4	5
59	уже не	3	5
60	и наконец	3	5
61	мира и	4	5
62	не менее	7	4
63	но здесь	2	4
64	ни в	7	4
65	отношению к	4	4
66	же время	5	4
67	на почве	2	4
68	слова не	2	4
69	по отношению	4	4
70	входит в	2	4
71	то же	6	4
72	в той	2	4
73	а в	2	4
74	и на	5	4
75	в основе	4	4
76	в то	5	4
77	отношение к	2	4
78	его в	3	4
79	здесь не	2	4
80	перед нами	3	3
81	что в	5	3
82	не столько	3	3
83	должна быть	2	3
84	стороны и	2	3
85	здесь в	3	3
86	не с	2	3
87	что и	2	3
88	но это	3	3
89	и как	3	3
90	с их	2	3
91	в ней	2	3
92	стремится к	2	3
93	в контексте	3	3
94	этом отношении	4	3
95	героя в	5	3
96	а также	8	3
97	с точки	2	3
98	той же	2	3
99	между тем	2	3
100	может иметь	2	3
101	говорить о	2	3
102	в данном	7	2
103	не было	3	2
104	на роль	2	2
105	ни к	5	2
106	но она	3	2
107	этого жанра	2	2
108	жизни в	3	2
109	и чужого	2	2
110	как уже	2	2
111	в себе	19	2
112	что он	2	2
113	с ее	2	2
114	из важнейших	2	2
115	своего и	3	2
116	жанра но	2	2
117	с таким	2	2
118	лежит на	2	2
119	то что	5	2
120	дело в	2	2
121	вместе с	2	2
122	в языке	2	2
123	может и	2	2
124	именно в	2	2
125	чем не	2	2
126	в себя	2	2
127	и т.п	12	2
128	роль в	4	2
129	также и	3	2
130	в результате	2	2
131	он не	3	2
132	далеко не	2	2
133	к его	4	2
134	в противовес	5	2
135	в другом	3	2
136	не знает	3	2
137	о том	4	2
138	в области	2	2
139	в одном	4	2
