N	2gram	Ircho_Kome_1	Vladivir
1	и в	22	40
2	то что	2	28
3	и не	8	25
4	не только	10	25
5	у него	3	24
6	но и	11	18
7	в том	11	18
8	том что	12	18
9	еще и	2	18
10	что в	6	17
11	в этом	3	16
12	в его	5	14
13	не может	2	14
14	точки зрения	4	13
15	вовсе не	2	13
16	в виде	3	13
17	только в	3	13
18	в конце	6	12
19	таким образом	8	11
20	потому что	5	11
21	о том	8	11
22	едва ли	7	11
23	прежде всего	5	10
24	тем не	2	10
25	ни в	6	10
26	как раз	3	10
27	в году	3	10
28	и его	8	10
29	не менее	3	9
30	и с	3	9
31	в себе	2	9
32	в этой	7	8
33	может быть	9	8
34	так же	3	8
35	он не	3	8
36	а также	4	8
37	как мы	4	8
38	к тому	6	7
39	и как	3	7
40	несмотря на	4	7
41	хотя и	3	7
42	там же	3	7
43	а в	6	7
44	в своих	2	7
45	так как	4	7
46	в то	10	7
47	что и	4	7
48	вместе с	2	7
49	как и	9	7
50	и здесь	2	6
51	да и	3	6
52	и даже	5	6
53	не мог	3	6
54	и на	3	6
55	так и	5	6
56	но это	2	6
57	с другой	5	5
58	тому же	6	5
59	совсем не	2	5
60	в отношении	6	5
61	в истории	5	5
62	в одном	8	5
63	что он	6	5
64	у нас	3	5
65	между прочим	2	5
66	еще в	5	5
67	для себя	2	5
68	или менее	2	5
69	конце концов	4	5
70	тем что	4	5
71	ничего не	3	5
72	вопрос о	3	4
73	на то	3	4
74	и можно	2	4
75	такой же	2	4
76	до конца	2	4
77	мог бы	2	4
78	такого рода	6	4
79	в самом	2	4
80	в котором	4	4
81	в результате	4	4
82	только при	2	4
83	как это	3	4
84	и все	3	4
85	но не	2	4
86	то время	5	4
87	здесь в	3	4
88	еще не	2	4
89	было бы	2	4
90	и о	3	4
91	даже в	3	4
92	то же	6	4
93	в течение	3	4
94	все же	3	4
95	но в	4	4
96	уже в	5	3
97	же как	3	3
98	независимо от	2	3
99	в качестве	4	3
100	то ни	2	3
101	мы знаем	2	3
102	одной стороны	3	3
103	при этом	5	3
104	всяком случае	2	3
105	и тем	2	3
106	в нем	4	3
107	к нему	2	3
108	мы видели	2	3
109	бы то	2	3
110	не удалось	3	3
111	с одной	3	3
112	именно в	4	3
113	же самое	2	3
114	же в	4	3
115	за пределы	2	3
116	ее в	2	3
117	даже не	2	3
118	i с	3	3
119	находится в	2	3
120	и у	3	3
121	и притом	2	3
122	не в	6	3
123	во всяком	2	3
124	в чем	3	3
125	отличие от	2	3
126	были в	2	2
127	он был	2	2
128	путь к	2	2
129	же время	4	2
130	всех вещей	2	2
131	в целом	3	2
132	в их	4	2
133	который в	2	2
134	другой стороны	5	2
135	то и	2	2
136	которых мы	2	2
137	и по	6	2
138	время как	4	2
139	его творчества	3	2
140	этом отношении	3	2
141	что касается	2	2
142	это время	2	2
143	и еще	3	2
144	в начале	3	2
145	по своей	2	2
146	его в	3	2
147	в настоящем	2	2
148	здесь и	2	2
149	к этому	4	2
150	о которых	5	2
151	в силу	2	2
152	а то	2	2
153	того же	2	2
154	не к	2	2
155	из них	10	2
156	одной из	3	2
157	наряду с	2	2
158	в сущности	2	2
159	со стороны	2	2
160	на него	4	2
161	только что	2	2
162	при всем	2	2
163	мы не	3	2
164	коль скоро	2	2
165	если они	2	2
166	на себя	2	2
167	в другом	4	2
168	об отношении	2	2
169	в в	4	2
170	в которой	6	2
171	был человеком	2	2
