N	2gram	Tiupa_Teor_1	Narrotol
1	не только	16	26
2	а не	9	17
3	представляет собой	9	16
4	но и	9	15
5	тогда как	15	15
6	в том	16	14
7	при этом	12	14
8	в качестве	24	14
9	и не	13	14
10	том что	9	13
11	и в	18	13
12	в этом	8	13
13	состоит в	17	12
14	такого рода	8	12
15	в частности	16	11
16	только в	6	11
17	может быть	17	10
18	в данном	8	10
19	своего рода	7	9
20	к тому	2	9
21	так и	10	9
22	сводится к	5	9
23	а в	13	9
24	то есть	12	9
25	то что	3	8
26	в себе	9	8
27	в тексте	14	8
28	не может	4	8
29	не в	7	8
30	не сводится	4	7
31	иначе говоря	4	7
32	в рамках	7	6
33	никогда не	4	6
34	в своем	4	6
35	в жизни	2	6
36	прежде всего	2	6
37	можно сказать	3	6
38	и к	3	6
39	вслед за	2	6
40	того что	4	6
41	в его	6	6
42	и т.п	4	6
43	данном случае	5	6
44	со стороны	2	6
45	жизни в	2	6
46	как бы	5	6
47	а также	6	6
48	всего лишь	6	6
49	но в	9	6
50	место в	5	5
51	точки зрения	9	5
52	человеческого я	3	5
53	тем не	3	5
54	одной стороны	2	5
55	хотя и	3	5
56	он не	3	5
57	я не	2	5
58	и тем	3	5
59	в нем	4	5
60	отношению к	4	5
61	как в	5	5
62	в форме	2	5
63	по отношению	4	5
64	в отличие	6	5
65	таким образом	3	5
66	с одной	2	5
67	в той	2	5
68	тем самым	4	5
69	с другой	7	5
70	отличие от	6	5
71	в то	6	5
72	я в	16	5
73	далеко не	2	5
74	перед нами	2	4
75	не менее	4	4
76	если бы	3	4
77	отнюдь не	3	4
78	в конце	2	4
79	в литературе	2	4
80	об этом	2	4
81	как и	4	4
82	времени и	2	4
83	что в	9	4
84	для него	2	4
85	не является	4	4
86	в своей	6	4
87	в ее	5	4
88	то же	7	4
89	в какой	2	4
90	уже не	4	4
91	в мире	19	4
92	и мира	2	4
93	в рассказе	2	4
94	в другом	3	4
95	в этой	3	4
96	и т.д	3	4
97	как это	8	4
98	в себя	3	4
99	с его	5	3
100	поскольку не	2	3
101	конечном счете	6	3
102	тому что	2	3
103	мы имеем	7	3
104	или даже	4	3
105	это не	2	3
106	в итоге	2	3
107	или иного	3	3
108	или иной	4	3
109	и того	3	3
110	в соответствии	3	3
111	в слове	3	3
112	соответствии с	2	3
113	но не	9	3
114	же время	5	3
115	в аспекте	2	3
116	в произведениях	2	3
117	того или	3	3
118	к его	2	3
119	как раз	2	3
120	в конечном	6	3
121	за пределами	5	3
122	один из	2	3
123	в целом	3	3
124	внутренней речи	13	3
125	между собой	3	3
126	как к	2	3
127	все эти	2	3
128	и даже	2	3
129	следует подчеркнуть	2	3
130	и по	2	3
131	и для	2	3
132	и его	8	3
133	самим собой	3	3
134	о ней	2	3
135	не следует	4	3
136	сказать что	3	3
137	между тем	5	3
138	по своей	3	3
139	как правило	4	3
140	в состав	6	3
141	в принципе	4	2
142	в душе	8	2
143	только не	2	2
144	личности в	3	2
145	однако в	7	2
146	в нашем	4	2
147	превращается в	2	2
148	может оказаться	2	2
149	столь же	2	2
150	из этих	3	2
151	на фоне	2	2
152	вовсе не	3	2
153	и здесь	2	2
154	в свою	3	2
155	личности как	2	2
156	равной степени	3	2
157	присутствия в	6	2
158	по своему	2	2
159	имеем дело	2	2
160	еще не	4	2
161	во второй	7	2
162	иного рода	3	2
163	своей природе	2	2
164	со своей	3	2
165	о своем	2	2
166	в самом	4	2
167	может служить	2	2
168	имеет место	2	2
169	что она	2	2
170	не вполне	2	2
171	не могло	2	2
172	не все	3	2
173	что и	2	2
174	себя в	6	2
175	не будет	2	2
176	присутствия я	6	2
177	в культуре	2	2
178	нового времени	3	2
179	а с	3	2
180	именно в	3	2
181	у нас	2	2
182	и что	3	2
183	с точки	3	2
184	сводятся к	2	2
185	так же	2	2
186	всякий раз	2	2
187	роль в	2	2
188	или иначе	5	2
189	не случайно	5	2
190	существования в	2	2
191	но он	3	2
192	говорить о	3	2
193	могли бы	2	2
194	в равной	3	2
195	героя и	5	2
196	потому что	3	2
197	в области	4	2
198	к которому	3	2
