N	2gram	Voloshinov_1	FransuaR
1	и в	12	41
2	таким образом	12	19
3	в этом	4	15
4	и все	2	14
5	как и	5	14
6	то же	5	13
7	все эти	3	13
8	в его	2	12
9	прежде всего	8	11
10	в том	6	11
11	в себе	3	11
12	так и	4	10
13	все это	3	10
14	в то	2	10
15	и его	13	9
16	не в	4	9
17	но и	3	9
18	в своем	2	9
19	что в	2	9
20	то что	5	8
21	но в	5	8
22	в них	3	7
23	как бы	13	7
24	в нем	6	7
25	и не	10	7
26	все они	2	6
27	это не	2	6
28	ни в	3	6
29	для него	3	6
30	с помощью	6	6
31	только в	6	6
32	о том	3	6
33	уже в	2	5
34	к этому	2	5
35	не только	4	5
36	и к	4	5
37	в ней	6	5
38	вместе с	2	5
39	что и	2	5
40	как в	5	5
41	к нему	4	5
42	и для	3	5
43	так же	3	5
44	точки зрения	14	5
45	место в	2	4
46	и здесь	2	4
47	том что	5	4
48	но все	2	4
49	может быть	14	4
50	он не	2	4
51	в виду	5	4
52	влияние на	2	4
53	и наконец	3	4
54	и на	4	4
55	и с	3	4
56	ничего не	2	4
57	и другие	2	3
58	в отношении	2	3
59	и потому	2	3
60	его к	2	3
61	но это	2	3
62	такой же	2	3
63	в своей	3	3
64	кроме того	2	3
65	при этом	6	3
66	в формах	2	3
67	выражение в	2	3
68	жизни и	4	3
69	в форме	2	3
70	не может	16	3
71	с точки	2	3
72	и по	3	3
73	и те	2	3
74	но этот	2	3
75	его в	4	3
76	так как	9	3
77	с его	2	2
78	все время	6	2
79	ни было	4	2
80	находит свое	3	2
81	и др	5	2
82	никогда не	5	2
83	в этих	2	2
84	и так	2	2
85	на самом	4	2
86	и ее	3	2
87	отношению к	11	2
88	слово это	2	2
89	точка зрения	3	2
90	в себя	2	2
91	до конца	2	2
92	одно и	2	2
93	отношение к	4	2
94	еще не	3	2
95	того что	3	2
96	мы в	2	2
97	оно не	2	2
98	не есть	2	2
99	в процессе	6	2
100	по отношению	11	2
101	в особенности	2	2
102	со всех	2	2
103	его как	2	2
104	только на	3	2
105	а не	5	2
106	бы оно	2	2
107	уже не	4	2
108	мы не	3	2
109	в данном	2	2
110	и то	2	2
111	в литературе	4	2
112	имеем в	2	2
113	может стать	2	2
114	дело в	4	2
115	в чем	2	2
116	с ним	3	2
117	мы имеем	2	2
