N	2gram	Potebnia_M_2	Analitik
1	может быть	23	29
2	в том	18	27
3	не может	12	22
4	и не	19	21
5	и в	24	18
6	а не	18	17
7	но и	9	17
8	не только	15	15
9	тогда как	10	14
10	не в	13	14
11	как и	7	13
12	в его	2	13
13	в этом	8	13
14	том что	8	12
15	при этом	13	12
16	состоит в	2	11
17	в себе	10	11
18	то есть	30	11
19	но не	12	10
20	то же	12	9
21	а в	8	9
22	в то	6	9
23	есть не	5	8
24	не есть	6	8
25	но в	4	8
26	этого слова	6	7
27	тем самым	4	7
28	это не	3	6
29	прежде всего	7	6
30	же время	2	6
31	в самом	4	6
32	далеко не	3	6
33	то что	20	6
34	в себя	2	6
35	по отношению	2	6
36	только в	11	6
37	и того	6	5
38	и как	6	5
39	что в	16	5
40	имеет место	2	5
41	как бы	9	5
42	в целом	3	5
43	и его	2	5
44	между тем	6	5
45	и на	8	5
46	о том	5	5
47	на вопрос	3	4
48	того что	7	4
49	могут быть	8	4
50	себя и	2	4
51	столь же	5	4
52	с другой	6	4
53	по себе	15	4
54	того же	14	4
55	для того	5	4
56	не с	3	4
57	все же	5	4
58	вместе с	11	4
59	так и	5	4
60	во времени	2	4
61	уже не	4	4
62	ни было	3	4
63	с другими	5	4
64	в другом	2	4
65	с ним	5	4
66	место в	4	3
67	не могут	7	3
68	с его	2	3
69	и есть	2	3
70	в нашем	2	3
71	хотя бы	2	3
72	и все	3	3
73	в собственном	2	3
74	в нем	9	3
75	что он	4	3
76	и т	6	3
77	еще не	4	3
78	одной стороны	3	3
79	что не	5	3
80	в котором	4	3
81	если в	3	3
82	что и	11	3
83	ни с	2	3
84	таким образом	11	3
85	а с	2	3
86	с одной	4	3
87	от себя	2	3
88	того чтобы	2	3
89	в таком	4	3
90	тому как	4	3
91	между двумя	6	3
92	подобно тому	4	3
93	т п	3	3
94	могла бы	3	3
95	что мы	11	3
96	как он	4	3
97	бы быть	3	3
98	быть не	3	3
99	оно может	2	3
100	если бы	11	3
101	таком случае	2	3
102	только для	5	2
103	быть может	7	2
104	и то	3	2
105	на все	3	2
106	никогда не	4	2
107	все эти	2	2
108	в какой	2	2
109	не столько	2	2
110	из этих	4	2
111	тогда когда	10	2
112	вовсе не	9	2
113	вопрос о	2	2
114	бы ни	5	2
115	внешнего мира	4	2
116	и потому	2	2
117	такой же	4	2
118	должно быть	2	2
119	для него	10	2
120	или не	5	2
121	было бы	13	2
122	мысль о	7	2
123	себе в	3	2
124	душевной жизни	7	2
125	за пределы	2	2
126	говоря о	3	2
127	как совокупность	2	2
128	в ряду	6	2
129	она есть	2	2
130	сами по	7	2
131	не все	2	2
132	один из	2	2
133	из них	5	2
134	со стороны	3	2
135	и тогда	3	2
136	другой стороны	2	2
137	на этом	2	2
138	бы не	5	2
139	отношения к	2	2
140	той же	3	2
141	на самом	2	2
142	самом деле	2	2
143	и по	2	2
144	одного и	6	2
145	могли бы	2	2
146	так как	10	2
147	думать что	3	2
148	потому что	49	2
149	в которой	5	2
150	в сознании	23	2
