N	2gram	Bakhtin_Pr_1	Dialekti
1	не есть	2	47
2	т е	21	30
3	и не	31	30
4	может быть	24	20
5	и в	29	19
6	не только	15	19
7	по себе	8	18
8	и т	4	17
9	а не	22	16
10	в себе	7	15
11	то что	15	14
12	что она	6	14
13	и даже	2	14
14	в том	8	14
15	как бы	19	14
16	так как	6	14
17	потому что	8	14
18	вовсе не	7	13
19	но и	14	12
20	то же	14	12
21	точки зрения	19	12
22	ни в	3	10
23	как и	12	10
24	и как	7	10
25	в нем	19	10
26	так и	7	10
27	том что	7	10
28	это не	9	10
29	сказать что	3	10
30	никогда не	3	9
31	не может	12	9
32	же и	2	9
33	личности в	4	8
34	прежде всего	7	8
35	она не	7	8
36	мы уже	2	8
37	с точки	13	8
38	не в	7	8
39	в этом	22	8
40	в своей	8	8
41	но это	4	7
42	и к	2	7
43	что в	8	7
44	должно быть	4	7
45	как будто	3	7
46	так что	2	7
47	я не	3	6
48	что он	8	6
49	в то	10	6
50	но не	9	6
51	есть и	2	6
52	конечно не	2	6
53	жизни и	2	6
54	не потому	2	6
55	сознания и	5	5
56	должна быть	5	5
57	с другой	3	5
58	же время	9	5
59	и пр	3	5
60	в самом	10	5
61	и следовательно	4	5
62	и потому	6	5
63	что и	4	5
64	и это	5	5
65	как раз	6	5
66	и что	2	5
67	в смысле	2	5
68	и его	14	5
69	но как	3	5
70	только в	10	5
71	и с	4	5
72	уже в	3	4
73	нисколько не	2	4
74	и есть	2	4
75	в своем	8	4
76	в одном	10	4
77	не могут	6	4
78	как таковой	2	4
79	все же	9	4
80	при этом	2	4
81	еще не	5	4
82	к нему	6	4
83	за пределы	7	4
84	он не	5	4
85	хотя бы	2	4
86	связи с	2	4
87	только то	3	4
88	от того	4	4
89	все это	6	4
90	во времени	3	4
91	другой стороны	3	4
92	таким образом	12	4
93	что оно	2	4
94	самом деле	6	4
95	а в	7	4
96	в одной	6	4
97	одно из	2	4
98	могут быть	6	4
99	но он	2	4
100	с ним	5	4
101	и уже	2	3
102	всех этих	2	3
103	е в	2	3
104	все время	2	3
105	и от	2	3
106	он есть	4	3
107	была бы	3	3
108	вопрос о	2	3
109	ведь это	2	3
110	как мы	4	3
111	уже не	13	3
112	это и	5	3
113	время не	3	3
114	в этой	4	3
115	только как	2	3
116	кроме того	3	3
117	было бы	5	3
118	себе и	3	3
119	не значит	4	3
120	даже в	4	3
121	сами по	3	3
122	как же	4	3
123	с этим	2	3
124	не было	4	3
125	то оно	2	3
126	в той	2	3
127	в данном	2	3
128	они не	4	3
129	в один	2	3
130	его в	6	3
131	или как	5	3
132	но потому	2	3
133	ничего не	5	3
134	нет ни	2	3
135	все его	3	3
136	же не	2	3
137	что же	4	2
138	в противоположность	2	2
139	самого начала	2	2
140	само по	3	2
141	уже и	2	2
142	в зависимости	5	2
143	перед нами	5	2
144	и показать	2	2
145	в конце	6	2
146	на самом	5	2
147	именно в	5	2
148	он может	3	2
149	же в	2	2
150	но все	5	2
151	мы видим	2	2
152	зависимости от	5	2
153	так чтобы	4	2
154	в истории	2	2
155	тем или	2	2
156	воля к	2	2
157	и нет	2	2
158	и идеи	2	2
159	до сих	2	2
160	на его	2	2
161	в сущности	5	2
162	несмотря на	6	2
163	которые были	2	2
164	в ней	2	2
165	всяком случае	3	2
166	сих пор	2	2
167	все в	3	2
168	в мире	6	2
169	как не	8	2
170	на него	3	2
171	данном случае	2	2
172	в каждом	8	2
173	в их	3	2
174	тому что	3	2
175	так же	6	2
176	в изображении	2	2
177	не на	4	2
178	не во	3	2
179	т п	3	2
180	например в	3	2
181	как в	6	2
182	а потому	2	2
183	бы и	4	2
184	на мир	6	2
185	в своих	3	2
186	в результате	4	2
187	их в	4	2
188	между тем	5	2
189	не как	14	2
190	тем что	4	2
191	во все	2	2
192	мы должны	3	2
193	во всяком	5	2
194	все эти	9	2
195	и человек	2	2
196	в которой	2	2
197	человека но	2	2
198	но в	7	2
199	в жизни	2	2
