N	2gram	Losev_Dial_2	Istorich
1	и в	19	26
2	т е	30	22
3	так как	14	18
4	мы имеем	3	14
5	никогда не	9	13
6	потому что	14	13
7	что в	7	12
8	таким образом	4	12
9	в том	14	12
10	в этом	8	12
11	может быть	20	11
12	в царство	2	11
13	с другой	5	10
14	том что	10	10
15	и т	17	10
16	и не	30	10
17	не только	19	10
18	что он	6	9
19	еще не	4	9
20	но и	12	9
21	а именно	5	9
22	в нем	10	8
23	все же	4	8
24	вместе с	2	8
25	другой стороны	4	8
26	т д	15	8
27	все эти	2	8
28	и это	5	8
29	с ним	4	8
30	уже не	3	7
31	с одной	2	7
32	например в	2	7
33	и его	5	7
34	о том	5	7
35	но в	2	7
36	то что	14	6
37	мы уже	8	6
38	ее в	2	6
39	как в	2	6
40	не может	9	6
41	в виде	2	6
42	и с	5	6
43	как он	4	6
44	же мы	3	5
45	как и	10	5
46	мы видим	2	5
47	в ней	2	5
48	то это	2	5
49	не будет	2	5
50	так и	10	5
51	то же	12	5
52	и что	5	5
53	как это	7	5
54	тем что	2	5
55	в то	6	5
56	только в	5	5
57	его в	3	5
58	есть и	6	4
59	с тем	2	4
60	в мифе	16	4
61	это не	10	4
62	прежде всего	8	4
63	зависит от	2	4
64	но это	7	4
65	до сих	2	4
66	в это	3	4
67	на его	2	4
68	как бы	14	4
69	что и	5	4
70	сих пор	2	4
71	после этого	3	4
72	что оно	4	4
73	как мы	3	4
74	и по	4	4
75	в очень	2	4
76	но как	5	4
77	как только	3	3
78	связана с	2	3
79	или иное	4	3
80	независимо от	4	3
81	в частности	2	3
82	могут быть	4	3
83	и от	3	3
84	в одном	4	3
85	должна быть	5	3
86	вопрос о	3	3
87	в тех	2	3
88	так что	7	3
89	не в	8	3
90	только через	2	3
91	же как	3	3
92	они не	3	3
93	то время	4	3
94	это еще	2	3
95	кроме того	3	3
96	она не	8	3
97	том как	2	3
98	от того	4	3
99	его с	3	3
100	что здесь	2	3
101	по воздуху	3	3
102	в своей	8	3
103	данном случае	2	3
104	что она	14	3
105	а в	4	3
106	при этом	4	3
107	и вот	4	3
108	имеется в	2	3
109	время как	7	3
110	или в	2	3
111	в своих	2	3
112	в данном	3	3
113	и то	7	3
114	та же	4	3
115	их в	2	3
116	сказать что	10	3
117	и только	4	3
118	в себе	15	3
119	не было	3	3
120	как будто	7	3
121	не потому	6	3
122	того как	2	3
123	от этого	3	3
124	перед нами	2	2
125	может иметь	3	2
126	все время	3	2
127	о чем	3	2
128	и как	10	2
129	а потом	4	2
130	в этих	3	2
131	в своем	4	2
132	что у	2	2
133	но он	4	2
134	в одной	4	2
135	с этим	3	2
136	вовсе не	13	2
137	это мы	2	2
138	можно сказать	5	2
139	к тому	2	2
140	что иное	3	2
141	солнце и	2	2
142	нами как	2	2
143	но все	2	2
144	эти два	2	2
145	что они	6	2
146	но не	6	2
147	так же	2	2
148	только то	4	2
149	что мы	2	2
150	было бы	3	2
151	миф и	2	2
152	всяком случае	2	2
153	или вообще	3	2
154	даже в	3	2
155	что эти	2	2
156	но мы	2	2
157	не есть	47	2
158	жизни и	6	2
159	в некоторых	2	2
160	ни в	10	2
161	на него	2	2
162	тела и	5	2
163	что же	2	2
164	он не	4	2
165	только что	5	2
166	и они	2	2
167	мы находим	3	2
168	в одно	5	2
169	а не	16	2
170	того что	6	2
171	что не	6	2
172	должны быть	3	2
173	то или	4	2
174	его не	2	2
175	или другой	3	2
176	что этот	3	2
177	с ними	2	2
178	во всяком	2	2
179	быть только	2	2
180	уже знаем	3	2
181	миф о	2	2
182	о котором	3	2
183	мы должны	2	2
184	зависимости от	2	2
185	в этой	3	2
186	но вот	2	2
187	что это	10	2
188	когда мы	3	2
189	ничего не	3	2
190	нет ни	3	2
191	е в	3	2
192	или как	3	2
193	значит что	12	2
194	же не	3	2
