N	2gram	Bakhtin_Fr_1	Dialekti
1	и не	22	30
2	может быть	6	20
3	и в	65	19
4	не только	10	19
5	в себе	3	15
6	то что	3	14
7	и даже	8	14
8	в том	16	14
9	как бы	22	14
10	так как	6	14
11	потому что	5	14
12	вовсе не	18	13
13	но и	10	12
14	не просто	3	12
15	точки зрения	7	12
16	и все	5	12
17	как и	5	10
18	в нем	13	10
19	так и	10	10
20	том что	6	10
21	это не	3	10
22	сказать что	6	10
23	времени и	6	9
24	никогда не	6	9
25	не может	3	9
26	прежде всего	11	8
27	мы уже	12	8
28	с точки	3	8
29	не в	4	8
30	в этом	15	8
31	в своей	5	8
32	но это	3	7
33	и к	4	7
34	совершенно не	4	7
35	что в	3	7
36	что он	3	6
37	что не	2	6
38	да и	2	6
39	но не	2	6
40	того что	2	6
41	жизни и	7	6
42	и вообще	3	6
43	с другой	3	5
44	по своему	8	5
45	можно сказать	2	5
46	и пр	5	5
47	в самом	4	5
48	и потому	10	5
49	и это	2	5
50	как раз	3	5
51	и его	10	5
52	тела и	6	5
53	но как	3	5
54	только в	7	5
55	о том	2	5
56	и с	3	5
57	в виду	3	5
58	в своем	8	4
59	в одном	5	4
60	не могут	3	4
61	в ее	3	4
62	все же	6	4
63	при этом	6	4
64	еще не	6	4
65	к нему	3	4
66	за пределы	8	4
67	той или	5	4
68	он не	2	4
69	связи с	4	4
70	ни с	2	4
71	от того	2	4
72	все это	9	4
73	и вот	2	4
74	самом деле	3	4
75	и по	2	4
76	есть только	2	4
77	в таком	2	4
78	одно из	6	4
79	могут быть	2	4
80	по своей	3	4
81	с ним	3	4
82	всех этих	8	3
83	в этих	2	3
84	в это	2	3
85	и от	2	3
86	и почти	2	3
87	это время	2	3
88	как мы	6	3
89	уже не	3	3
90	в этой	4	3
91	кроме того	2	3
92	даже в	3	3
93	из них	4	3
94	и их	3	3
95	это как	4	3
96	в той	5	3
97	его в	7	3
98	тело и	5	3
99	в чем	2	3
100	ничего не	3	3
101	это было	2	3
102	времени то	2	2
103	связана с	5	2
104	в противоположность	2	2
105	быть только	2	2
106	в разной	2	2
107	в узком	4	2
108	это уже	4	2
109	в частности	5	2
110	понятно что	2	2
111	в состоянии	3	2
112	в системе	3	2
113	на самом	6	2
114	и вечность	2	2
115	и образы	2	2
116	на всю	4	2
117	в тех	3	2
118	к тому	2	2
119	же в	2	2
120	но все	3	2
121	мы видим	2	2
122	различия между	2	2
123	до сих	4	2
124	и прежде	3	2
125	и часто	2	2
126	в общем	4	2
127	на его	2	2
128	в сущности	16	2
129	несмотря на	2	2
130	в искусстве	3	2
131	в ней	6	2
132	сих пор	4	2
133	на все	2	2
134	во всех	9	2
135	в некоторых	2	2
136	на него	2	2
137	от всего	2	2
138	в их	4	2
139	в изображении	2	2
140	например в	2	2
141	с одной	2	2
142	как в	5	2
143	форм и	9	2
144	можно только	4	2
145	культуры и	8	2
146	или в	2	2
147	на мир	5	2
148	в своих	5	2
149	сама жизнь	3	2
150	их в	2	2
151	бы ни	2	2
152	между тем	5	2
153	во время	4	2
154	что мы	2	2
155	все эти	10	2
156	есть в	5	2
157	ни на	2	2
158	в области	7	2
159	но в	14	2
160	в жизни	4	2
