N	2gram	Tiupa_Anal_2	Istorich
1	и в	16	25
2	вместе с	2	22
3	может быть	6	17
4	т е	2	16
5	мы имеем	3	14
6	не только	16	13
7	но и	12	13
8	в его	2	12
9	и не	12	11
10	уже не	4	11
11	в этом	18	10
12	тем что	3	10
13	с другой	6	9
14	его в	2	9
15	и его	4	9
16	таким образом	2	9
17	что в	2	8
18	этих случаях	2	8
19	том что	12	8
20	еще не	2	8
21	на него	2	8
22	другой стороны	2	8
23	и на	6	8
24	в частности	16	7
25	в качестве	11	7
26	тот кто	2	7
27	а затем	2	7
28	как и	14	7
29	то что	7	7
30	этом случае	4	7
31	одной стороны	4	7
32	с одной	5	7
33	превращается в	2	7
34	представляет собой	8	7
35	только в	4	7
36	о том	7	7
37	в этих	2	6
38	прежде всего	3	6
39	что и	3	6
40	себя в	2	6
41	как в	4	6
42	не может	4	6
43	и он	2	6
44	не в	4	6
45	или в	3	6
46	могут быть	10	6
47	в том	12	6
48	как мы	3	5
49	но не	4	5
50	так же	2	5
51	не менее	4	4
52	что все	2	4
53	и тем	4	4
54	тем не	3	4
55	в пределах	9	4
56	на этой	2	4
57	все это	4	4
58	то же	4	4
59	на смену	3	4
60	он не	2	4
61	с ним	2	4
62	никогда не	3	3
63	и все	3	3
64	в целом	8	3
65	ему в	3	3
66	в этой	9	3
67	в то	2	3
68	в себя	4	3
69	в роли	2	3
70	на себя	5	3
71	представляют собой	2	3
72	на этом	4	3
73	а в	3	3
74	в данном	8	3
75	в таких	2	3
76	уже и	2	2
77	у него	4	2
78	попадает в	3	2
79	он же	2	2
80	над нами	2	2
81	к этому	2	2
82	вовсе не	2	2
83	а как	2	2
84	по себе	2	2
85	на то	2	2
86	можно сказать	4	2
87	так что	3	2
88	по существу	2	2
89	мы узнаем	2	2
90	того же	4	2
91	она не	2	2
92	и сам	3	2
93	несмотря на	3	2
94	если бы	3	2
95	как бы	10	2
96	еще в	2	2
97	даже в	2	2
98	один из	2	2
99	в своей	2	2
100	отношению к	4	2
101	во всех	4	2
102	данном случае	5	2
103	со стороны	3	2
104	говорит о	5	2
105	так например	2	2
106	по отношению	4	2
107	и стал	2	2
108	и для	2	2
109	а не	10	2
110	того что	2	2
111	роль в	2	2
112	сказать что	2	2
113	точки зрения	4	2
114	к его	2	2
115	из них	3	2
116	особенно в	7	2
117	ничего не	9	2
118	о чем	2	2
119	это было	2	2
