N	2gram	Tiupa_Hudo_1	Myshleni
1	мышления и	2	40
2	точки зрения	5	26
3	в том	12	24
4	и в	14	23
5	том что	16	21
6	в целом	2	20
7	с точки	3	18
8	того чтобы	3	17
9	то что	8	17
10	в этом	11	17
11	не только	12	16
12	того что	4	15
13	что в	6	14
14	может быть	5	14
15	но и	5	14
16	как и	9	14
17	в его	8	14
18	не может	7	12
19	как бы	7	11
20	прежде всего	11	10
21	в качестве	9	9
22	и не	2	9
23	между тем	8	9
24	и с	4	9
25	в ходе	3	8
26	и на	3	8
27	то же	9	8
28	вопрос о	2	7
29	в этой	8	7
30	в самом	4	7
31	по отношению	8	7
32	в то	8	7
33	что он	9	7
34	отношению к	8	7
35	мы не	2	7
36	в другом	2	7
37	столь же	4	6
38	с этой	2	6
39	же как	2	6
40	все это	2	6
41	именно в	7	6
42	лишь в	3	6
43	потому что	5	6
44	с этим	3	6
45	о том	12	6
46	и его	5	6
47	тем что	3	6
48	в себе	11	6
49	только в	5	6
50	тому что	4	5
51	перед нами	5	5
52	можно сказать	4	5
53	на то	4	5
54	по себе	2	5
55	в своих	3	5
56	и все	4	5
57	если бы	3	5
58	но в	5	5
59	по своей	4	5
60	и что	2	5
61	мышления как	2	5
62	он не	4	5
63	так и	13	5
64	как мы	3	5
65	но не	3	4
66	только что	4	4
67	не в	7	4
68	при этом	12	4
69	что она	4	4
70	о природе	3	4
71	все эти	3	4
72	не столько	2	4
73	этом отношении	3	4
74	в результате	2	4
75	с его	5	4
76	и к	4	4
77	мышление в	2	4
78	было бы	6	4
79	к тому	7	4
80	для себя	3	4
81	в своей	10	4
82	сих пор	2	4
83	как в	8	4
84	приводит к	3	4
85	как раз	4	4
86	а с	2	4
87	ни в	5	4
88	до сих	2	4
89	только для	2	3
90	в своем	4	3
91	и от	4	3
92	в заключительной	3	3
93	в такой	2	3
94	в первую	2	3
95	в их	2	3
96	то и	3	3
97	в одной	2	3
98	как он	2	3
99	превращается в	3	3
100	об этом	5	3
101	такой же	3	3
102	первую очередь	2	3
103	она не	4	3
104	все же	3	3
105	же мере	2	3
106	самом деле	5	3
107	а не	12	3
108	можно было	5	3
109	связи с	4	3
110	и это	4	3
111	ничего не	8	3
112	на вопрос	2	2
113	в частности	5	2
114	никогда не	6	2
115	что у	3	2
116	в конце	4	2
117	на этом	3	2
118	же время	8	2
119	для него	10	2
120	вместо того	2	2
121	заключительной главе	3	2
122	несмотря на	4	2
123	хотя и	2	2
124	не имеет	2	2
125	про себя	2	2
126	один из	4	2
127	с той	2	2
128	жизни и	5	2
129	значительной степени	2	2
130	той же	2	2
131	и даже	3	2
132	должно быть	2	2
133	а в	7	2
134	другому человеку	2	2
135	говорить о	3	2
136	о котором	2	2
137	в этих	5	2
138	речь идет	3	2
139	каждого из	2	2
140	в море	2	2
141	ясно что	2	2
142	идет о	3	2
143	в ее	3	2
144	в значительной	2	2
145	ту или	2	2
146	ближе к	2	2
147	себе и	2	2
148	своей природе	2	2
149	иначе говоря	2	2
150	и потому	2	2
151	в равной	3	2
152	даже в	3	2
153	на него	2	2
154	слова как	2	2
155	ключ к	2	2
156	уже не	7	2
157	в речи	2	2
158	речь в	2	2
159	представляют собой	2	2
160	заметить что	2	2
161	едва ли	3	2
162	и поэтому	2	2
163	равной мере	2	2
