N	2gram	Vygotskiy__2	VeschiIm
1	не может	9	33
2	не только	15	31
3	может быть	9	29
4	и не	7	28
5	и в	15	26
6	то что	20	24
7	и есть	2	23
8	а не	3	20
9	что она	3	14
10	только в	4	14
11	и что	8	13
12	того что	17	13
13	по себе	7	13
14	что это	6	12
15	было бы	10	12
16	но и	10	12
17	сказать что	6	12
18	все же	4	12
19	в себя	2	12
20	и ее	3	12
21	что же	2	11
22	таким образом	14	11
23	то же	5	10
24	как бы	7	10
25	потому что	7	10
26	что мы	9	10
27	есть нечто	2	10
28	в том	33	9
29	в самом	11	9
30	и с	4	9
31	прежде всего	4	9
32	на то	6	8
33	с ее	2	8
34	в себе	2	8
35	и это	3	8
36	ничего не	3	8
37	что оно	4	7
38	также и	2	7
39	говорить о	2	7
40	так как	4	7
41	том что	27	7
42	указывает на	2	7
43	и их	5	7
44	как раз	4	7
45	с другими	3	7
46	в этом	19	7
47	и как	2	6
48	это есть	2	6
49	что они	3	6
50	но что	2	6
51	что в	14	6
52	для него	3	6
53	но если	2	6
54	со стороны	3	6
55	и только	3	6
56	должно быть	2	6
57	в результате	3	6
58	точки зрения	26	6
59	но в	6	6
60	есть ли	2	6
61	бы и	3	6
62	если мы	6	6
63	с ним	3	6
64	можно было	5	6
65	в отношении	6	5
66	это не	5	5
67	с этой	2	5
68	не в	8	5
69	и до	3	5
70	для этого	3	5
71	а в	4	5
72	что для	3	5
73	если бы	8	5
74	отнюдь не	2	5
75	но не	3	5
76	того же	3	5
77	же это	2	5
78	в сущности	9	5
79	для себя	3	5
80	и для	2	5
81	как только	2	4
82	собственном смысле	3	4
83	в своем	9	4
84	с другой	6	4
85	независимо от	4	4
86	и мы	2	4
87	точка зрения	3	4
88	из них	3	4
89	судить о	2	4
90	в их	2	4
91	от того	2	4
92	и даже	5	4
93	с этим	3	4
94	о том	9	4
95	не существует	3	4
96	и более	2	4
97	и все	3	4
98	как и	6	4
99	во всех	2	4
100	нет и	2	4
101	должен быть	2	4
102	что и	2	4
103	этот вопрос	5	4
104	с точки	18	4
105	мы не	10	4
106	в данном	3	4
107	тем что	2	4
108	сама по	2	3
109	и другое	2	3
110	никогда не	8	3
111	вопрос о	5	3
112	отрыве от	2	3
113	в собственном	3	3
114	что именно	3	3
115	можно сказать	2	3
116	к тому	7	3
117	несмотря на	4	3
118	бы что	2	3
119	с вещами	2	3
120	без всякого	2	3
121	более или	2	3
122	и сам	3	3
123	все это	4	3
124	мы находим	6	3
125	их в	4	3
126	к себе	2	3
127	мы имеем	3	3
128	тогда когда	5	3
129	или как	2	3
130	нисколько не	2	3
131	само по	2	3
132	в одном	2	3
133	что он	12	3
134	мы видим	4	3
135	тот же	7	3
136	к ней	2	3
137	в своей	4	3
138	вещь имеет	2	3
139	вместе с	6	3
140	так и	8	3
141	или менее	2	3
142	и тогда	2	3
143	а с	4	3
144	из того	4	3
145	самом деле	6	3
146	того чтобы	12	3
147	хотя бы	4	3
148	тому как	2	3
149	тем более	3	3
150	с в	4	3
151	не то	2	3
152	подобно тому	2	3
153	и вообще	2	3
154	в основе	3	3
155	на вопрос	4	2
156	мы будем	3	2
157	казалось бы	8	2
158	в частности	6	2
159	человека и	3	2
160	на все	2	2
161	что на	2	2
162	и можно	2	2
163	ни в	2	2
164	в самой	3	2
165	но все	2	2
166	переход от	4	2
167	мы уже	6	2
168	как совершенно	3	2
169	в виду	6	2
170	меня на	2	2
171	бы к	3	2
172	и тем	2	2
173	в первой	2	2
174	данном случае	3	2
175	для всего	2	2
176	оба эти	2	2
177	заключается в	8	2
178	так же	4	2
179	в более	2	2
180	но ведь	2	2
181	как это	6	2
182	к личности	2	2
183	ничем не	3	2
184	мы можем	10	2
185	с которой	2	2
186	от этого	2	2
187	с собой	3	2
188	бы ни	2	2
189	о которых	3	2
190	о логических	2	2
191	в силу	2	2
192	на этой	2	2
193	признать что	4	2
194	в качестве	4	2
195	наряду с	2	2
196	об этом	3	2
197	он не	7	2
198	когда он	3	2
199	как в	4	2
200	находится в	2	2
201	приводит к	5	2
202	как нечто	2	2
203	свое имя	3	2
204	все равно	2	2
205	как мы	6	2
206	для того	10	2
207	к чему	2	2
208	и его	4	2
209	той же	2	2
210	с но	8	2
211	во всяком	7	2
212	моментов в	2	2
213	ту же	2	2
214	об отношении	3	2
215	это все	2	2
216	не потому	2	2
