N	2gram	Voloshinov_1	Problemy
1	и в	15	43
2	и не	16	29
3	может быть	13	23
4	как бы	11	22
5	не может	13	18
6	но и	4	14
7	как и	6	14
8	точки зрения	13	13
9	в этом	13	13
10	что он	8	13
11	в нем	4	12
12	в одном	3	12
13	слова и	2	12
14	не в	4	11
15	по себе	2	11
16	не только	5	11
17	прежде всего	11	10
18	и на	3	10
19	но в	9	10
20	в его	9	10
21	как мы	10	10
22	никогда не	7	9
23	в большинстве	4	9
24	еще не	7	9
25	он не	4	9
26	для него	5	8
27	большинстве случаев	5	8
28	то же	7	8
29	с точки	10	8
30	и его	15	8
31	о себе	2	7
32	до сих	3	7
33	в него	2	7
34	в самом	6	7
35	к себе	3	7
36	ведь и	2	7
37	в то	6	7
38	то что	10	7
39	сих пор	3	7
40	что же	4	7
41	а не	2	7
42	в этих	2	6
43	в том	4	6
44	при этом	7	6
45	и наконец	10	6
46	и все	4	6
47	у него	3	6
48	приводит к	2	6
49	так сказать	3	6
50	же время	5	5
51	к нему	7	5
52	все это	5	5
53	по отношению	11	5
54	таким образом	21	5
55	все эти	9	5
56	а в	6	5
57	рядом с	2	5
58	и с	7	5
59	бы в	2	5
60	вовсе не	2	5
61	но не	5	5
62	было бы	6	5
63	мы увидим	4	5
64	и что	3	5
65	отношению к	9	5
66	самом деле	7	5
67	сам по	2	5
68	в себе	4	5
69	я не	3	4
70	не могут	3	4
71	что в	6	4
72	в своем	2	4
73	к тому	4	4
74	до конца	5	4
75	но это	2	4
76	должно быть	2	4
77	их в	2	4
78	человека в	3	4
79	во время	5	4
80	так как	9	4
81	или как	3	4
82	с его	8	4
83	как его	2	4
84	более того	2	4
85	совершенно не	2	4
86	в своей	9	4
87	и до	3	4
88	во всех	8	4
89	но эти	2	4
90	между ними	2	4
91	мы не	4	4
92	как раз	2	4
93	только в	6	4
94	может стать	3	4
95	далеко не	4	4
96	не менее	3	3
97	в человеке	5	3
98	себя и	3	3
99	в отношении	2	3
100	это не	2	3
101	в одной	2	3
102	есть и	2	3
103	он сам	4	3
104	себе самом	3	3
105	он был	3	3
106	со всею	3	3
107	и со	2	3
108	и только	4	3
109	и даже	2	3
110	он и	2	3
111	ни на	2	3
112	его в	8	3
113	с ним	12	3
114	между тем	2	3
115	в жизни	5	3
116	сознания и	5	3
117	если бы	3	3
118	не знает	3	3
119	в различных	2	3
120	и к	7	3
121	она не	2	3
122	тот же	5	3
123	со всеми	3	3
124	мы уже	5	3
125	за пределы	2	3
126	что и	2	3
127	все же	5	3
128	себя в	2	3
129	на него	4	3
130	так и	10	3
131	только на	2	3
132	в себя	5	3
133	уже не	5	3
134	и для	2	3
135	той же	2	3
136	ничего не	2	3
137	могут быть	6	3
138	и ее	3	3
139	и этим	3	3
140	в эту	2	3
141	его и	2	2
142	из этих	4	2
143	мысли и	4	2
144	человека и	6	2
145	что может	3	2
146	тем не	2	2
147	ни в	6	2
148	но все	2	2
149	мы и	4	2
150	в узком	2	2
151	что это	3	2
152	что такое	3	2
153	и очень	2	2
154	и др	8	2
155	во внутреннем	2	2
156	в целом	2	2
157	отношение к	7	2
158	значение в	3	2
159	для этого	4	2
160	отношения к	2	2
161	того что	2	2
162	чтобы не	2	2
163	с ними	4	2
164	в своих	4	2
165	сказать что	6	2
166	и старается	2	2
167	в первом	2	2
168	во всяком	4	2
169	я и	6	2
170	между собой	4	2
171	с этим	6	2
172	конечно в	2	2
173	об этом	4	2
174	его жизни	6	2
175	у нас	3	2
176	и при	3	2
177	укладывается в	2	2
178	одна из	3	2
179	с их	3	2
180	бы он	3	2
181	конечно не	3	2
182	на себя	2	2
183	и о	3	2
184	на почве	2	2
185	и пр	9	2
186	дело в	2	2
187	в процессе	4	2
188	внутренней речи	3	2
189	быть и	2	2
190	ее в	2	2
191	бы и	2	2
192	как в	3	2
193	узком смысле	2	2
194	еще более	2	2
195	если мы	5	2
196	том что	5	2
197	должны быть	3	2
198	хотя бы	7	2
199	в таком	3	2
200	значение для	2	2
201	и то	2	2
202	мы можем	12	2
203	сознание и	4	2
204	все его	2	2
